idHidreletrica;AttVetor;01/2020;02/2020;03/2020;04/2020;05/2020;06/2020;07/2020;08/2020;09/2020;10/2020;11/2020;12/2020;01/2021;02/2021;03/2021;04/2021;05/2021;06/2021;07/2021;08/2021;09/2021;10/2021;11/2021;12/2021;01/2022;02/2022;03/2022;04/2022;05/2022;06/2022;07/2022;08/2022;09/2022;10/2022;11/2022;12/2022;01/2023;02/2023;03/2023;04/2023;05/2023;06/2023;07/2023;08/2023;09/2023;10/2023;11/2023;12/2023;01/2024;02/2024;03/2024;04/2024;05/2024;06/2024;07/2024;08/2024;09/2024;10/2024;11/2024;12/2024;
43;vazao_defluente_minima_media;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
43;vazao_defluente_maxima_media;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;
44;potencia_minima_media;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
44;potencia_maxima_media;643;643.000000000643;643.000000000643;643;642.999999999357;643;643.000000000643;642.999999999357;643;643;643;643;643;643;643;643;642.999999999357;643;643.000000000643;643;643;643;642.999999999357;643;643;643;643;643;643;643;643;643;643;643;643;643;643;643;643;643;643;643;643;643;643;643;643;643;643;643;643;643;643;643;643;643;643;643;643;643;
44;potencia_disponivel_minima_media;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
44;potencia_disponivel_maxima_media;628.854000000000;628.854000000629;628.854000000629;628.854000000000;628.853999999371;632.069000000000;632.069000000632;632.068999999368;632.069000000000;632.069000000000;632.069000000000;632.069000000000;632.069000000000;632.069000000000;632.069000000000;632.069000000000;632.068999999368;632.069000000000;632.069000000632;632.069000000000;632.069000000000;632.069000000000;632.068999999368;632.069000000000;632.069000000000;632.069000000000;632.069000000000;632.069000000000;632.069000000000;632.069000000000;632.069000000000;632.069000000000;632.069000000000;632.069000000000;632.069000000000;632.069000000000;632.069000000000;632.069000000000;632.069000000000;632.069000000000;632.069000000000;632.069000000000;632.069000000000;632.069000000000;632.069000000000;632.069000000000;632.069000000000;632.069000000000;632.069000000000;632.069000000000;632.069000000000;632.069000000000;632.069000000000;632.069000000000;632.069000000000;632.069000000000;632.069000000000;632.069000000000;632.069000000000;632.069000000000;
44;vazao_turbinada_disponivel_minima_media;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
44;vazao_turbinada_disponivel_maxima_media;1367.363755547738;1389.819058798764;1379.471894944026;1367.153746200393;1359.049429400915;1350.258536442243;1355.617187920161;1378.833450301730;1397.582477682396;1422.111566860084;1356.228184367830;1305.104719429170;1300.011989377901;1338.946494558614;1391.542760068240;1424.818779217317;1434.253458885382;1428.979309910630;1432.177222801421;1426.481973837343;1420.267258395286;1454.308180197698;1459.125392697788;1475.501820643418;1439.709085279526;1773.950755373085;1773.950755373085;1773.950755373085;1773.950755373085;1428.979309910630;1432.177222799989;1426.481973837343;1420.267258395286;1454.308180197698;1459.125392699247;1475.501820643418;1439.709085279526;1773.950755373085;1773.950755373085;1773.950755373085;1773.950755373085;1428.979309910630;1432.177222799989;1426.481973837343;1420.267258395286;1454.308180197698;1459.125392699247;1475.501820643418;1439.709085279526;1773.950755373085;1773.950755373085;1773.950755373085;1773.950755373085;1428.979309910630;1432.177222799989;1426.481973837343;1420.267258395286;1454.308180197698;1459.125392699247;1475.501820643418;
44;vazao_defluente_minima_media;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
44;vazao_defluente_maxima_media;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;
45;potencia_minima_media;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
45;potencia_maxima_media;525;525.000000000525;525.000000000525;525;524.999999999475;525;525.000000000525;524.999999999475;525;525;525;525;525;525;525;525;524.999999999475;525;525.000000000525;525;525;525;524.999999999475;525;525;525;525;525;525;525;525;525;525;525;525;525;525;525;525;525;525;525;525;525;525;525;525;525;525;525;525;525;525;525;525;525;525;525;525;525;
45;potencia_disponivel_minima_media;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
45;potencia_disponivel_maxima_media;501.900000000000;501.900000000502;501.900000000502;501.900000000000;501.899999999498;500.850000000000;500.325000000500;500.324999999500;500.325000000000;500.325000000000;500.325000000000;500.325000000000;500.325000000000;500.325000000000;500.325000000000;500.325000000000;500.324999999500;508.200000000000;508.200000000508;508.200000000000;508.200000000000;508.200000000000;508.199999999492;508.200000000000;508.200000000000;508.200000000000;508.200000000000;508.200000000000;508.200000000000;508.200000000000;508.200000000000;508.200000000000;508.200000000000;508.200000000000;508.200000000000;508.200000000000;508.200000000000;508.200000000000;508.200000000000;508.200000000000;508.200000000000;508.200000000000;508.200000000000;508.200000000000;508.200000000000;508.200000000000;508.200000000000;508.200000000000;508.200000000000;508.200000000000;508.200000000000;508.200000000000;508.200000000000;508.200000000000;508.200000000000;508.200000000000;508.200000000000;508.200000000000;508.200000000000;508.200000000000;
45;vazao_turbinada_disponivel_minima_media;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
45;vazao_turbinada_disponivel_maxima_media;2237.848653526473;2247.302895955143;2247.302895955143;2247.302895952895;2247.302895950648;2242.601425459269;2240.250690214697;2240.250690210217;2240.250690212457;2240.250690212457;2240.250690212457;2240.250690212457;2240.250690212457;2240.250690212457;2240.250690212457;2240.250690212457;2240.250690210217;2275.511718914647;2275.511718916923;2275.511718914647;2275.511718914647;2275.511718914647;2275.511718912372;2275.511718914647;2275.511718914648;2287.835987146615;2287.835987146615;2287.835987146616;2287.835987146615;2275.511718914648;2275.511718914647;2275.511718914647;2275.511718914648;2275.511718914648;2275.511718914647;2275.511718914647;2275.511718914647;2287.835987146615;2287.835987146615;2287.835987146616;2287.835987146615;2275.511718914648;2275.511718914647;2275.511718914647;2275.511718914647;2275.511718914647;2275.511718914647;2275.511718914647;2275.511718914647;2287.835987146615;2287.835987146615;2287.835987146616;2287.835987146615;2275.511718914647;2275.511718914647;2275.511718914648;2275.511718914648;2275.511718914647;2275.511718914647;2275.511718914647;
45;vazao_defluente_minima_media;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
45;vazao_defluente_maxima_media;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;
46;potencia_minima_media;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
46;potencia_maxima_media;354;354.000000000354;354.000000000354;354;353.999999999646;354;354.000000000354;353.999999999646;354;354;354;354;354;354;354;354;353.999999999646;354;354.000000000354;354;354;354;353.999999999646;354;354;354;354;354;354;354;354;354;354;354;354;354;354;354;354;354;354;354;354;354;354;354;354;354;354;354;354;354;354;354;354;354;354;354;354;354;
46;potencia_disponivel_minima_media;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
46;potencia_disponivel_maxima_media;337.008000000000;337.008000000337;337.008000000337;337.008000000000;337.007999999663;344.796000000000;340.548000000341;340.547999999659;340.548000000000;340.548000000000;340.548000000000;340.548000000000;340.548000000000;340.548000000000;340.548000000000;340.548000000000;340.547999999659;345.504000000000;345.504000000346;345.504000000000;345.504000000000;345.504000000000;345.503999999655;345.504000000000;345.504000000000;345.504000000000;345.504000000000;345.504000000000;345.504000000000;345.504000000000;345.504000000000;345.504000000000;345.504000000000;345.504000000000;345.504000000000;345.504000000000;345.504000000000;345.504000000000;345.504000000000;345.504000000000;345.504000000000;345.504000000000;345.504000000000;345.504000000000;345.504000000000;345.504000000000;345.504000000000;345.504000000000;345.504000000000;345.504000000000;345.504000000000;345.504000000000;345.504000000000;345.504000000000;345.504000000000;345.504000000000;345.504000000000;345.504000000000;345.504000000000;345.504000000000;
46;vazao_turbinada_disponivel_minima_media;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
46;vazao_turbinada_disponivel_maxima_media;1808.619366141263;1827.966213585350;1827.966213585350;1827.966213583522;1827.966213581694;1870.209130283982;1847.167539358306;1847.167539354612;1847.167539356459;1847.167539356459;1847.167539356459;1847.167539356459;1847.167539356459;1847.167539356459;1847.167539356459;1847.167539356459;1847.167539354612;1874.049395438569;1874.049395440443;1874.049395438569;1874.049395438569;1874.049395438569;1874.049395436695;1874.049395438570;1874.049395438569;1876.235736050764;1876.235736050765;1876.235736050764;1876.235736050764;1874.049395438569;1874.049395438569;1874.049395438569;1874.049395438569;1874.049395438569;1874.049395438569;1874.049395438570;1874.049395438569;1876.235736050764;1876.235736050765;1876.235736050764;1876.235736050764;1874.049395438569;1874.049395438569;1874.049395438569;1874.049395438569;1874.049395438569;1874.049395438569;1874.049395438570;1874.049395438569;1876.235736050764;1876.235736050765;1876.235736050764;1876.235736050764;1874.049395438569;1874.049395438569;1874.049395438569;1874.049395438569;1874.049395438569;1874.049395438569;1874.049395438570;
46;vazao_defluente_minima_media;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
46;vazao_defluente_maxima_media;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;
47;potencia_minima_media;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
47;potencia_maxima_media;14000;14000.000000013999;14000.000000013999;14000;13999.999999986001;14000;14000.000000013999;13999.999999986001;14000;14000.000000000002;14000;14000;14000;14000;14000;14000;13999.999999986001;14000;14000.000000013999;14000;14000;14000;13999.999999986001;14000;14000;14000;14000;14000;14000;14000;14000;14000;14000;14000;14000;14000;14000;14000;14000;14000;14000;14000;14000;14000;14000;14000;14000;14000;14000;14000;14000;14000;14000;14000;14000;14000;14000;14000;14000;14000;
47;potencia_disponivel_minima_media;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
47;potencia_disponivel_maxima_media;13258.000000000009;13258.000000013257;13258.000000013268;13257.999999999998;13257.999999986740;13356.000000000002;13342.000000013344;13341.999999986660;13342;13342.000000000004;13342;13342;13341.999999999996;13342;13342.000000000002;13342.000000000004;13341.999999986660;13300;13300.000000013300;13300;13300;13299.999999999995;13299.999999986692;13300.000000000011;13300;13300;13299.999999999995;13300;13300;13300;13300;13300;13300;13299.999999999995;13299.999999999991;13300.000000000011;13300;13300;13299.999999999993;13300;13300;13300;13300;13300;13300;13299.999999999993;13299.999999999991;13300.000000000011;13300;13300;13299.999999999995;13300;13300;13300;13300;13300;13300;13299.999999999993;13299.999999999991;13300.000000000011;
47;vazao_turbinada_disponivel_minima_media;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
47;vazao_turbinada_disponivel_maxima_media;12337.944664687668;12312.533653650506;12312.533653650516;12312.533653638193;12312.533653625880;12403.544990043127;12390.543370569099;12390.543370544317;12390.543370556705;12390.543370556710;12390.543370556708;12390.543370556708;12390.543370556703;12390.543370556708;12390.543370556708;12390.543370556708;12390.543370544317;12351.538512097450;12351.538512109801;12351.538512097450;12351.538512097450;12316.197146040964;12316.197146028644;12316.197146040980;12316.197146040970;12245.617499421429;12245.617499421425;12245.617499421427;12245.617499421431;12351.538512097450;12351.538512097450;12351.538512097450;12351.538512097450;12316.197146040966;12316.197146040960;12316.197146040977;12316.197146040970;12245.617499421429;12245.617499421427;12245.617499421427;12245.617499421431;12351.538512097450;12351.538512097450;12351.538512097450;12351.538512097450;12316.197146040962;12316.197146040960;12316.197146040980;12316.197146040970;12245.617499421431;12245.617499421427;12245.617499421429;12245.617499421427;12351.538512097450;12351.538512097450;12351.538512097450;12351.538512097450;12316.197146040962;12316.197146040960;12316.197146040979;
47;vazao_defluente_minima_media;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
47;vazao_defluente_maxima_media;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;
48;potencia_minima_media;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
48;potencia_maxima_media;120.167999267578;120.167999267698;120.167999267698;120.167999267578;120.167999267458;120.167999267578;120.167999267698;120.167999267458;120.167999267578;120.167999267578;120.167999267578;120.167999267578;120.167999267578;120.167999267578;120.167999267578;120.167999267578;120.167999267458;120.167999267578;120.167999267698;120.167999267578;120.167999267578;120.167999267578;120.167999267458;120.167999267578;120.167999267578;120.167999267578;120.167999267578;120.167999267578;120.167999267578;120.167999267578;120.167999267578;120.167999267578;120.167999267578;120.167999267578;120.167999267578;120.167999267578;120.167999267578;120.167999267578;120.167999267578;120.167999267578;120.167999267578;120.167999267578;120.167999267578;120.167999267578;120.167999267578;120.167999267578;120.167999267578;120.167999267578;120.167999267578;120.167999267578;120.167999267578;120.167999267578;120.167999267578;120.167999267578;120.167999267578;120.167999267578;120.167999267578;120.167999267578;120.167999267578;120.167999267578;
48;potencia_disponivel_minima_media;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
48;potencia_disponivel_maxima_media;116.562959289551;116.562959289668;116.562959289668;116.562959289551;116.562959289434;115.841951293945;116.803295288203;116.803295287969;116.803295288086;116.803295288086;116.803295288086;116.803295288086;116.803295288086;116.803295288086;116.803295288086;116.803295288086;116.803295287969;115.241111297607;115.241111297722;115.241111297607;115.241111297607;115.241111297607;115.241111297492;115.241111297607;115.241111297607;115.241111297607;115.241111297607;115.241111297607;115.241111297607;115.241111297607;115.241111297607;115.241111297607;115.241111297607;115.241111297607;115.241111297607;115.241111297607;115.241111297607;115.241111297607;115.241111297607;115.241111297607;115.241111297607;115.241111297607;115.241111297607;115.241111297607;115.241111297607;115.241111297607;115.241111297607;115.241111297607;115.241111297607;115.241111297607;115.241111297607;115.241111297607;115.241111297607;115.241111297607;115.241111297607;115.241111297607;115.241111297607;115.241111297607;115.241111297607;115.241111297607;
48;vazao_turbinada_disponivel_minima_media;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
48;vazao_turbinada_disponivel_maxima_media;147.938230966842;148.137459100644;148.137459100644;148.137459100496;148.137459100348;147.221144920493;148.442897160645;148.442897160349;148.442897160497;148.442897160497;148.442897160497;148.442897160497;148.442897160497;148.442897160497;148.442897160497;148.442897160497;148.442897160349;146.457549770491;146.457549770637;146.457549770491;146.457549770491;146.457549770491;146.457549770345;146.457549770491;146.457549770491;146.467043062791;146.467043062791;146.467043062791;146.467043062791;146.457549770491;146.457549770491;146.457549770491;146.457549770491;146.457549770491;146.457549770491;146.457549770491;146.457549770491;146.467043062791;146.467043062791;146.467043062791;146.467043062791;146.457549770491;146.457549770491;146.457549770491;146.457549770491;146.457549770491;146.457549770491;146.457549770491;146.457549770491;146.467043062791;146.467043062791;146.467043062791;146.467043062791;146.457549770491;146.457549770491;146.457549770491;146.457549770491;146.457549770491;146.457549770491;146.457549770491;
48;vazao_defluente_minima_media;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
48;vazao_defluente_maxima_media;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;
49;potencia_minima_media;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
49;potencia_maxima_media;120.167999267578;120.167999267698;120.167999267698;120.167999267578;120.167999267458;120.167999267578;120.167999267698;120.167999267458;120.167999267578;120.167999267578;120.167999267578;120.167999267578;120.167999267578;120.167999267578;120.167999267578;120.167999267578;120.167999267458;120.167999267578;120.167999267698;120.167999267578;120.167999267578;120.167999267578;120.167999267458;120.167999267578;120.167999267578;120.167999267578;120.167999267578;120.167999267578;120.167999267578;120.167999267578;120.167999267578;120.167999267578;120.167999267578;120.167999267578;120.167999267578;120.167999267578;120.167999267578;120.167999267578;120.167999267578;120.167999267578;120.167999267578;120.167999267578;120.167999267578;120.167999267578;120.167999267578;120.167999267578;120.167999267578;120.167999267578;120.167999267578;120.167999267578;120.167999267578;120.167999267578;120.167999267578;120.167999267578;120.167999267578;120.167999267578;120.167999267578;120.167999267578;120.167999267578;120.167999267578;
49;potencia_disponivel_minima_media;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
49;potencia_disponivel_maxima_media;116.923463287354;116.923463287471;116.923463287471;116.923463287354;116.923463287237;117.043631286621;117.043631286738;117.043631286504;117.043631286621;117.043631286621;117.043631286621;117.043631286621;117.043631286621;117.043631286621;117.043631286621;117.043631286621;117.043631286504;116.442791290283;116.442791290399;116.442791290283;116.442791290283;116.442791290283;116.442791290167;116.442791290283;116.442791290283;116.442791290283;116.442791290283;116.442791290283;116.442791290283;116.442791290283;116.442791290283;116.442791290283;116.442791290283;116.442791290283;116.442791290283;116.442791290283;116.442791290283;116.442791290283;116.442791290283;116.442791290283;116.442791290283;116.442791290283;116.442791290283;116.442791290283;116.442791290283;116.442791290283;116.442791290283;116.442791290283;116.442791290283;116.442791290283;116.442791290283;116.442791290283;116.442791290283;116.442791290283;116.442791290283;116.442791290283;116.442791290283;116.442791290283;116.442791290283;116.442791290283;
49;vazao_turbinada_disponivel_minima_media;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
49;vazao_turbinada_disponivel_maxima_media;140.888939920671;139.872844050708;139.872844050708;139.872844050568;139.872844050428;140.016598258226;140.016598258366;140.016598258086;140.016598258226;140.016598258226;140.016598258226;140.016598258226;140.016598258226;140.016598258226;140.016598258226;140.016598258226;140.016598258086;139.297827219939;139.297827220078;139.297827219939;139.297827219939;139.297827219939;139.297827219800;139.297827219939;139.297827219939;139.733780766275;139.733780766275;139.733780766275;139.733780766275;139.297827219939;139.297827219939;139.297827219939;139.297827219939;139.297827219939;139.297827219939;139.297827219939;139.297827219939;139.733780766275;139.733780766275;139.733780766275;139.733780766275;139.297827219939;139.297827219939;139.297827219939;139.297827219939;139.297827219939;139.297827219939;139.297827219939;139.297827219939;139.733780766275;139.733780766275;139.733780766275;139.733780766275;139.297827219939;139.297827219939;139.297827219939;139.297827219939;139.297827219939;139.297827219939;139.297827219939;
49;vazao_defluente_minima_media;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
49;vazao_defluente_maxima_media;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;
50;vazao_defluente_minima_media;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
50;vazao_defluente_maxima_media;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;
50;vazao_desviada_minima_media;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
50;vazao_desviada_maxima_media;99999;99999.000000100001;99999.000000100001;99999;99998.999999899999;99999;99999.000000100001;99998.999999899999;99999;99999;99999;99999;99999;99999;99999;99999;99998.999999899999;99999;99999.000000100001;99999;99999;99999;99998.999999899999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;
51;potencia_minima_media;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
51;potencia_maxima_media;1676;1676.000000001676;1676.000000001676;1676;1675.999999998324;1676;1676.000000001676;1675.999999998324;1676;1676.000000000000;1676;1676;1676;1676;1676;1676;1675.999999998324;1676;1676.000000001676;1676;1676;1676;1675.999999998324;1676;1676;1676;1676;1676;1676;1676;1676;1676;1676;1676;1676;1676;1676;1676;1676;1676;1676;1676;1676;1676;1676;1676;1676;1676;1676;1676;1676;1676;1676;1676;1676;1676;1676;1676;1676;1676;
51;potencia_disponivel_minima_media;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
51;potencia_disponivel_maxima_media;1565.384000000000;1565.384000001565;1565.384000001565;1565.384000000000;1565.383999998435;1540.244000000000;1540.244000001541;1540.243999998460;1540.244000000000;1540.244000000000;1540.244000000001;1540.244000000001;1540.244000000000;1540.244000000000;1540.244000000000;1540.244000000000;1540.243999998460;1560.356000000000;1560.356000001560;1560.356000000000;1560.356000000000;1560.356000000000;1560.355999998440;1560.356000000000;1560.356000000000;1560.356000000000;1560.356000000000;1560.356000000000;1560.356000000000;1560.356000000000;1560.356000000000;1560.356000000000;1560.356000000000;1560.356000000000;1560.356000000000;1560.356000000000;1560.356000000000;1560.356000000000;1560.356000000000;1560.356000000000;1560.356000000000;1560.356000000000;1560.356000000000;1560.356000000000;1560.356000000000;1560.356000000000;1560.356000000000;1560.356000000000;1560.356000000000;1560.356000000000;1560.356000000000;1560.356000000000;1560.356000000000;1560.356000000000;1560.356000000000;1560.356000000000;1560.356000000000;1560.356000000000;1560.356000000000;1560.356000000000;
