idVariavelAleatoria;AttMatriz;Iteradores;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;;
1;residuo_espaco_amostral;01/2020;5242.373926139452;215.860612570099;1185.241332044720;-112.716707163769;1851.062905119861;-392.247354464746;1605.659991361291;-1240.799941352027;1951.850844564297;2402.824098828874;424.782428779944;1999.586180141061;366.770870046904;-270.928208580701;536.824219653417;986.528010239117;2780.278398247476;567.565993717821;992.224822790728;857.266176810536;;
1;residuo_espaco_amostral;02/2020;3839.615587100886;1716.313836696081;2706.720562196257;2562.569508637620;155.267401603557;907.892760973156;1399.088122336067;2561.047119370243;2875.222747954447;2174.825329105358;1198.759305009669;1160.260282457783;1510.834980339902;3426.289595966423;2039.900536196181;747.592413979863;3430.680645561418;526.032678609263;2086.204904915423;1804.727243721452;;
1;residuo_espaco_amostral;03/2020;1824.406598692420;697.203132064419;1157.212837367314;1341.906976170447;1459.691264106161;999.932770613743;509.539986956178;1969.972465244856;2117.648733427180;532.318144455460;693.618135570817;2079.019559577867;368.678336576548;2039.172467696748;678.431847553523;1436.217376753143;2243.149425071265;1918.413479262729;1834.450416139908;1947.694788658406;;
1;residuo_espaco_amostral;04/2020;380.290970586242;-286.487092641595;260.146552834031;524.426422479999;230.109872505801;400.975028459517;212.893778456317;138.793279806043;848.847290675996;784.737727447522;1003.405441909362;817.409475440762;451.476144936435;-65.413443816791;-26.966513332027;1132.001609310586;809.682402035770;142.185376181523;100.128869734487;656.341947165364;;
1;residuo_espaco_amostral;05/2020;148.394924661170;567.999354411398;1036.787523301187;669.375088035947;416.968985718025;850.167863717514;751.519970603351;171.316175161950;738.914233650968;334.883302663842;196.760124290523;614.039682678063;522.489374680840;649.601351692170;731.910290003445;226.516357083131;572.291853335611;323.669421151488;431.032802604855;611.164437873690;;
1;residuo_espaco_amostral;06/2020;-37.945055201319;43.888779660375;-16.883957038950;-151.174859370903;-207.257295137088;210.487809477271;-21.325373560002;-12.077724235987;-24.488211509540;216.740256589355;-75.084165146228;360.944626983483;-119.706325491535;-57.482705532236;572.034695079653;108.476647105259;196.624058907399;417.020105016510;-195.949874070068;-185.881691682867;;
1;residuo_espaco_amostral;07/2020;208.723847877418;298.302819013625;287.859681241364;253.890055898457;188.924981193002;1142.779659588221;241.488943242032;148.341027522250;217.012428548190;362.088374401269;294.072088820764;530.842462486786;205.648237279050;294.666862745506;125.876333299923;282.921254914738;235.444734266349;233.877290693146;266.956149727737;226.399815097629;;
1;residuo_espaco_amostral;08/2020;442.739517814251;442.831182722497;301.907596087884;98.341523405530;272.772961987326;261.055802329808;226.738959021574;382.200270374590;129.748624613409;250.792245966584;228.929960501943;173.521730477138;75.600222355391;163.399411136276;292.108326154875;162.978827490978;147.141944249126;187.665986570095;340.316325970126;308.212712354215;;
1;residuo_espaco_amostral;09/2020;-486.281885198142;-431.632545218190;-693.454506183651;-601.802330009821;-561.291676922883;-575.139610839568;-600.405740211599;-542.957092076459;0.471722610563;-374.698009699983;-448.225811663188;-399.719672742305;-186.103683983147;-75.523155564143;-625.254836454836;-487.131541403917;-565.048860899134;-346.323976220901;-466.931098462297;-570.197501467022;;
1;residuo_espaco_amostral;10/2020;-55.229043849744;-459.388190073025;72.456026062586;361.174955139026;62.586720076637;-426.231387547007;-48.278685177785;-362.936098915436;-415.504444823467;-236.846841185478;-251.383477714827;-229.410844307046;513.503568714426;105.291189608576;344.018844789831;-243.719426362173;211.780454368050;-464.130624032350;-631.569547848767;-156.911637135856;;
1;residuo_espaco_amostral;11/2020;235.695108307444;466.282058311250;473.055622222566;397.437661424793;436.869489414890;1530.471057945099;607.784789810997;1170.335266602960;1001.884735353812;465.206913308283;-157.538530136275;154.611260173533;811.595819829412;830.502994896180;300.006746729189;402.054037682916;1507.787174179347;952.011286168395;738.160275002359;111.546525638067;;
1;residuo_espaco_amostral;12/2020;922.681020696499;459.388995478672;2141.629376794967;1019.896746575834;324.782456308758;1398.483455189727;1614.422537323260;1431.675303188047;958.808190698524;105.171913211238;1282.419303866421;1034.472673873576;483.817040011691;476.705881028119;1285.910209640111;-182.267913310245;1864.774767719196;422.358133436554;459.794333530230;1411.061904131167;;
1;residuo_espaco_amostral;01/2021;3378.280860485557;3801.341531637179;1106.153324776392;950.828965277244;1135.065383016727;945.334347801278;565.801087268828;1758.663832180076;1279.351771639484;321.027605928315;258.534086074383;1140.913099070197;1459.605313722380;1400.957786371885;-321.613837439533;3270.532341389192;72.301536016881;1410.304307584465;762.594032030056;2221.344197781368;;
1;residuo_espaco_amostral;02/2021;360.264741514611;2489.164426235306;3279.949933118117;1049.155118708097;1635.403253142603;2723.271488260543;3337.986340522013;1687.235895035302;3809.078631051807;2422.679384689952;2803.750698800762;1252.156824746340;1024.192030855223;901.992501650008;1727.966499717749;1486.799872018461;3277.941020766773;984.874792548788;557.940933639213;1790.345222326743;;
1;residuo_espaco_amostral;03/2021;273.429060896374;1202.649205097948;1835.366555956527;958.292757628661;1975.834337356575;1130.739518558851;629.058538396749;192.038610452679;1869.093189132311;2658.032432696567;846.535924648002;1894.234255763067;1593.183665700295;2026.819750843861;492.162188377595;556.314967421942;449.969212729948;1710.839344699019;1144.471522480209;1097.191841980638;;
1;residuo_espaco_amostral;04/2021;2036.524570358094;605.076010957099;-180.243732143513;544.916420061020;1331.873975061268;422.090907065714;478.398726954981;286.385027066702;599.786817291402;76.469713610079;763.588122597024;1157.925315419392;1078.690601310607;273.872088762474;394.586759426973;-29.121118902728;133.880479915992;582.329278306215;686.410342233279;959.533647849610;;
1;residuo_espaco_amostral;05/2021;467.621729550370;745.509151603050;555.404709950053;270.952688859656;929.628080479388;557.188147964788;193.682710795916;907.623404211542;748.910869833482;632.453890151692;365.038107002249;423.217802603138;709.621074021699;368.860408520996;839.268066110035;493.434072682309;232.778188601894;946.720497157054;492.267490941694;646.520471312741;;
1;residuo_espaco_amostral;06/2021;270.740068442529;-53.224263069765;153.325338811662;-50.522760216683;-117.089587073216;171.714732971333;-27.486507721713;-190.848287291961;-65.318635815130;-220.311421557845;-75.620983901719;-146.979444478825;-135.667022985398;-214.106220407966;219.471258102062;-236.802046592264;525.299406588339;441.488041691911;-169.838671704109;-114.630192639366;;
1;residuo_espaco_amostral;07/2021;256.587735489195;158.455394732078;222.815004709412;147.052350293398;223.286805574389;233.451608013773;233.291735346227;180.856569757611;254.777554967002;162.590935074114;320.828481114650;292.332517691051;265.876014032104;471.554909185687;170.910644252168;820.897130854238;375.862478631295;460.021731059685;350.191951389926;215.279040446104;;
1;residuo_espaco_amostral;08/2021;336.024531445379;288.314175591663;163.813380503521;234.655387363140;163.891250519441;63.635298653756;262.881626102239;479.939818243501;178.617835161153;276.107957974615;338.761202504346;387.971367624333;148.989408731300;186.955320226904;159.141050448249;389.685487119251;279.790191420802;260.755588104779;261.982461473769;339.922976824096;;
1;residuo_espaco_amostral;09/2021;-495.860176287760;-386.920134426645;-458.385266844608;-247.370171160693;-105.634206142161;-579.467794364822;-238.518420078962;-241.149620491612;-398.673586917988;-263.445519495781;-227.674669281907;-60.550499082997;-652.672120157875;-552.412761624282;-273.431397366787;-353.925260422766;-186.801717532313;-468.783026542384;-630.862674766915;-472.962794132865;;
1;residuo_espaco_amostral;10/2021;479.252530062342;-599.072740604380;-222.959815028415;242.917129467899;-339.162270454375;-311.414272210548;-198.181726147306;158.163235066492;-488.800010108487;-503.216331964527;-21.196481115714;66.596259069450;491.227062869064;-290.612722724057;387.475913816854;-186.115741486112;-34.440068476979;-510.338482327484;-476.387634586313;-436.290731939502;;
1;residuo_espaco_amostral;11/2021;189.409787886385;822.132615265167;868.917000196693;317.861991878065;627.814493573998;385.706114617320;-298.927780113494;355.833228078554;642.754847685587;262.859878592991;318.028914009338;729.679027566280;290.437573207041;469.268033537255;60.707965247451;1727.760188102360;115.168424201189;500.041617780412;828.265889848030;122.524395516394;;
1;residuo_espaco_amostral;12/2021;-387.609108812542;1446.958683529481;740.782445587703;1479.937811293920;811.216137944354;627.389863682282;833.093877386375;1006.947457176806;453.976238771443;2364.828566116520;16.821667144651;646.176831612488;871.436458557893;287.212201099285;779.107332558687;163.257484581229;1527.512584328193;1763.348934458320;348.690873091735;1273.180753686346;;
1;residuo_espaco_amostral;01/2022;2822.585364066686;1444.214153010158;370.583660970299;1154.324902934645;1098.733873734399;686.175674643721;636.860312141722;1537.176543152187;615.437276789825;442.634963495949;-429.032317300267;533.879337066183;440.960941322332;878.247998136149;1202.120177006669;1708.707832038168;806.355206725098;-145.974767343906;1581.618415322495;992.263792819757;;
1;residuo_espaco_amostral;02/2022;1375.818330025602;1741.316278853737;1885.570714720622;2900.474858036710;910.411129195866;1381.185055945107;2855.327162857923;2505.106398192133;-323.540693970741;700.708135222880;2968.503235338559;2779.296398139328;885.175462726831;2895.414262321538;1535.932009830849;2376.498086862755;3960.522293442233;1580.110881477724;677.534425167270;537.939255419193;;
1;residuo_espaco_amostral;03/2022;1110.658269689196;1654.400814430220;1303.268166165700;1448.611095415503;1200.189461690041;3783.522639024370;1533.625549705250;2027.786614551881;4485.433395494192;838.583147462342;2892.929795774583;980.258128973270;794.022988989280;2236.144376258348;1264.564499877532;627.819155959950;2058.630988245235;2669.417753076331;1078.641791987912;2473.448600540538;;
1;residuo_espaco_amostral;04/2022;1832.436143242718;102.384945197113;458.914606322885;221.716684877345;896.965642982295;878.922404011683;210.668154885632;1020.928459158488;295.301277166731;356.571395155555;582.624843644063;467.272857083767;890.982604573161;1013.507393229876;514.860120505528;1039.006739902226;597.339252404039;-15.003184223703;1995.317744251166;426.764539569494;;
1;residuo_espaco_amostral;05/2022;550.119591258936;561.598991259606;238.324889254150;871.664945311993;360.719485475132;339.134366747995;509.083951736239;599.824572788179;675.027882916082;609.497870476780;419.527800315451;254.803794121235;297.754547917459;1115.668145463096;360.836902656032;565.961863933616;556.981638528501;809.621396787815;298.645204899849;84.606998195405;;
1;residuo_espaco_amostral;06/2022;103.998324126520;129.172371755413;-124.876009028977;-122.430668569716;482.086818167939;3.704939449169;83.276794641730;-165.727641035343;-31.974754400720;194.340966183887;279.185024329295;366.337831937095;11.632436901652;-228.556462430296;15.883483061385;-108.182384088252;468.476405663813;493.177674333449;165.794371906860;1141.038880013790;;
