idVariavelAleatoria;idVariavelAleatoriaInterna;AttVetor;02/2019;03/2019;04/2019;05/2019;06/2019;07/2019;08/2019;09/2019;10/2019;11/2019;12/2019;01/2020;02/2020;03/2020;04/2020;05/2020;06/2020;07/2020;08/2020;09/2020;10/2020;11/2020;12/2020;01/2021;02/2021;03/2021;04/2021;05/2021;06/2021;07/2021;08/2021;09/2021;10/2021;11/2021;12/2021;01/2022;02/2022;03/2022;04/2022;05/2022;06/2022;07/2022;08/2022;09/2022;10/2022;11/2022;12/2022;01/2023;02/2023;03/2023;04/2023;05/2023;06/2023;07/2023;08/2023;09/2023;10/2023;11/2023;12/2023;01/2024;02/2024;03/2024;04/2024;05/2024;06/2024;07/2024;08/2024;09/2024;10/2024;11/2024;12/2024;
1;1;grau_liberdade;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
1;2;grau_liberdade;1.100000000000;1.100000000000;1.100000000000;1.100000000000;1.100000000000;1.100000000000;1.100000000000;1.100000000000;1.100000000000;1.100000000000;1.100000000000;1.100000000000;1.100000000000;1.100000000000;1.100000000000;1.100000000000;1.100000000000;1.100000000000;1.100000000000;1.100000000000;1.100000000000;1.100000000000;1.100000000000;1.100000000000;1.100000000000;1.100000000000;1.100000000000;1.100000000000;1.100000000000;1.100000000000;1.100000000000;1.100000000000;1.100000000000;1.100000000000;1.100000000000;1.100000000000;1.100000000000;1.100000000000;1.100000000000;1.100000000000;1.100000000000;1.100000000000;1.100000000000;1.100000000000;1.100000000000;1.100000000000;1.100000000000;1.100000000000;1.100000000000;1.100000000000;1.100000000000;1.100000000000;1.100000000000;1.100000000000;1.100000000000;1.100000000000;1.100000000000;1.100000000000;1.100000000000;1.100000000000;1.100000000000;1.100000000000;1.100000000000;1.100000000000;1.100000000000;1.100000000000;1.100000000000;1.100000000000;1.100000000000;1.100000000000;1.100000000000;
1;3;grau_liberdade;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
1;4;grau_liberdade;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
1;5;grau_liberdade;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
1;6;grau_liberdade;15.100000000000;15.100000000000;15.100000000000;15.100000000000;15.100000000000;15.100000000000;15.100000000000;15.100000000000;15.100000000000;15.100000000000;15.100000000000;15.100000000000;15.100000000000;15.100000000000;15.100000000000;15.100000000000;15.100000000000;15.100000000000;15.100000000000;15.100000000000;15.100000000000;15.100000000000;15.100000000000;15.100000000000;15.100000000000;15.100000000000;15.100000000000;15.100000000000;15.100000000000;15.100000000000;15.100000000000;15.100000000000;15.100000000000;15.100000000000;15.100000000000;15.100000000000;15.100000000000;15.100000000000;15.100000000000;15.100000000000;15.100000000000;15.100000000000;15.100000000000;15.100000000000;15.100000000000;15.100000000000;15.100000000000;15.100000000000;15.100000000000;15.100000000000;15.100000000000;15.100000000000;15.100000000000;15.100000000000;15.100000000000;15.100000000000;15.100000000000;15.100000000000;15.100000000000;15.100000000000;15.100000000000;15.100000000000;15.100000000000;15.100000000000;15.100000000000;15.100000000000;15.100000000000;15.100000000000;15.100000000000;15.100000000000;15.100000000000;
1;7;grau_liberdade;17.100000000000;17.100000000000;17.100000000000;17.100000000000;17.100000000000;17.100000000000;17.100000000000;17.100000000000;17.100000000000;17.100000000000;17.100000000000;17.100000000000;17.100000000000;17.100000000000;17.100000000000;17.100000000000;17.100000000000;17.100000000000;17.100000000000;17.100000000000;17.100000000000;17.100000000000;17.100000000000;17.100000000000;17.100000000000;17.100000000000;17.100000000000;17.100000000000;17.100000000000;17.100000000000;17.100000000000;17.100000000000;17.100000000000;17.100000000000;17.100000000000;17.100000000000;17.100000000000;17.100000000000;17.100000000000;17.100000000000;17.100000000000;17.100000000000;17.100000000000;17.100000000000;17.100000000000;17.100000000000;17.100000000000;17.100000000000;17.100000000000;17.100000000000;17.100000000000;17.100000000000;17.100000000000;17.100000000000;17.100000000000;17.100000000000;17.100000000000;17.100000000000;17.100000000000;17.100000000000;17.100000000000;17.100000000000;17.100000000000;17.100000000000;17.100000000000;17.100000000000;17.100000000000;17.100000000000;17.100000000000;17.100000000000;17.100000000000;
1;8;grau_liberdade;27.100000000000;27.100000000000;27.100000000000;27.100000000000;27.100000000000;27.100000000000;27.100000000000;27.100000000000;27.100000000000;27.100000000000;27.100000000000;27.100000000000;27.100000000000;27.100000000000;27.100000000000;27.100000000000;27.100000000000;27.100000000000;27.100000000000;27.100000000000;27.100000000000;27.100000000000;27.100000000000;27.100000000000;27.100000000000;27.100000000000;27.100000000000;27.100000000000;27.100000000000;27.100000000000;27.100000000000;27.100000000000;27.100000000000;27.100000000000;27.100000000000;27.100000000000;27.100000000000;27.100000000000;27.100000000000;27.100000000000;27.100000000000;27.100000000000;27.100000000000;27.100000000000;27.100000000000;27.100000000000;27.100000000000;27.100000000000;27.100000000000;27.100000000000;27.100000000000;27.100000000000;27.100000000000;27.100000000000;27.100000000000;27.100000000000;27.100000000000;27.100000000000;27.100000000000;27.100000000000;27.100000000000;27.100000000000;27.100000000000;27.100000000000;27.100000000000;27.100000000000;27.100000000000;27.100000000000;27.100000000000;27.100000000000;27.100000000000;
1;9;grau_liberdade;1.100000000000;1.100000000000;1.100000000000;1.100000000000;1.100000000000;1.100000000000;1.100000000000;1.100000000000;1.100000000000;1.100000000000;1.100000000000;1.100000000000;1.100000000000;1.100000000000;1.100000000000;1.100000000000;1.100000000000;1.100000000000;1.100000000000;1.100000000000;1.100000000000;1.100000000000;1.100000000000;1.100000000000;1.100000000000;1.100000000000;1.100000000000;1.100000000000;1.100000000000;1.100000000000;1.100000000000;1.100000000000;1.100000000000;1.100000000000;1.100000000000;1.100000000000;1.100000000000;1.100000000000;1.100000000000;1.100000000000;1.100000000000;1.100000000000;1.100000000000;1.100000000000;1.100000000000;1.100000000000;1.100000000000;1.100000000000;1.100000000000;1.100000000000;1.100000000000;1.100000000000;1.100000000000;1.100000000000;1.100000000000;1.100000000000;1.100000000000;1.100000000000;1.100000000000;1.100000000000;1.100000000000;1.100000000000;1.100000000000;1.100000000000;1.100000000000;1.100000000000;1.100000000000;1.100000000000;1.100000000000;1.100000000000;1.100000000000;
1;10;grau_liberdade;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
1;11;grau_liberdade;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
1;12;grau_liberdade;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
1;13;grau_liberdade;4.100000000000;4.100000000000;4.100000000000;4.100000000000;4.100000000000;4.100000000000;4.100000000000;4.100000000000;4.100000000000;4.100000000000;4.100000000000;4.100000000000;4.100000000000;4.100000000000;4.100000000000;4.100000000000;4.100000000000;4.100000000000;4.100000000000;4.100000000000;4.100000000000;4.100000000000;4.100000000000;4.100000000000;4.100000000000;4.100000000000;4.100000000000;4.100000000000;4.100000000000;4.100000000000;4.100000000000;4.100000000000;4.100000000000;4.100000000000;4.100000000000;4.100000000000;4.100000000000;4.100000000000;4.100000000000;4.100000000000;4.100000000000;4.100000000000;4.100000000000;4.100000000000;4.100000000000;4.100000000000;4.100000000000;4.100000000000;4.100000000000;4.100000000000;4.100000000000;4.100000000000;4.100000000000;4.100000000000;4.100000000000;4.100000000000;4.100000000000;4.100000000000;4.100000000000;4.100000000000;4.100000000000;4.100000000000;4.100000000000;4.100000000000;4.100000000000;4.100000000000;4.100000000000;4.100000000000;4.100000000000;4.100000000000;4.100000000000;
1;14;grau_liberdade;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
