idVariavelAleatoria;idVariavelAleatoriaInterna;AttVetor;01/2020;02/2020;03/2020;04/2020;05/2020;06/2020;07/2020;08/2020;09/2020;10/2020;11/2020;12/2020;01/2021;02/2021;03/2021;04/2021;05/2021;06/2021;07/2021;08/2021;09/2021;10/2021;11/2021;12/2021;01/2022;02/2022;03/2022;04/2022;05/2022;06/2022;07/2022;08/2022;09/2022;10/2022;11/2022;12/2022;01/2023;02/2023;03/2023;04/2023;05/2023;06/2023;07/2023;08/2023;09/2023;10/2023;11/2023;12/2023;01/2024;02/2024;03/2024;04/2024;05/2024;06/2024;07/2024;08/2024;09/2024;10/2024;11/2024;12/2024;
1;1;coeficiente_participacao;0.062580819372;0.055162241775;0.052947858614;0.047779504673;0.048046736573;0.047213443766;0.046581413829;0.046079633723;0.048271741327;0.052363172948;0.059425337103;0.064593199552;0.062580819372;0.055162241775;0.052947858614;0.047779504673;0.048046736573;0.047213443766;0.046581413829;0.046079633723;0.048271741327;0.052363172948;0.059425337103;0.064593199552;0.062580819372;0.055162241775;0.052947858614;0.047779504673;0.048046736573;0.047213443766;0.046581413829;0.046079633723;0.048271741327;0.052363172948;0.059425337103;0.064593199552;0.062580819372;0.055162241775;0.052947858614;0.047779504673;0.048046736573;0.047213443766;0.046581413829;0.046079633723;0.048271741327;0.052363172948;0.059425337103;0.064593199552;0.062580819372;0.055162241775;0.052947858614;0.047779504673;0.048046736573;0.047213443766;0.046581413829;0.046079633723;0.048271741327;0.052363172948;0.059425337103;0.064593199552;
1;2;coeficiente_participacao;0.000321852863;0.000318445328;0.000328983338;0.000428939191;0.000559658334;0.000644860589;0.000747932111;0.000851174068;0.000887838475;0.000815630534;0.000646239520;0.000433183327;0.000321852863;0.000318445328;0.000328983338;0.000428939191;0.000559658334;0.000644860589;0.000747932111;0.000851174068;0.000887838475;0.000815630534;0.000646239520;0.000433183327;0.000321852863;0.000318445328;0.000328983338;0.000428939191;0.000559658334;0.000644860589;0.000747932111;0.000851174068;0.000887838475;0.000815630534;0.000646239520;0.000433183327;0.000321852863;0.000318445328;0.000328983338;0.000428939191;0.000559658334;0.000644860589;0.000747932111;0.000851174068;0.000887838475;0.000815630534;0.000646239520;0.000433183327;0.000321852863;0.000318445328;0.000328983338;0.000428939191;0.000559658334;0.000644860589;0.000747932111;0.000851174068;0.000887838475;0.000815630534;0.000646239520;0.000433183327;
1;3;coeficiente_participacao;0.083354379915;0.071248356452;0.068516408675;0.064140469588;0.061614044628;0.058875475786;0.057987843197;0.056277779876;0.056901897976;0.061940792286;0.075351567749;0.087516656408;0.083354379915;0.071248356452;0.068516408675;0.064140469588;0.061614044628;0.058875475786;0.057987843197;0.056277779876;0.056901897976;0.061940792286;0.075351567749;0.087516656408;0.083354379915;0.071248356452;0.068516408675;0.064140469588;0.061614044628;0.058875475786;0.057987843197;0.056277779876;0.056901897976;0.061940792286;0.075351567749;0.087516656408;0.083354379915;0.071248356452;0.068516408675;0.064140469588;0.061614044628;0.058875475786;0.057987843197;0.056277779876;0.056901897976;0.061940792286;0.075351567749;0.087516656408;0.083354379915;0.071248356452;0.068516408675;0.064140469588;0.061614044628;0.058875475786;0.057987843197;0.056277779876;0.056901897976;0.061940792286;0.075351567749;0.087516656408;
1;4;coeficiente_participacao;0.284645639607;0.259670673748;0.255261916742;0.233194688237;0.226992673975;0.219215864699;0.208835134234;0.193390040677;0.199726109356;0.215379005438;0.241010249992;0.278467972060;0.284645639607;0.259670673748;0.255261916742;0.233194688237;0.226992673975;0.219215864699;0.208835134234;0.193390040677;0.199726109356;0.215379005438;0.241010249992;0.278467972060;0.284645639607;0.259670673748;0.255261916742;0.233194688237;0.226992673975;0.219215864699;0.208835134234;0.193390040677;0.199726109356;0.215379005438;0.241010249992;0.278467972060;0.284645639607;0.259670673748;0.255261916742;0.233194688237;0.226992673975;0.219215864699;0.208835134234;0.193390040677;0.199726109356;0.215379005438;0.241010249992;0.278467972060;0.284645639607;0.259670673748;0.255261916742;0.233194688237;0.226992673975;0.219215864699;0.208835134234;0.193390040677;0.199726109356;0.215379005438;0.241010249992;0.278467972060;
1;5;coeficiente_participacao;0.050287771937;0.049103822071;0.048789105027;0.045763989274;0.043138559258;0.039460145946;0.037548590451;0.035433852443;0.035052252703;0.036317623650;0.039619919212;0.045541587723;0.050287771937;0.049103822071;0.048789105027;0.045763989274;0.043138559258;0.039460145946;0.037548590451;0.035433852443;0.035052252703;0.036317623650;0.039619919212;0.045541587723;0.050287771937;0.049103822071;0.048789105027;0.045763989274;0.043138559258;0.039460145946;0.037548590451;0.035433852443;0.035052252703;0.036317623650;0.039619919212;0.045541587723;0.050287771937;0.049103822071;0.048789105027;0.045763989274;0.043138559258;0.039460145946;0.037548590451;0.035433852443;0.035052252703;0.036317623650;0.039619919212;0.045541587723;0.050287771937;0.049103822071;0.048789105027;0.045763989274;0.043138559258;0.039460145946;0.037548590451;0.035433852443;0.035052252703;0.036317623650;0.039619919212;0.045541587723;
1;6;coeficiente_participacao;0.014848034880;0.016105035240;0.016453250884;0.018144097713;0.018241569671;0.018507589222;0.019225397114;0.019850299430;0.019446271643;0.018493501059;0.016499832703;0.014113248022;0.014848034880;0.016105035240;0.016453250884;0.018144097713;0.018241569671;0.018507589222;0.019225397114;0.019850299430;0.019446271643;0.018493501059;0.016499832703;0.014113248022;0.014848034880;0.016105035240;0.016453250884;0.018144097713;0.018241569671;0.018507589222;0.019225397114;0.019850299430;0.019446271643;0.018493501059;0.016499832703;0.014113248022;0.014848034880;0.016105035240;0.016453250884;0.018144097713;0.018241569671;0.018507589222;0.019225397114;0.019850299430;0.019446271643;0.018493501059;0.016499832703;0.014113248022;0.014848034880;0.016105035240;0.016453250884;0.018144097713;0.018241569671;0.018507589222;0.019225397114;0.019850299430;0.019446271643;0.018493501059;0.016499832703;0.014113248022;
1;7;coeficiente_participacao;0.008945678276;0.009957587989;0.010272125405;0.012300413150;0.013291899079;0.014242254020;0.015557446199;0.016852651478;0.016831266312;0.015427332436;0.012642987160;0.009213570496;0.008945678276;0.009957587989;0.010272125405;0.012300413150;0.013291899079;0.014242254020;0.015557446199;0.016852651478;0.016831266312;0.015427332436;0.012642987160;0.009213570496;0.008945678276;0.009957587989;0.010272125405;0.012300413150;0.013291899079;0.014242254020;0.015557446199;0.016852651478;0.016831266312;0.015427332436;0.012642987160;0.009213570496;0.008945678276;0.009957587989;0.010272125405;0.012300413150;0.013291899079;0.014242254020;0.015557446199;0.016852651478;0.016831266312;0.015427332436;0.012642987160;0.009213570496;0.008945678276;0.009957587989;0.010272125405;0.012300413150;0.013291899079;0.014242254020;0.015557446199;0.016852651478;0.016831266312;0.015427332436;0.012642987160;0.009213570496;
1;8;coeficiente_participacao;0.020050698351;0.022157285217;0.022551934440;0.025706051076;0.026480982601;0.027429136970;0.029196298477;0.030744948562;0.030248036774;0.028525694534;0.024540897895;0.019482248349;0.020050698351;0.022157285217;0.022551934440;0.025706051076;0.026480982601;0.027429136970;0.029196298477;0.030744948562;0.030248036774;0.028525694534;0.024540897895;0.019482248349;0.020050698351;0.022157285217;0.022551934440;0.025706051076;0.026480982601;0.027429136970;0.029196298477;0.030744948562;0.030248036774;0.028525694534;0.024540897895;0.019482248349;0.020050698351;0.022157285217;0.022551934440;0.025706051076;0.026480982601;0.027429136970;0.029196298477;0.030744948562;0.030248036774;0.028525694534;0.024540897895;0.019482248349;0.020050698351;0.022157285217;0.022551934440;0.025706051076;0.026480982601;0.027429136970;0.029196298477;0.030744948562;0.030248036774;0.028525694534;0.024540897895;0.019482248349;
1;9;coeficiente_participacao;0.028201289915;0.030852316962;0.031012141214;0.031844553799;0.028399792535;0.026102098286;0.024283907937;0.022494692776;0.020792658867;0.021049820942;0.022091803424;0.023719278434;0.028201289915;0.030852316962;0.031012141214;0.031844553799;0.028399792535;0.026102098286;0.024283907937;0.022494692776;0.020792658867;0.021049820942;0.022091803424;0.023719278434;0.028201289915;0.030852316962;0.031012141214;0.031844553799;0.028399792535;0.026102098286;0.024283907937;0.022494692776;0.020792658867;0.021049820942;0.022091803424;0.023719278434;0.028201289915;0.030852316962;0.031012141214;0.031844553799;0.028399792535;0.026102098286;0.024283907937;0.022494692776;0.020792658867;0.021049820942;0.022091803424;0.023719278434;0.028201289915;0.030852316962;0.031012141214;0.031844553799;0.028399792535;0.026102098286;0.024283907937;0.022494692776;0.020792658867;0.021049820942;0.022091803424;0.023719278434;
1;10;coeficiente_participacao;0.068612474407;0.071270013327;0.071714149930;0.070766000708;0.065066337975;0.059169894658;0.054977469915;0.050382090882;0.047597938001;0.050090231085;0.055195353673;0.061377756720;0.068612474407;0.071270013327;0.071714149930;0.070766000708;0.065066337975;0.059169894658;0.054977469915;0.050382090882;0.047597938001;0.050090231085;0.055195353673;0.061377756720;0.068612474407;0.071270013327;0.071714149930;0.070766000708;0.065066337975;0.059169894658;0.054977469915;0.050382090882;0.047597938001;0.050090231085;0.055195353673;0.061377756720;0.068612474407;0.071270013327;0.071714149930;0.070766000708;0.065066337975;0.059169894658;0.054977469915;0.050382090882;0.047597938001;0.050090231085;0.055195353673;0.061377756720;0.068612474407;0.071270013327;0.071714149930;0.070766000708;0.065066337975;0.059169894658;0.054977469915;0.050382090882;0.047597938001;0.050090231085;0.055195353673;0.061377756720;
