AttMatriz;Iteradores;1;2;3;;
conversor_vazao_volume;01/2020;0.637714285714;0.733371428573;1.307314285714;;
conversor_vazao_volume;02/2020;0.547200000001;0.655200000001;1.303200000001;;
conversor_vazao_volume;03/2020;0.607104000001;0.714240000001;1.357056000001;;
conversor_vazao_volume;04/2020;0.679999999999;0.568000000000;1.344000000001;;
conversor_vazao_volume;05/2020;0.892799999999;0.520799999999;1.264799999999;;
conversor_vazao_volume;06/2020;0.829440000000;0.501119999999;1.261440000001;;
conversor_vazao_volume;07/2020;0.956571428572;0.526114285715;1.195714285715;;
conversor_vazao_volume;08/2020;0.907199999999;0.521999999999;1.249199999999;;
conversor_vazao_volume;09/2020;0.706153846154;0.573230769231;1.312615384615;;
conversor_vazao_volume;10/2020;0.731172413793;0.592634482758;1.354593103449;;
conversor_vazao_volume;11/2020;0.575999999999;0.684000000000;1.332000000000;;
conversor_vazao_volume;12/2020;0.595199999999;0.706800000000;1.376400000000;;
conversor_vazao_volume;01/2021;0.595199999999;0.706800000000;1.376400000000;;
conversor_vazao_volume;02/2021;0.490852173914;0.609182608696;1.319165217390;;
conversor_vazao_volume;03/2021;0.618092307692;0.721107692308;1.339200000000;;
conversor_vazao_volume;04/2021;0.732857142857;0.578571428571;1.280571428572;;
conversor_vazao_volume;05/2021;0.907199999999;0.521999999999;1.249199999999;;
conversor_vazao_volume;06/2021;0.897230769231;0.506769230770;1.187999999999;;
conversor_vazao_volume;07/2021;0.923586206897;0.523365517243;1.231448275863;;
conversor_vazao_volume;08/2021;0.910656000000;0.522288000000;1.245456000000;;
conversor_vazao_volume;09/2021;0.720000000001;0.575999999999;1.296000000000;;
conversor_vazao_volume;10/2021;0.706800000000;0.587759999999;1.383840000001;;
conversor_vazao_volume;11/2021;0.552959999999;0.669599999999;1.369439999999;;
conversor_vazao_volume;12/2021;0.637714285714;0.733371428573;1.307314285714;;
conversor_vazao_volume;01/2022;0.604800000000;0.712800000000;1.360800000000;;
conversor_vazao_volume;02/2022;0.537599999999;0.672000000001;1.209600000000;;
conversor_vazao_volume;03/2022;0.628266666668;0.760533333333;1.289599999999;;
conversor_vazao_volume;04/2022;0.670344827586;0.566068965518;1.355586206896;;
conversor_vazao_volume;05/2022;0.950296320000;0.525502080000;1.202601600000;;
conversor_vazao_volume;06/2022;0.907200000000;0.507513600000;1.177286400000;;
conversor_vazao_volume;07/2022;0.907174080000;0.522020160000;1.249205760000;;
conversor_vazao_volume;08/2022;0.993686400000;0.529251840000;1.155461760000;;
conversor_vazao_volume;09/2022;0.756086400000;0.583200000000;1.252713600000;;
conversor_vazao_volume;10/2022;0.719953920000;0.590319360000;1.368126720000;;
conversor_vazao_volume;11/2022;0.575942400000;0.720057600000;1.296000000000;;
conversor_vazao_volume;12/2022;0.633709440000;0.763076160000;1.281614400000;;
conversor_vazao_volume;01/2023;0.633709440000;0.763076160000;1.281614400000;;
conversor_vazao_volume;02/2023;0.547223040000;0.676892160000;1.195084800000;;
conversor_vazao_volume;03/2023;0.662368320000;0.777539520000;1.238492160000;;
conversor_vazao_volume;04/2023;0.648000000000;0.561686400000;1.382313600000;;
conversor_vazao_volume;05/2023;0.950296320000;0.525502080000;1.202601600000;;
conversor_vazao_volume;06/2023;0.907200000000;0.507513600000;1.177286400000;;
conversor_vazao_volume;07/2023;0.907174080000;0.522020160000;1.249205760000;;
conversor_vazao_volume;08/2023;0.993686400000;0.529251840000;1.155461760000;;
conversor_vazao_volume;09/2023;0.720057600000;0.575942400000;1.296000000000;;
conversor_vazao_volume;10/2023;0.756112320000;0.597551040000;1.324736640000;;
conversor_vazao_volume;11/2023;0.575942400000;0.720057600000;1.296000000000;;
conversor_vazao_volume;12/2023;0.576123840000;0.734417280000;1.367858880000;;
conversor_vazao_volume;01/2024;0.633709440000;0.763076160000;1.281614400000;;
conversor_vazao_volume;02/2024;0.576037440000;0.705576960000;1.223985600000;;
conversor_vazao_volume;03/2024;0.576123840000;0.734417280000;1.367858880000;;
conversor_vazao_volume;04/2024;0.792115200000;0.590457600000;1.209427200000;;
conversor_vazao_volume;05/2024;0.907174080000;0.522020160000;1.249205760000;;
conversor_vazao_volume;06/2024;0.863913600000;0.503884800000;1.224201600000;;
conversor_vazao_volume;07/2024;0.993686400000;0.529251840000;1.155461760000;;
conversor_vazao_volume;08/2024;0.950296320000;0.525502080000;1.202601600000;;
conversor_vazao_volume;09/2024;0.756086400000;0.583200000000;1.252713600000;;
conversor_vazao_volume;10/2024;0.827893440000;0.612014400000;1.238492160000;;
conversor_vazao_volume;11/2024;0.575942400000;0.720057600000;1.296000000000;;
conversor_vazao_volume;12/2024;0.604782720000;0.748880640000;1.324736640000;;
