idSubmercado;idUsinaNaoSimulada;AttMatriz;Iteradores;1;2;3
3;1;potencia_maxima;04/2024;8992.264700000002;9643.1388;9175.3317
4;1;potencia_minima;04/2024;459.04120000000006;432.6169;416.1313
4;1;potencia_maxima;04/2024;459.04120000000006;432.6169;416.1313
1;1;potencia_minima;05/2024;7845.384099999999;7264.849799999999;7057.897600000001
1;1;potencia_maxima;05/2024;7845.384099999999;7264.849799999999;7057.897600000001
2;1;potencia_minima;05/2024;2014.1685;2074.2084;2070.1078
2;1;potencia_maxima;05/2024;2014.1685;2074.2084;2070.1078
3;1;potencia_minima;05/2024;10371.1937;11903.453500000001;11304.5666
3;1;potencia_maxima;05/2024;10371.1937;11903.453500000001;11304.5666
4;1;potencia_minima;05/2024;451.58590000000004;432.89969999999994;417.40840000000003
4;1;potencia_maxima;05/2024;451.58590000000004;432.89969999999994;417.40840000000003
1;1;potencia_minima;06/2024;7706.8886;7214.112700000001;7090.3616
1;1;potencia_maxima;06/2024;7706.8886;7214.112700000001;7090.3616
2;1;potencia_minima;06/2024;2378.9705;2424.7939;2385.5901999999996
2;1;potencia_maxima;06/2024;2378.9705;2424.7939;2385.5901999999996
3;1;potencia_minima;06/2024;12641.425799999999;14176.9862;13581.6584
3;1;potencia_maxima;06/2024;12641.425799999999;14176.9862;13581.6584
4;1;potencia_minima;06/2024;459.3706;438.8887;433.1393
4;1;potencia_maxima;06/2024;459.3706;438.8887;433.1393
1;1;potencia_minima;07/2024;7850.0473;7270.7579000000005;7055.8389
1;1;potencia_maxima;07/2024;7850.0473;7270.7579000000005;7055.8389
2;1;potencia_minima;07/2024;2241.4649999999997;2299.6328;2257.7303
2;1;potencia_maxima;07/2024;2241.4649999999997;2299.6328;2257.7303
3;1;potencia_minima;07/2024;14577.6029;15673.8317;14820.9269
3;1;potencia_maxima;07/2024;14577.6029;15673.8317;14820.9269
4;1;potencia_minima;07/2024;463.33179999999993;474.7967;459.6184
4;1;potencia_maxima;07/2024;463.33179999999993;474.7967;459.6184
1;1;potencia_minima;08/2024;7644.7135;7148.123;6931.1987
1;1;potencia_maxima;08/2024;7644.7135;7148.123;6931.1987
2;1;potencia_minima;08/2024;2064.8139;2133.0039;2120.0602
2;1;potencia_maxima;08/2024;2064.8139;2133.0039;2120.0602
3;1;potencia_minima;08/2024;16100.1836;17464.1576;16368.174399999998
3;1;potencia_maxima;08/2024;16100.1836;17464.1576;16368.174399999998
4;1;potencia_minima;08/2024;502.8817;552.9570000000001;561.4329
4;1;potencia_maxima;08/2024;502.8817;552.9570000000001;561.4329
1;1;potencia_minima;09/2024;7659.4126;6649.4033;6821.121200000001
1;1;potencia_maxima;09/2024;7659.4126;6649.4033;6821.121200000001
2;1;potencia_minima;09/2024;2202.3567000000003;2266.3509000000004;2217.3121
2;1;potencia_maxima;09/2024;2202.3567000000003;2266.3509000000004;2217.3121
3;1;potencia_minima;09/2024;15878.4968;17421.3129;16587.260499999997
3;1;potencia_maxima;09/2024;15878.4968;17421.3129;16587.260499999997
4;1;potencia_minima;09/2024;587.1161;619.8365;631.6476
4;1;potencia_maxima;09/2024;587.1161;619.8365;631.6476
1;1;potencia_minima;10/2024;7151.025799999999;6220.5123;6324.1168
1;1;potencia_maxima;10/2024;7151.025799999999;6220.5123;6324.1168
2;1;potencia_minima;10/2024;2474.1451;2538.006;2498.6118
2;1;potencia_maxima;10/2024;2474.1451;2538.006;2498.6118
3;1;potencia_minima;10/2024;14029.0376;15043.9132;14293.5038
3;1;potencia_maxima;10/2024;14029.0376;15043.9132;14293.5038
4;1;potencia_minima;10/2024;577.5586000000001;600.2502;584.6276
4;1;potencia_maxima;10/2024;577.5586000000001;600.2502;584.6276
1;1;potencia_minima;11/2024;7336.551300000001;5822.97;6118.69
1;1;potencia_maxima;11/2024;7336.551300000001;5822.97;6118.69
2;1;potencia_minima;11/2024;2317.4777000000004;2387.7108;2293.5297
2;1;potencia_maxima;11/2024;2317.4777000000004;2387.7108;2293.5297
3;1;potencia_minima;11/2024;12982.6235;13136.0847;12534.693
3;1;potencia_maxima;11/2024;12982.6235;13136.0847;12534.693
4;1;potencia_minima;11/2024;615.7465;638.0554999999999;641.8556
4;1;potencia_maxima;11/2024;615.7465;638.0554999999999;641.8556
1;1;potencia_minima;12/2024;6283.0664;4695.160000000001;4946.334
1;1;potencia_maxima;12/2024;6283.0664;4695.160000000001;4946.334
2;1;potencia_minima;12/2024;1904.5104;2009.8057999999999;1945.0616999999997
2;1;potencia_maxima;12/2024;1904.5104;2009.8057999999999;1945.0616999999997
3;1;potencia_minima;12/2024;11903.1904;11746.611400000002;11576.615099999999
3;1;potencia_maxima;12/2024;11903.1904;11746.611400000002;11576.615099999999
4;1;potencia_minima;12/2024;586.2084;611.159;606.0609
4;1;potencia_maxima;12/2024;586.2084;611.159;606.0609
