idHidreletrica;idReservatorio;AttVetor;01/2020;02/2020;03/2020;04/2020;05/2020;06/2020;07/2020;08/2020;09/2020;10/2020;11/2020;12/2020;01/2021;02/2021;03/2021;04/2021;05/2021;06/2021;07/2021;08/2021;09/2021;10/2021;11/2021;12/2021;01/2022;02/2022;03/2022;04/2022;05/2022;06/2022;07/2022;08/2022;09/2022;10/2022;11/2022;12/2022;01/2023;02/2023;03/2023;04/2023;05/2023;06/2023;07/2023;08/2023;09/2023;10/2023;11/2023;12/2023;01/2024;02/2024;03/2024;04/2024;05/2024;06/2024;07/2024;08/2024;09/2024;10/2024;11/2024;12/2024
2;1;enchendo_volume_morto;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2;1;volume_minimo;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11
2;1;volume_util_minimo;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2;1;volume_util_maximo;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3;1;coef_linear_evaporacao_0;0.084475787310;0.090301703676;0.436458234434;0.611041528207;0.675806298478;0.683784567280;0.464616830204;0.408299638664;0.480104057877;0.309744553469;0.145486078145;0.197110170389;0.084475787310;0.093526764522;0.436458234434;0.611041528207;0.675806298478;0.683784567280;0.464616830204;0.408299638664;0.480104057877;0.309744553469;0.145486078145;0.197110170389;0.084475787310;0.093526764522;0.436458234434;0.611041528207;0.675806298478;0.683784567280;0.464616830204;0.408299638664;0.480104057877;0.309744553469;0.145486078145;0.197110170389;0.084475787310;0.093526764522;0.436458234434;0.611041528207;0.675806298478;0.683784567280;0.464616830204;0.408299638664;0.480104057877;0.309744553469;0.145486078145;0.197110170389;0.084475787310;0.093526764522;0.436458234434;0.611041528207;0.675806298478;0.683784567280;0.464616830204;0.408299638664;0.480104057877;0.309744553469;0.145486078145;0.197110170389
3;1;coef_linear_evaporacao_1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3;1;volume_morto_completo;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
3;1;enchendo_volume_morto;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3;1;volume_minimo;304;304;304;304;304;304;304;304;304;304;304;304;304;304;304;304;304;304;304;304;304;304;304;304;304;304;304;304;304;304;304;304;304;304;304;304;304;304;304;304;304;304;304;304;304;304;304;304;304;304;304;304;304;304;304;304;304;304;304;304
3;1;volume_util_minimo;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3;1;volume_util_maximo;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
4;1;coef_linear_evaporacao_0;2.802217183360;0.461979109110;5.411841724057;8.958356828504;11.270190848764;11.421904956343;9.319580894170;9.102846454771;8.734397907792;3.901219909187;2.677221924242;5.824305087434;2.806984857572;0.478798049160;5.411468546248;8.957834890958;11.270190848764;11.421904956343;9.319580894170;9.102846454771;8.734397907792;3.901219909187;2.675400971868;5.821467511735;2.807393795712;0.478759994021;5.410847271707;8.958356828504;11.270190848764;11.421904956343;9.319580894170;9.102846454771;8.734397907792;3.901219909187;2.675400971868;5.821467511735;2.807393795712;0.478759994021;5.410847271707;8.958356828504;11.270190848764;11.421904956343;9.319580894170;9.102846454771;8.734397907792;3.901219909187;2.675400971868;5.821467511735;2.807393795712;0.478759994021;5.410847271707;8.958356828504;11.270190848764;11.421904956343;9.319580894170;9.102846454771;8.734397907792;3.901219909187;2.675400971868;5.821467511735
4;1;coef_linear_evaporacao_1;0.000255900314;0.000041873848;0.000487898489;0.000804727430;0.001012399025;0.001026027474;0.000837176117;0.000817706905;0.000784609245;0.000350445816;0.000243283087;0.000530679629;0.000255014286;0.000043310996;0.000487965734;0.000804820490;0.001012399025;0.001026027474;0.000837176117;0.000817706905;0.000784609245;0.000350445816;0.000243620116;0.000531208714;0.000254938945;0.000043317923;0.000488077776;0.000804727430;0.001012399025;0.001026027474;0.000837176117;0.000817706905;0.000784609245;0.000350445816;0.000243620116;0.000531208714;0.000254938945;0.000043317923;0.000488077776;0.000804727430;0.001012399025;0.001026027474;0.000837176117;0.000817706905;0.000784609245;0.000350445816;0.000243620116;0.000531208714;0.000254938945;0.000043317923;0.000488077776;0.000804727430;0.001012399025;0.001026027474;0.000837176117;0.000817706905;0.000784609245;0.000350445816;0.000243620116;0.000531208714
4;1;volume_morto_completo;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
4;1;enchendo_volume_morto;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
4;1;volume_minimo;5733;5733;5733;5733;5733;5733;5733;5733;5733;5733;5733;5733;5733;5733;5733;5733;5733;5733;5733;5733;5733;5733;5733;5733;5733;5733;5733;5733;5733;5733;5733;5733;5733;5733;5733;5733;5733;5733;5733;5733;5733;5733;5733;5733;5733;5733;5733;5733;5733;5733;5733;5733;5733;5733;5733;5733;5733;5733;5733;5733
4;1;volume_util_minimo;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
4;1;volume_util_maximo;16387.140600000002;16767.636299999998;17037.943199999998;17217;17217;17217;17217;17217;17217;17217;16638.508800000000;16502.494499999997;16650.560699999998;16869.216600000000;17027.613000000001;17208.391500000002;17217;17217;17217;17217;17217;17217;16533.485100000002;16426.739699999998;16672.942800000001;16857.164700000001;17010.396000000001;17217;17217;17217;17217;17217;17217;17217;16533.485100000002;16426.739699999998;16672.942800000001;16857.164700000001;17010.396000000001;17217;17217;17217;17217;17217;17217;17217;16533.485100000002;16426.739699999998;16672.942800000001;16857.164700000001;17010.396000000001;17217;17217;17217;17217;17217;17217;17217;16533.485100000002;16426.739699999998
5;1;coef_linear_evaporacao_0;0.644711683607;0.114869410412;1.021227945420;2.056339341175;2.635413105080;2.556529991731;2.258925518640;2.151357636800;2.111916080125;0.806759113800;0.277581766713;1.343137580868;0.644706038817;0.118973756259;1.021199883567;2.056266915825;2.635413105080;2.556529991731;2.258925518640;2.151357636800;2.111916080125;0.806759113800;0.277581766713;1.343137580868;0.644706038817;0.118972145644;1.021155885717;2.056339341175;2.635413105080;2.556529991731;2.258925518640;2.151357636800;2.111916080125;0.806759113800;0.277581766713;1.343137580868;0.644706038817;0.118972145644;1.021155885717;2.056339341175;2.635413105080;2.556529991731;2.258925518640;2.151357636800;2.111916080125;0.806759113800;0.277581766713;1.343137580868;0.644706038817;0.118972145644;1.021155885717;2.056339341175;2.635413105080;2.556529991731;2.258925518640;2.151357636800;2.111916080125;0.806759113800;0.277581766713;1.343137580868
5;1;coef_linear_evaporacao_1;0.000216465540;0.000038555799;0.000342144172;0.000686803486;0.000880210221;0.000853863793;0.000754465904;0.000718538956;0.000705365742;0.000269452109;0.000093203851;0.000450986375;0.000216473460;0.000039930163;0.000342181040;0.000686891385;0.000880210221;0.000853863793;0.000754465904;0.000718538956;0.000705365742;0.000269452109;0.000093203851;0.000450986375;0.000216473460;0.000039932430;0.000342239177;0.000686803486;0.000880210221;0.000853863793;0.000754465904;0.000718538956;0.000705365742;0.000269452109;0.000093203851;0.000450986375;0.000216473460;0.000039932430;0.000342239177;0.000686803486;0.000880210221;0.000853863793;0.000754465904;0.000718538956;0.000705365742;0.000269452109;0.000093203851;0.000450986375;0.000216473460;0.000039932430;0.000342239177;0.000686803486;0.000880210221;0.000853863793;0.000754465904;0.000718538956;0.000705365742;0.000269452109;0.000093203851;0.000450986375
5;1;volume_morto_completo;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
5;1;enchendo_volume_morto;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5;1;volume_minimo;1540;1540;1540;1540;1540;1540;1540;1540;1540;1540;1540;1540;1540;1540;1540;1540;1540;1540;1540;1540;1540;1540;1540;1540;1540;1540;1540;1540;1540;1540;1540;1540;1540;1540;1540;1540;1540;1540;1540;1540;1540;1540;1540;1540;1540;1540;1540;1540;1540;1540;1540;1540;1540;1540;1540;1540;1540;1540;1540;1540
5;1;volume_util_minimo;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5;1;volume_util_maximo;2020.000000000000;2097;2299;2500;2500;2500;2500;2500;2500;2500;2000;2000;2000;2111;2288;2491;2500;2500;2500;2500;2500;2500;2000;2000;2000;2099.000000000000;2270;2500;2500;2500;2500;2500;2500;2500;2000;2000;2000;2099.000000000000;2270;2500;2500;2500;2500;2500;2500;2500;2000;2000;2000;2099.000000000000;2270;2500;2500;2500;2500;2500;2500;2500;2000;2000
6;1;coef_linear_evaporacao_0;0.173723113722;0.092852009058;0.312701604700;0.682152759882;0.920732502727;0.933472197733;0.833870945866;0.747009389005;0.700104148300;0.260584670583;0.035902776836;0.364818538816;0.173723113722;0.096168152239;0.312701604700;0.682152759882;0.920732502727;0.933472197733;0.833870945866;0.747009389005;0.700104148300;0.260584670583;0.035902776836;0.364818538816;0.173723113722;0.096168152239;0.312701604700;0.682152759882;0.920732502727;0.933472197733;0.833870945866;0.747009389005;0.700104148300;0.260584670583;0.035902776836;0.364818538816;0.173723113722;0.096168152239;0.312701604700;0.682152759882;0.920732502727;0.933472197733;0.833870945866;0.747009389005;0.700104148300;0.260584670583;0.035902776836;0.364818538816;0.173723113722;0.096168152239;0.312701604700;0.682152759882;0.920732502727;0.933472197733;0.833870945866;0.747009389005;0.700104148300;0.260584670583;0.035902776836;0.364818538816
6;1;coef_linear_evaporacao_1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6;1;volume_morto_completo;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
6;1;enchendo_volume_morto;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6;1;volume_minimo;1423;1423;1423;1423;1423;1423;1423;1423;1423;1423;1423;1423;1423;1423;1423;1423;1423;1423;1423;1423;1423;1423;1423;1423;1423;1423;1423;1423;1423;1423;1423;1423;1423;1423;1423;1423;1423;1423;1423;1423;1423;1423;1423;1423;1423;1423;1423;1423;1423;1423;1423;1423;1423;1423;1423;1423;1423;1423;1423;1423
6;1;volume_util_minimo;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6;1;volume_util_maximo;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
7;1;coef_linear_evaporacao_0;0.101254450662;0.040589068585;0.253136126656;0.575462794598;0.708781154637;0.706249793371;0.582213091309;0.556899478643;0.575462794598;0.278449739322;0.065393499386;0.329076964653;0.101254450662;0.042038678177;0.253136126656;0.575462794598;0.708781154637;0.706249793371;0.582213091309;0.556899478643;0.575462794598;0.278449739322;0.065393499386;0.329076964653;0.101254450662;0.042038678177;0.253136126656;0.575462794598;0.708781154637;0.706249793371;0.582213091309;0.556899478643;0.575462794598;0.278449739322;0.065393499386;0.329076964653;0.101254450662;0.042038678177;0.253136126656;0.575462794598;0.708781154637;0.706249793371;0.582213091309;0.556899478643;0.575462794598;0.278449739322;0.065393499386;0.329076964653;0.101254450662;0.042038678177;0.253136126656;0.575462794598;0.708781154637;0.706249793371;0.582213091309;0.556899478643;0.575462794598;0.278449739322;0.065393499386;0.329076964653
7;1;coef_linear_evaporacao_1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
7;1;volume_morto_completo;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
7;1;enchendo_volume_morto;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
7;1;volume_minimo;450;450;450;450;450;450;450;450;450;450;450;450;450;450;450;450;450;450;450;450;450;450;450;450;450;450;450;450;450;450;450;450;450;450;450;450;450;450;450;450;450;450;450;450;450;450;450;450;450;450;450;450;450;450;450;450;450;450;450;450
7;1;volume_util_minimo;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
7;1;volume_util_maximo;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8;1;coef_linear_evaporacao_0;0.155316606930;0.103767560664;0.465949820789;0.962962962963;1.164874551971;1.163580246914;0.990143369176;0.931899641577;0.962962962963;0.504778972521;0.140432098765;0.563022700119;0.155316606930;0.107473544974;0.465949820789;0.962962962963;1.164874551971;1.163580246914;0.990143369176;0.931899641577;0.962962962963;0.504778972521;0.140432098765;0.563022700119;0.155316606930;0.107473544974;0.465949820789;0.962962962963;1.164874551971;1.163580246914;0.990143369176;0.931899641577;0.962962962963;0.504778972521;0.140432098765;0.563022700119;0.155316606930;0.107473544974;0.465949820789;0.962962962963;1.164874551971;1.163580246914;0.990143369176;0.931899641577;0.962962962963;0.504778972521;0.140432098765;0.563022700119;0.155316606930;0.107473544974;0.465949820789;0.962962962963;1.164874551971;1.163580246914;0.990143369176;0.931899641577;0.962962962963;0.504778972521;0.140432098765;0.563022700119
8;1;coef_linear_evaporacao_1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8;1;volume_morto_completo;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
8;1;enchendo_volume_morto;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8;1;volume_minimo;480;480;480;480;480;480;480;480;480;480;480;480;480;480;480;480;480;480;480;480;480;480;480;480;480;480;480;480;480;480;480;480;480;480;480;480;480;480;480;480;480;480;480;480;480;480;480;480;480;480;480;480;480;480;480;480;480;480;480;480
8;1;volume_util_minimo;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8;1;volume_util_maximo;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
9;1;coef_linear_evaporacao_0;0.677419375348;0.563218407856;1.806451667594;4.044444566892;4.892473266401;4.977777928482;4.064516252087;3.913978613121;3.888889006626;2.032258126044;0.388888900663;2.258064584493;0.677419375348;0.583333350994;1.806451667594;4.044444566892;4.892473266401;4.977777928482;4.064516252087;3.913978613121;3.888889006626;2.032258126044;0.388888900663;2.258064584493;0.677419375348;0.583333350994;1.806451667594;4.044444566892;4.892473266401;4.977777928482;4.064516252087;3.913978613121;3.888889006626;2.032258126044;0.388888900663;2.258064584493;0.677419375348;0.583333350994;1.806451667594;4.044444566892;4.892473266401;4.977777928482;4.064516252087;3.913978613121;3.888889006626;2.032258126044;0.388888900663;2.258064584493;0.677419375348;0.583333350994;1.806451667594;4.044444566892;4.892473266401;4.977777928482;4.064516252087;3.913978613121;3.888889006626;2.032258126044;0.388888900663;2.258064584493
9;1;coef_linear_evaporacao_1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
9;1;volume_morto_completo;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
9;1;enchendo_volume_morto;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
9;1;volume_minimo;2244;2244;2244;2244;2244;2244;2244;2244;2244;2244;2244;2244;2244;2244;2244;2244;2244;2244;2244;2244;2244;2244;2244;2244;2244;2244;2244;2244;2244;2244;2244;2244;2244;2244;2244;2244;2244;2244;2244;2244;2244;2244;2244;2244;2244;2244;2244;2244;2244;2244;2244;2244;2244;2244;2244;2244;2244;2244;2244;2244
9;1;volume_util_minimo;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
9;1;volume_util_maximo;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10;1;coef_linear_evaporacao_0;0.483534925727;0.459450810653;1.450604777182;3.053433512464;3.599648891526;3.775154160865;3.062387862940;2.954935657223;2.886882593602;1.558056982900;0.333101837723;1.719235291475;0.483534925727;0.475859768176;1.450604777182;3.053433512464;3.599648891526;3.775154160865;3.062387862940;2.954935657223;2.886882593602;1.558056982900;0.333101837723;1.719235291475;0.483534925727;0.475859768176;1.450604777182;3.053433512464;3.599648891526;3.775154160865;3.062387862940;2.954935657223;2.886882593602;1.558056982900;0.333101837723;1.719235291475;0.483534925727;0.475859768176;1.450604777182;3.053433512464;3.599648891526;3.775154160865;3.062387862940;2.954935657223;2.886882593602;1.558056982900;0.333101837723;1.719235291475;0.483534925727;0.475859768176;1.450604777182;3.053433512464;3.599648891526;3.775154160865;3.062387862940;2.954935657223;2.886882593602;1.558056982900;0.333101837723;1.719235291475
10;1;coef_linear_evaporacao_1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10;1;volume_morto_completo;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
