idRestricaoOperativaUHE;AttMatriz;Iteradores;1;2;3
49;limite_inferior;05/2021;32;32;32
49;limite_superior;05/2021;600;600;600
49;limite_inferior;06/2021;32;32;32
49;limite_superior;06/2021;600;600;600
49;limite_inferior;07/2021;32;32;32
49;limite_superior;07/2021;600;600;600
49;limite_inferior;08/2021;20;20;20
49;limite_superior;08/2021;600;600;600
49;limite_inferior;09/2021;10;10;10
49;limite_superior;09/2021;600;600;600
49;limite_inferior;10/2021;0;0;0
49;limite_superior;10/2021;600;600;600
49;limite_inferior;11/2021;10;10;10
49;limite_superior;11/2021;600;600;600
49;limite_inferior;12/2021;10;10;10
49;limite_superior;12/2021;600;600;600
49;limite_inferior;01/2022;32;32;32
49;limite_superior;01/2022;600;600;600
49;limite_inferior;02/2022;32;32;32
49;limite_superior;02/2022;600;600;600
49;limite_inferior;03/2022;32;32;32
49;limite_superior;03/2022;600;600;600
49;limite_inferior;04/2022;32;32;32
49;limite_superior;04/2022;600;600;600
49;limite_inferior;05/2022;32;32;32
49;limite_superior;05/2022;600;600;600
49;limite_inferior;06/2022;32;32;32
49;limite_superior;06/2022;600;600;600
49;limite_inferior;07/2022;32;32;32
49;limite_superior;07/2022;600;600;600
49;limite_inferior;08/2022;20;20;20
49;limite_superior;08/2022;600;600;600
49;limite_inferior;09/2022;10;10;10
49;limite_superior;09/2022;600;600;600
49;limite_inferior;10/2022;0;0;0
49;limite_superior;10/2022;600;600;600
49;limite_inferior;11/2022;10;10;10
49;limite_superior;11/2022;600;600;600
49;limite_inferior;12/2022;10;10;10
49;limite_superior;12/2022;600;600;600
49;limite_inferior;01/2023;32;32;32
49;limite_superior;01/2023;600;600;600
49;limite_inferior;02/2023;32;32;32
49;limite_superior;02/2023;600;600;600
49;limite_inferior;03/2023;32;32;32
49;limite_superior;03/2023;600;600;600
49;limite_inferior;04/2023;32;32;32
49;limite_superior;04/2023;600;600;600
49;limite_inferior;05/2023;32;32;32
49;limite_superior;05/2023;600;600;600
49;limite_inferior;06/2023;32;32;32
49;limite_superior;06/2023;600;600;600
49;limite_inferior;07/2023;32;32;32
49;limite_superior;07/2023;600;600;600
49;limite_inferior;08/2023;20;20;20
49;limite_superior;08/2023;600;600;600
49;limite_inferior;09/2023;10;10;10
49;limite_superior;09/2023;600;600;600
49;limite_inferior;10/2023;0;0;0
49;limite_superior;10/2023;600;600;600
49;limite_inferior;11/2023;10;10;10
49;limite_superior;11/2023;600;600;600
49;limite_inferior;12/2023;10;10;10
49;limite_superior;12/2023;600;600;600
49;limite_inferior;01/2024;32;32;32
49;limite_superior;01/2024;600;600;600
49;limite_inferior;02/2024;32;32;32
49;limite_superior;02/2024;600;600;600
49;limite_inferior;03/2024;32;32;32
49;limite_superior;03/2024;600;600;600
49;limite_inferior;04/2024;32;32;32
49;limite_superior;04/2024;600;600;600
49;limite_inferior;05/2024;32;32;32
49;limite_superior;05/2024;600;600;600
49;limite_inferior;06/2024;32;32;32
49;limite_superior;06/2024;600;600;600
49;limite_inferior;07/2024;32;32;32
49;limite_superior;07/2024;600;600;600
49;limite_inferior;08/2024;20;20;20
49;limite_superior;08/2024;600;600;600
49;limite_inferior;09/2024;10;10;10
49;limite_superior;09/2024;600;600;600
49;limite_inferior;10/2024;0;0;0
49;limite_superior;10/2024;600;600;600
49;limite_inferior;11/2024;10;10;10
49;limite_superior;11/2024;600;600;600
49;limite_inferior;12/2024;10;10;10
49;limite_superior;12/2024;600;600;600
50;limite_inferior;01/2020;19;19;19
50;limite_superior;01/2020;550;550;550
50;limite_inferior;02/2020;19;19;19
50;limite_superior;02/2020;550;550;550
50;limite_inferior;03/2020;19;19;19
50;limite_superior;03/2020;550;550;550
50;limite_inferior;04/2020;19;19;19
50;limite_superior;04/2020;550;550;550
50;limite_inferior;05/2020;19;19;19
50;limite_superior;05/2020;550;550;550
50;limite_inferior;06/2020;19;19;19
50;limite_superior;06/2020;550;550;550
50;limite_inferior;07/2020;19;19;19
50;limite_superior;07/2020;550;550;550
50;limite_inferior;08/2020;19;19;19
50;limite_superior;08/2020;550;550;550
50;limite_inferior;09/2020;19;19;19
50;limite_superior;09/2020;550;550;550
50;limite_inferior;10/2020;19;19;19
50;limite_superior;10/2020;550;550;550
50;limite_inferior;11/2020;19;19;19
50;limite_superior;11/2020;550;550;550
50;limite_inferior;12/2020;19;19;19
50;limite_superior;12/2020;550;550;550
50;limite_inferior;01/2021;19;19;19
50;limite_superior;01/2021;550;550;550
50;limite_inferior;02/2021;19;19;19
50;limite_superior;02/2021;550;550;550
50;limite_inferior;03/2021;19;19;19
50;limite_superior;03/2021;550;550;550
50;limite_inferior;04/2021;19;19;19
50;limite_superior;04/2021;550;550;550
50;limite_inferior;05/2021;19;19;19
50;limite_superior;05/2021;550;550;550
50;limite_inferior;06/2021;19;19;19
50;limite_superior;06/2021;550;550;550
50;limite_inferior;07/2021;19;19;19
50;limite_superior;07/2021;550;550;550
50;limite_inferior;08/2021;19;19;19
50;limite_superior;08/2021;550;550;550
50;limite_inferior;09/2021;13;13;13
50;limite_superior;09/2021;550;550;550
50;limite_inferior;10/2021;0;0;0
50;limite_superior;10/2021;550;550;550
50;limite_inferior;11/2021;13;13;13
50;limite_superior;11/2021;550;550;550
50;limite_inferior;12/2021;13;13;13
50;limite_superior;12/2021;550;550;550
50;limite_inferior;01/2022;19;19;19
50;limite_superior;01/2022;550;550;550
50;limite_inferior;02/2022;19;19;19
50;limite_superior;02/2022;550;550;550
50;limite_inferior;03/2022;19;19;19
50;limite_superior;03/2022;550;550;550
50;limite_inferior;04/2022;19;19;19
50;limite_superior;04/2022;550;550;550
50;limite_inferior;05/2022;19;19;19
50;limite_superior;05/2022;550;550;550
50;limite_inferior;06/2022;19;19;19
50;limite_superior;06/2022;550;550;550
50;limite_inferior;07/2022;19;19;19
50;limite_superior;07/2022;550;550;550
50;limite_inferior;08/2022;19;19;19
50;limite_superior;08/2022;550;550;550
50;limite_inferior;09/2022;13;13;13
50;limite_superior;09/2022;550;550;550
50;limite_inferior;10/2022;0;0;0
50;limite_superior;10/2022;550;550;550
50;limite_inferior;11/2022;13;13;13
50;limite_superior;11/2022;550;550;550
50;limite_inferior;12/2022;13;13;13
50;limite_superior;12/2022;550;550;550
50;limite_inferior;01/2023;19;19;19
50;limite_superior;01/2023;550;550;550
50;limite_inferior;02/2023;19;19;19
50;limite_superior;02/2023;550;550;550
50;limite_inferior;03/2023;19;19;19
50;limite_superior;03/2023;550;550;550
50;limite_inferior;04/2023;19;19;19
50;limite_superior;04/2023;550;550;550
50;limite_inferior;05/2023;19;19;19
50;limite_superior;05/2023;550;550;550
50;limite_inferior;06/2023;19;19;19
50;limite_superior;06/2023;550;550;550
50;limite_inferior;07/2023;19;19;19
50;limite_superior;07/2023;550;550;550
50;limite_inferior;08/2023;19;19;19
50;limite_superior;08/2023;550;550;550
50;limite_inferior;09/2023;13;13;13
50;limite_superior;09/2023;550;550;550
50;limite_inferior;10/2023;0;0;0
50;limite_superior;10/2023;550;550;550
50;limite_inferior;11/2023;13;13;13
50;limite_superior;11/2023;550;550;550
50;limite_inferior;12/2023;13;13;13
50;limite_superior;12/2023;550;550;550
50;limite_inferior;01/2024;19;19;19
50;limite_superior;01/2024;550;550;550
50;limite_inferior;02/2024;19;19;19
50;limite_superior;02/2024;550;550;550
50;limite_inferior;03/2024;19;19;19
50;limite_superior;03/2024;550;550;550
50;limite_inferior;04/2024;19;19;19
50;limite_superior;04/2024;550;550;550
50;limite_inferior;05/2024;19;19;19
50;limite_superior;05/2024;550;550;550
50;limite_inferior;06/2024;19;19;19
50;limite_superior;06/2024;550;550;550
50;limite_inferior;07/2024;19;19;19
50;limite_superior;07/2024;550;550;550
50;limite_inferior;08/2024;19;19;19
50;limite_superior;08/2024;550;550;550
50;limite_inferior;09/2024;13;13;13
50;limite_superior;09/2024;550;550;550
50;limite_inferior;10/2024;0;0;0
50;limite_superior;10/2024;550;550;550
50;limite_inferior;11/2024;13;13;13
50;limite_superior;11/2024;550;550;550
50;limite_inferior;12/2024;13;13;13
50;limite_superior;12/2024;550;550;550
51;limite_inferior;01/2020;-inf;-inf;-inf
51;limite_superior;01/2020;2300;2300;2300
51;limite_inferior;02/2020;-inf;-inf;-inf
51;limite_superior;02/2020;2300;2300;2300
51;limite_inferior;03/2020;-inf;-inf;-inf
51;limite_superior;03/2020;2300;2300;2300
51;limite_inferior;04/2020;-inf;-inf;-inf
51;limite_superior;04/2020;2300;2300;2300
51;limite_inferior;05/2020;-inf;-inf;-inf
51;limite_superior;05/2020;2300;2300;2300
51;limite_inferior;06/2020;-inf;-inf;-inf
51;limite_superior;06/2020;2300;2300;2300
51;limite_inferior;07/2020;-inf;-inf;-inf
51;limite_superior;07/2020;2300;2300;2300
51;limite_inferior;08/2020;-inf;-inf;-inf
51;limite_superior;08/2020;2300;2300;2300
51;limite_inferior;09/2020;-inf;-inf;-inf
51;limite_superior;09/2020;2300;2300;2300
51;limite_inferior;10/2020;-inf;-inf;-inf
51;limite_superior;10/2020;2300;2300;2300
51;limite_inferior;11/2020;-inf;-inf;-inf
51;limite_superior;11/2020;2300;2300;2300
51;limite_inferior;12/2020;-inf;-inf;-inf
51;limite_superior;12/2020;2300;2300;2300
51;limite_inferior;01/2021;-inf;-inf;-inf
51;limite_superior;01/2021;2300;2300;2300
51;limite_inferior;02/2021;-inf;-inf;-inf
51;limite_superior;02/2021;2300;2300;2300
51;limite_inferior;03/2021;-inf;-inf;-inf
51;limite_superior;03/2021;2300;2300;2300
51;limite_inferior;04/2021;-inf;-inf;-inf
51;limite_superior;04/2021;2300;2300;2300
51;limite_inferior;05/2021;-inf;-inf;-inf
51;limite_superior;05/2021;2300;2300;2300
51;limite_inferior;06/2021;-inf;-inf;-inf
51;limite_superior;06/2021;2300;2300;2300
51;limite_inferior;07/2021;-inf;-inf;-inf
51;limite_superior;07/2021;2300;2300;2300
51;limite_inferior;08/2021;-inf;-inf;-inf
51;limite_superior;08/2021;2300;2300;2300
51;limite_inferior;09/2021;-inf;-inf;-inf
51;limite_superior;09/2021;2300;2300;2300
51;limite_inferior;10/2021;-inf;-inf;-inf
51;limite_superior;10/2021;2300;2300;2300
51;limite_inferior;11/2021;-inf;-inf;-inf
51;limite_superior;11/2021;2300;2300;2300
51;limite_inferior;12/2021;-inf;-inf;-inf
51;limite_superior;12/2021;2300;2300;2300
51;limite_inferior;01/2022;-inf;-inf;-inf
51;limite_superior;01/2022;2300;2300;2300
51;limite_inferior;02/2022;-inf;-inf;-inf
51;limite_superior;02/2022;2300;2300;2300
51;limite_inferior;03/2022;-inf;-inf;-inf
51;limite_superior;03/2022;2300;2300;2300
51;limite_inferior;04/2022;-inf;-inf;-inf
51;limite_superior;04/2022;2300;2300;2300
51;limite_inferior;05/2022;-inf;-inf;-inf
51;limite_superior;05/2022;2300;2300;2300
51;limite_inferior;06/2022;-inf;-inf;-inf
51;limite_superior;06/2022;2300;2300;2300
51;limite_inferior;07/2022;-inf;-inf;-inf
51;limite_superior;07/2022;2300;2300;2300
51;limite_inferior;08/2022;-inf;-inf;-inf
51;limite_superior;08/2022;2300;2300;2300
51;limite_inferior;09/2022;-inf;-inf;-inf
51;limite_superior;09/2022;2300;2300;2300
51;limite_inferior;10/2022;-inf;-inf;-inf
51;limite_superior;10/2022;2300;2300;2300
51;limite_inferior;11/2022;-inf;-inf;-inf
51;limite_superior;11/2022;2300;2300;2300
51;limite_inferior;12/2022;-inf;-inf;-inf
51;limite_superior;12/2022;2300;2300;2300
51;limite_inferior;01/2023;-inf;-inf;-inf
51;limite_superior;01/2023;2300;2300;2300
51;limite_inferior;02/2023;-inf;-inf;-inf
51;limite_superior;02/2023;2300;2300;2300
51;limite_inferior;03/2023;-inf;-inf;-inf
51;limite_superior;03/2023;2300;2300;2300
51;limite_inferior;04/2023;-inf;-inf;-inf
51;limite_superior;04/2023;2300;2300;2300
51;limite_inferior;05/2023;-inf;-inf;-inf
51;limite_superior;05/2023;2300;2300;2300
51;limite_inferior;06/2023;-inf;-inf;-inf
51;limite_superior;06/2023;2300;2300;2300
51;limite_inferior;07/2023;-inf;-inf;-inf
51;limite_superior;07/2023;2300;2300;2300
51;limite_inferior;08/2023;-inf;-inf;-inf
51;limite_superior;08/2023;2300;2300;2300
51;limite_inferior;09/2023;-inf;-inf;-inf
51;limite_superior;09/2023;2300;2300;2300
51;limite_inferior;10/2023;-inf;-inf;-inf
51;limite_superior;10/2023;2300;2300;2300
51;limite_inferior;11/2023;-inf;-inf;-inf
51;limite_superior;11/2023;2300;2300;2300
51;limite_inferior;12/2023;-inf;-inf;-inf
51;limite_superior;12/2023;2300;2300;2300
51;limite_inferior;01/2024;-inf;-inf;-inf
51;limite_superior;01/2024;2300;2300;2300
51;limite_inferior;02/2024;-inf;-inf;-inf
51;limite_superior;02/2024;2300;2300;2300
51;limite_inferior;03/2024;-inf;-inf;-inf
51;limite_superior;03/2024;2300;2300;2300
51;limite_inferior;04/2024;-inf;-inf;-inf
51;limite_superior;04/2024;2300;2300;2300
51;limite_inferior;05/2024;-inf;-inf;-inf
51;limite_superior;05/2024;2300;2300;2300
51;limite_inferior;06/2024;-inf;-inf;-inf
51;limite_superior;06/2024;2300;2300;2300
51;limite_inferior;07/2024;-inf;-inf;-inf
51;limite_superior;07/2024;2300;2300;2300
51;limite_inferior;08/2024;-inf;-inf;-inf
51;limite_superior;08/2024;2300;2300;2300
51;limite_inferior;09/2024;-inf;-inf;-inf
51;limite_superior;09/2024;2300;2300;2300
51;limite_inferior;10/2024;-inf;-inf;-inf
51;limite_superior;10/2024;2300;2300;2300
51;limite_inferior;11/2024;-inf;-inf;-inf
51;limite_superior;11/2024;2300;2300;2300
51;limite_inferior;12/2024;-inf;-inf;-inf
51;limite_superior;12/2024;2300;2300;2300
52;limite_inferior;01/2020;160;160;160
52;limite_superior;01/2020;inf;inf;inf
52;limite_inferior;02/2020;160;160;160
52;limite_superior;02/2020;inf;inf;inf
52;limite_inferior;03/2020;160;160;160
52;limite_superior;03/2020;inf;inf;inf
52;limite_inferior;04/2020;160;160;160
52;limite_superior;04/2020;inf;inf;inf
52;limite_inferior;05/2020;160;160;160
52;limite_superior;05/2020;inf;inf;inf
52;limite_inferior;06/2020;160;160;160
52;limite_superior;06/2020;inf;inf;inf
52;limite_inferior;07/2020;160;160;160
52;limite_superior;07/2020;inf;inf;inf
52;limite_inferior;08/2020;160;160;160
52;limite_superior;08/2020;inf;inf;inf
52;limite_inferior;09/2020;160;160;160
52;limite_superior;09/2020;inf;inf;inf
52;limite_inferior;10/2020;160;160;160
52;limite_superior;10/2020;inf;inf;inf
52;limite_inferior;11/2020;160;160;160
52;limite_superior;11/2020;inf;inf;inf
52;limite_inferior;12/2020;160;160;160
52;limite_superior;12/2020;inf;inf;inf
52;limite_inferior;01/2021;160;160;160
52;limite_superior;01/2021;inf;inf;inf
52;limite_inferior;02/2021;160;160;160
52;limite_superior;02/2021;inf;inf;inf
52;limite_inferior;03/2021;160;160;160
52;limite_superior;03/2021;inf;inf;inf
52;limite_inferior;04/2021;160;160;160
52;limite_superior;04/2021;inf;inf;inf
52;limite_inferior;05/2021;160;160;160
52;limite_superior;05/2021;inf;inf;inf
52;limite_inferior;06/2021;160;160;160
52;limite_superior;06/2021;inf;inf;inf
52;limite_inferior;07/2021;160;160;160
52;limite_superior;07/2021;inf;inf;inf
52;limite_inferior;08/2021;160;160;160
52;limite_superior;08/2021;inf;inf;inf
52;limite_inferior;09/2021;160;160;160
52;limite_superior;09/2021;inf;inf;inf
52;limite_inferior;10/2021;160;160;160
52;limite_superior;10/2021;inf;inf;inf
52;limite_inferior;11/2021;160;160;160
52;limite_superior;11/2021;inf;inf;inf
52;limite_inferior;12/2021;160;160;160
52;limite_superior;12/2021;inf;inf;inf
52;limite_inferior;01/2022;160;160;160
52;limite_superior;01/2022;inf;inf;inf
52;limite_inferior;02/2022;160;160;160
52;limite_superior;02/2022;inf;inf;inf
52;limite_inferior;03/2022;160;160;160
52;limite_superior;03/2022;inf;inf;inf
52;limite_inferior;04/2022;160;160;160
52;limite_superior;04/2022;inf;inf;inf
52;limite_inferior;05/2022;160;160;160
52;limite_superior;05/2022;inf;inf;inf
52;limite_inferior;06/2022;160;160;160
52;limite_superior;06/2022;inf;inf;inf
52;limite_inferior;07/2022;160;160;160
52;limite_superior;07/2022;inf;inf;inf
52;limite_inferior;08/2022;160;160;160
52;limite_superior;08/2022;inf;inf;inf
52;limite_inferior;09/2022;160;160;160
52;limite_superior;09/2022;inf;inf;inf
52;limite_inferior;10/2022;160;160;160
52;limite_superior;10/2022;inf;inf;inf
52;limite_inferior;11/2022;160;160;160
52;limite_superior;11/2022;inf;inf;inf
52;limite_inferior;12/2022;160;160;160
52;limite_superior;12/2022;inf;inf;inf
52;limite_inferior;01/2023;160;160;160
52;limite_superior;01/2023;inf;inf;inf
52;limite_inferior;02/2023;160;160;160
52;limite_superior;02/2023;inf;inf;inf
52;limite_inferior;03/2023;160;160;160
52;limite_superior;03/2023;inf;inf;inf
52;limite_inferior;04/2023;160;160;160
52;limite_superior;04/2023;inf;inf;inf
52;limite_inferior;05/2023;160;160;160
52;limite_superior;05/2023;inf;inf;inf
52;limite_inferior;06/2023;160;160;160
52;limite_superior;06/2023;inf;inf;inf
52;limite_inferior;07/2023;160;160;160
52;limite_superior;07/2023;inf;inf;inf
52;limite_inferior;08/2023;160;160;160
52;limite_superior;08/2023;inf;inf;inf
52;limite_inferior;09/2023;160;160;160
52;limite_superior;09/2023;inf;inf;inf
52;limite_inferior;10/2023;160;160;160
52;limite_superior;10/2023;inf;inf;inf
52;limite_inferior;11/2023;160;160;160
52;limite_superior;11/2023;inf;inf;inf
52;limite_inferior;12/2023;160;160;160
52;limite_superior;12/2023;inf;inf;inf
52;limite_inferior;01/2024;160;160;160
52;limite_superior;01/2024;inf;inf;inf
52;limite_inferior;02/2024;160;160;160
52;limite_superior;02/2024;inf;inf;inf
52;limite_inferior;03/2024;160;160;160
52;limite_superior;03/2024;inf;inf;inf
52;limite_inferior;04/2024;160;160;160
52;limite_superior;04/2024;inf;inf;inf
52;limite_inferior;05/2024;160;160;160
52;limite_superior;05/2024;inf;inf;inf
52;limite_inferior;06/2024;160;160;160
52;limite_superior;06/2024;inf;inf;inf
52;limite_inferior;07/2024;160;160;160
52;limite_superior;07/2024;inf;inf;inf
52;limite_inferior;08/2024;160;160;160
52;limite_superior;08/2024;inf;inf;inf
52;limite_inferior;09/2024;160;160;160
52;limite_superior;09/2024;inf;inf;inf
52;limite_inferior;10/2024;160;160;160
52;limite_superior;10/2024;inf;inf;inf
52;limite_inferior;11/2024;160;160;160
52;limite_superior;11/2024;inf;inf;inf
52;limite_inferior;12/2024;160;160;160
52;limite_superior;12/2024;inf;inf;inf
53;limite_superior;01/2020;2000;2000;2000
53;limite_inferior;01/2020;73;73;73
53;limite_inferior;02/2020;73;73;73
53;limite_superior;02/2020;2000;2000;2000
53;limite_inferior;03/2020;73;73;73
53;limite_superior;03/2020;2000;2000;2000
53;limite_inferior;04/2020;73;73;73
53;limite_superior;04/2020;2000;2000;2000
53;limite_inferior;05/2020;73;73;73
53;limite_superior;05/2020;2000;2000;2000
53;limite_inferior;06/2020;73;73;73
53;limite_superior;06/2020;2000;2000;2000
53;limite_inferior;07/2020;73;73;73
53;limite_superior;07/2020;2000;2000;2000
53;limite_inferior;08/2020;-inf;-inf;-inf
53;limite_superior;08/2020;2000;2000;2000
53;limite_inferior;09/2020;-inf;-inf;-inf
53;limite_superior;09/2020;2000;2000;2000
53;limite_inferior;10/2020;-inf;-inf;-inf
53;limite_superior;10/2020;2000;2000;2000
53;limite_inferior;11/2020;-inf;-inf;-inf
53;limite_superior;11/2020;2000;2000;2000
53;limite_inferior;12/2020;-inf;-inf;-inf
53;limite_superior;12/2020;2000;2000;2000
53;limite_inferior;01/2021;-inf;-inf;-inf
53;limite_superior;01/2021;2000;2000;2000
53;limite_inferior;02/2021;-inf;-inf;-inf
53;limite_superior;02/2021;2000;2000;2000
53;limite_inferior;03/2021;-inf;-inf;-inf
53;limite_superior;03/2021;2000;2000;2000
53;limite_inferior;04/2021;-inf;-inf;-inf
53;limite_superior;04/2021;2000;2000;2000
53;limite_inferior;05/2021;-inf;-inf;-inf
53;limite_superior;05/2021;2000;2000;2000
53;limite_inferior;06/2021;-inf;-inf;-inf
53;limite_superior;06/2021;2000;2000;2000
53;limite_inferior;07/2021;-inf;-inf;-inf
53;limite_superior;07/2021;2000;2000;2000
53;limite_inferior;08/2021;-inf;-inf;-inf
53;limite_superior;08/2021;2000;2000;2000
53;limite_inferior;09/2021;-inf;-inf;-inf
53;limite_superior;09/2021;2000;2000;2000
53;limite_inferior;10/2021;-inf;-inf;-inf
53;limite_superior;10/2021;2000;2000;2000
53;limite_inferior;11/2021;-inf;-inf;-inf
53;limite_superior;11/2021;2000;2000;2000
53;limite_inferior;12/2021;-inf;-inf;-inf
53;limite_superior;12/2021;2000;2000;2000
53;limite_inferior;01/2022;-inf;-inf;-inf
53;limite_superior;01/2022;2000;2000;2000
53;limite_inferior;02/2022;-inf;-inf;-inf
53;limite_superior;02/2022;2000;2000;2000
53;limite_inferior;03/2022;-inf;-inf;-inf
53;limite_superior;03/2022;2000;2000;2000
53;limite_inferior;04/2022;-inf;-inf;-inf
53;limite_superior;04/2022;2000;2000;2000
53;limite_inferior;05/2022;-inf;-inf;-inf
53;limite_superior;05/2022;2000;2000;2000
53;limite_inferior;06/2022;-inf;-inf;-inf
53;limite_superior;06/2022;2000;2000;2000
53;limite_inferior;07/2022;-inf;-inf;-inf
53;limite_superior;07/2022;2000;2000;2000
53;limite_inferior;08/2022;-inf;-inf;-inf
53;limite_superior;08/2022;2000;2000;2000
53;limite_inferior;09/2022;-inf;-inf;-inf
53;limite_superior;09/2022;2000;2000;2000
53;limite_inferior;10/2022;-inf;-inf;-inf
53;limite_superior;10/2022;2000;2000;2000
53;limite_inferior;11/2022;-inf;-inf;-inf
53;limite_superior;11/2022;2000;2000;2000
53;limite_inferior;12/2022;-inf;-inf;-inf
53;limite_superior;12/2022;2000;2000;2000
53;limite_inferior;01/2023;-inf;-inf;-inf
53;limite_superior;01/2023;2000;2000;2000
53;limite_inferior;02/2023;-inf;-inf;-inf
53;limite_superior;02/2023;2000;2000;2000
53;limite_inferior;03/2023;-inf;-inf;-inf
53;limite_superior;03/2023;2000;2000;2000
53;limite_inferior;04/2023;-inf;-inf;-inf
53;limite_superior;04/2023;2000;2000;2000
53;limite_inferior;05/2023;-inf;-inf;-inf
53;limite_superior;05/2023;2000;2000;2000
53;limite_inferior;06/2023;-inf;-inf;-inf
53;limite_superior;06/2023;2000;2000;2000
53;limite_inferior;07/2023;-inf;-inf;-inf
53;limite_superior;07/2023;2000;2000;2000
53;limite_inferior;08/2023;-inf;-inf;-inf
53;limite_superior;08/2023;2000;2000;2000
53;limite_inferior;09/2023;-inf;-inf;-inf
53;limite_superior;09/2023;2000;2000;2000
53;limite_inferior;10/2023;-inf;-inf;-inf
53;limite_superior;10/2023;2000;2000;2000
53;limite_inferior;11/2023;-inf;-inf;-inf
53;limite_superior;11/2023;2000;2000;2000
53;limite_inferior;12/2023;-inf;-inf;-inf
53;limite_superior;12/2023;2000;2000;2000
53;limite_inferior;01/2024;-inf;-inf;-inf
53;limite_superior;01/2024;2000;2000;2000
53;limite_inferior;02/2024;-inf;-inf;-inf
53;limite_superior;02/2024;2000;2000;2000
53;limite_inferior;03/2024;-inf;-inf;-inf
53;limite_superior;03/2024;2000;2000;2000
53;limite_inferior;04/2024;-inf;-inf;-inf
53;limite_superior;04/2024;2000;2000;2000
53;limite_inferior;05/2024;-inf;-inf;-inf
53;limite_superior;05/2024;2000;2000;2000
53;limite_inferior;06/2024;-inf;-inf;-inf
53;limite_superior;06/2024;2000;2000;2000
53;limite_inferior;07/2024;-inf;-inf;-inf
53;limite_superior;07/2024;2000;2000;2000
53;limite_inferior;08/2024;-inf;-inf;-inf
53;limite_superior;08/2024;2000;2000;2000
53;limite_inferior;09/2024;-inf;-inf;-inf
53;limite_superior;09/2024;2000;2000;2000
53;limite_inferior;10/2024;-inf;-inf;-inf
53;limite_superior;10/2024;2000;2000;2000
53;limite_inferior;11/2024;-inf;-inf;-inf
53;limite_superior;11/2024;2000;2000;2000
53;limite_inferior;12/2024;-inf;-inf;-inf
53;limite_superior;12/2024;2000;2000;2000
54;limite_superior;01/2020;1200;1200;1200
54;limite_inferior;01/2020;-inf;-inf;-inf
54;limite_inferior;02/2020;-inf;-inf;-inf
54;limite_superior;02/2020;1200;1200;1200
54;limite_inferior;03/2020;-inf;-inf;-inf
54;limite_superior;03/2020;1200;1200;1200
54;limite_inferior;04/2020;-inf;-inf;-inf
54;limite_superior;04/2020;1200;1200;1200
54;limite_inferior;05/2020;-inf;-inf;-inf
54;limite_superior;05/2020;1200;1200;1200
54;limite_inferior;06/2020;-inf;-inf;-inf
54;limite_superior;06/2020;1200;1200;1200
54;limite_inferior;07/2020;-inf;-inf;-inf
54;limite_superior;07/2020;1200;1200;1200
54;limite_inferior;08/2020;-inf;-inf;-inf
54;limite_superior;08/2020;1200;1200;1200
54;limite_inferior;09/2020;-inf;-inf;-inf
54;limite_superior;09/2020;1200;1200;1200
54;limite_inferior;10/2020;-inf;-inf;-inf
54;limite_superior;10/2020;1200;1200;1200
54;limite_inferior;11/2020;-inf;-inf;-inf
54;limite_superior;11/2020;600;600;600
54;limite_inferior;12/2020;-inf;-inf;-inf
54;limite_superior;12/2020;600;600;600
54;limite_inferior;01/2021;-inf;-inf;-inf
54;limite_superior;01/2021;600;600;600
54;limite_inferior;02/2021;-inf;-inf;-inf
54;limite_superior;02/2021;600;600;600
54;limite_inferior;03/2021;-inf;-inf;-inf
54;limite_superior;03/2021;600;600;600
54;limite_inferior;04/2021;-inf;-inf;-inf
54;limite_superior;04/2021;590.7;593;595.8
54;limite_inferior;05/2021;-inf;-inf;-inf
54;limite_superior;05/2021;512;512;512
54;limite_inferior;06/2021;-inf;-inf;-inf
54;limite_superior;06/2021;512;512;512
54;limite_inferior;07/2021;-inf;-inf;-inf
54;limite_superior;07/2021;512;512;512
54;limite_inferior;08/2021;-inf;-inf;-inf
54;limite_superior;08/2021;512;512;512
54;limite_inferior;09/2021;-inf;-inf;-inf
54;limite_superior;09/2021;521.8;519.3;516.3
54;limite_inferior;10/2021;-inf;-inf;-inf
54;limite_superior;10/2021;600;600;600
54;limite_inferior;11/2021;-inf;-inf;-inf
54;limite_superior;11/2021;600;600;600
54;limite_inferior;12/2021;-inf;-inf;-inf
54;limite_superior;12/2021;600;600;600
54;limite_inferior;01/2022;-inf;-inf;-inf
54;limite_superior;01/2022;715;715;715
54;limite_inferior;02/2022;-inf;-inf;-inf
54;limite_superior;02/2022;1200;1200;1200
54;limite_inferior;03/2022;-inf;-inf;-inf
54;limite_superior;03/2022;600;600;600
54;limite_inferior;04/2022;-inf;-inf;-inf
54;limite_superior;04/2022;600;600;600
54;limite_inferior;05/2022;-inf;-inf;-inf
54;limite_superior;05/2022;1200;1200;1200
54;limite_inferior;06/2022;-inf;-inf;-inf
54;limite_superior;06/2022;512;512;512
54;limite_inferior;07/2022;-inf;-inf;-inf
54;limite_superior;07/2022;512;512;512
54;limite_inferior;08/2022;-inf;-inf;-inf
54;limite_superior;08/2022;512;512;512
54;limite_inferior;09/2022;-inf;-inf;-inf
54;limite_superior;09/2022;521.8;519.3;516.3
54;limite_inferior;10/2022;-inf;-inf;-inf
54;limite_superior;10/2022;600;600;600
54;limite_inferior;11/2022;-inf;-inf;-inf
54;limite_superior;11/2022;600;600;600
54;limite_inferior;12/2022;-inf;-inf;-inf
54;limite_superior;12/2022;600;600;600
