idRestricaoOperativaUHE;AttMatriz;Iteradores;1;2;3
3;limite_superior;02/2020;196;196;196
3;limite_inferior;03/2020;0;0;0
3;limite_superior;03/2020;196;196;196
3;limite_inferior;04/2020;0;0;0
3;limite_superior;04/2020;196;196;196
3;limite_inferior;05/2020;0;0;0
3;limite_superior;05/2020;196;196;196
3;limite_inferior;06/2020;0;0;0
3;limite_superior;06/2020;196;196;196
3;limite_inferior;07/2020;0;0;0
3;limite_superior;07/2020;196;196;196
3;limite_inferior;08/2020;0;0;0
3;limite_superior;08/2020;196;196;196
3;limite_inferior;09/2020;0;0;0
3;limite_superior;09/2020;196;196;196
3;limite_inferior;10/2020;0;0;0
3;limite_superior;10/2020;196;196;196
3;limite_inferior;11/2020;0;0;0
3;limite_superior;11/2020;196;196;196
3;limite_inferior;12/2020;0;0;0
3;limite_superior;12/2020;196;196;196
3;limite_inferior;01/2021;0;0;0
3;limite_superior;01/2021;196;196;196
3;limite_inferior;02/2021;0;0;0
3;limite_superior;02/2021;196;196;196
3;limite_inferior;03/2021;0;0;0
3;limite_superior;03/2021;196;196;196
3;limite_inferior;04/2021;0;0;0
3;limite_superior;04/2021;196;196;196
3;limite_inferior;05/2021;0;0;0
3;limite_superior;05/2021;196;196;196
3;limite_inferior;06/2021;0;0;0
3;limite_superior;06/2021;196;196;196
3;limite_inferior;07/2021;0;0;0
3;limite_superior;07/2021;196;196;196
3;limite_inferior;08/2021;0;0;0
3;limite_superior;08/2021;196;196;196
3;limite_inferior;09/2021;0;0;0
3;limite_superior;09/2021;196;196;196
3;limite_inferior;10/2021;0;0;0
3;limite_superior;10/2021;196;196;196
3;limite_inferior;11/2021;0;0;0
3;limite_superior;11/2021;196;196;196
3;limite_inferior;12/2021;0;0;0
3;limite_superior;12/2021;196;196;196
3;limite_inferior;01/2022;0;0;0
3;limite_superior;01/2022;196;196;196
3;limite_inferior;02/2022;0;0;0
3;limite_superior;02/2022;196;196;196
3;limite_inferior;03/2022;0;0;0
3;limite_superior;03/2022;196;196;196
3;limite_inferior;04/2022;0;0;0
3;limite_superior;04/2022;196;196;196
3;limite_inferior;05/2022;0;0;0
3;limite_superior;05/2022;196;196;196
3;limite_inferior;06/2022;0;0;0
3;limite_superior;06/2022;196;196;196
3;limite_inferior;07/2022;0;0;0
3;limite_superior;07/2022;196;196;196
3;limite_inferior;08/2022;0;0;0
3;limite_superior;08/2022;196;196;196
3;limite_inferior;09/2022;0;0;0
3;limite_superior;09/2022;196;196;196
3;limite_inferior;10/2022;0;0;0
3;limite_superior;10/2022;196;196;196
3;limite_inferior;11/2022;0;0;0
3;limite_superior;11/2022;196;196;196
3;limite_inferior;12/2022;0;0;0
3;limite_superior;12/2022;196;196;196
3;limite_inferior;01/2023;0;0;0
3;limite_superior;01/2023;196;196;196
3;limite_inferior;02/2023;0;0;0
3;limite_superior;02/2023;196;196;196
3;limite_inferior;03/2023;0;0;0
3;limite_superior;03/2023;196;196;196
3;limite_inferior;04/2023;0;0;0
3;limite_superior;04/2023;196;196;196
3;limite_inferior;05/2023;0;0;0
3;limite_superior;05/2023;196;196;196
3;limite_inferior;06/2023;0;0;0
3;limite_superior;06/2023;196;196;196
3;limite_inferior;07/2023;0;0;0
3;limite_superior;07/2023;196;196;196
3;limite_inferior;08/2023;0;0;0
3;limite_superior;08/2023;196;196;196
3;limite_inferior;09/2023;0;0;0
3;limite_superior;09/2023;196;196;196
3;limite_inferior;10/2023;0;0;0
3;limite_superior;10/2023;196;196;196
3;limite_inferior;11/2023;0;0;0
3;limite_superior;11/2023;196;196;196
3;limite_inferior;12/2023;0;0;0
3;limite_superior;12/2023;196;196;196
3;limite_inferior;01/2024;0;0;0
3;limite_superior;01/2024;196;196;196
3;limite_inferior;02/2024;0;0;0
3;limite_superior;02/2024;196;196;196
3;limite_inferior;03/2024;0;0;0
3;limite_superior;03/2024;196;196;196
3;limite_inferior;04/2024;0;0;0
3;limite_superior;04/2024;196;196;196
3;limite_inferior;05/2024;0;0;0
3;limite_superior;05/2024;196;196;196
3;limite_inferior;06/2024;0;0;0
3;limite_superior;06/2024;196;196;196
3;limite_inferior;07/2024;0;0;0
3;limite_superior;07/2024;196;196;196
3;limite_inferior;08/2024;0;0;0
3;limite_superior;08/2024;196;196;196
3;limite_inferior;09/2024;0;0;0
3;limite_superior;09/2024;196;196;196
3;limite_inferior;10/2024;0;0;0
3;limite_superior;10/2024;196;196;196
3;limite_inferior;11/2024;0;0;0
3;limite_superior;11/2024;196;196;196
3;limite_inferior;12/2024;0;0;0
3;limite_superior;12/2024;196;196;196
4;limite_inferior;01/2020;-inf;-inf;-inf
4;limite_superior;01/2020;24000;24000;24000
4;limite_inferior;02/2020;-inf;-inf;-inf
4;limite_superior;02/2020;24000;24000;24000
4;limite_inferior;03/2020;-inf;-inf;-inf
4;limite_superior;03/2020;24000;24000;24000
4;limite_inferior;04/2020;-inf;-inf;-inf
4;limite_superior;04/2020;24000;24000;24000
4;limite_inferior;05/2020;-inf;-inf;-inf
4;limite_superior;05/2020;24000;24000;24000
4;limite_inferior;06/2020;-inf;-inf;-inf
4;limite_superior;06/2020;24000;24000;24000
4;limite_inferior;07/2020;-inf;-inf;-inf
4;limite_superior;07/2020;24000;24000;24000
4;limite_inferior;08/2020;-inf;-inf;-inf
4;limite_superior;08/2020;24000;24000;24000
4;limite_inferior;09/2020;-inf;-inf;-inf
4;limite_superior;09/2020;24000;24000;24000
4;limite_inferior;10/2020;-inf;-inf;-inf
4;limite_superior;10/2020;24000;24000;24000
4;limite_inferior;11/2020;-inf;-inf;-inf
4;limite_superior;11/2020;24000;24000;24000
4;limite_inferior;12/2020;-inf;-inf;-inf
4;limite_superior;12/2020;24000;24000;24000
4;limite_inferior;01/2021;-inf;-inf;-inf
4;limite_superior;01/2021;24000;24000;24000
4;limite_inferior;02/2021;-inf;-inf;-inf
4;limite_superior;02/2021;24000;24000;24000
4;limite_inferior;03/2021;-inf;-inf;-inf
4;limite_superior;03/2021;24000;24000;24000
4;limite_inferior;04/2021;-inf;-inf;-inf
4;limite_superior;04/2021;24000;24000;24000
4;limite_inferior;05/2021;-inf;-inf;-inf
4;limite_superior;05/2021;24000;24000;24000
4;limite_inferior;06/2021;-inf;-inf;-inf
4;limite_superior;06/2021;24000;24000;24000
4;limite_inferior;07/2021;-inf;-inf;-inf
4;limite_superior;07/2021;24000;24000;24000
4;limite_inferior;08/2021;-inf;-inf;-inf
4;limite_superior;08/2021;24000;24000;24000
4;limite_inferior;09/2021;-inf;-inf;-inf
4;limite_superior;09/2021;24000;24000;24000
4;limite_inferior;10/2021;-inf;-inf;-inf
4;limite_superior;10/2021;24000;24000;24000
4;limite_inferior;11/2021;-inf;-inf;-inf
4;limite_superior;11/2021;24000;24000;24000
4;limite_inferior;12/2021;-inf;-inf;-inf
4;limite_superior;12/2021;24000;24000;24000
4;limite_inferior;01/2022;-inf;-inf;-inf
4;limite_superior;01/2022;24000;24000;24000
4;limite_inferior;02/2022;-inf;-inf;-inf
4;limite_superior;02/2022;24000;24000;24000
4;limite_inferior;03/2022;-inf;-inf;-inf
4;limite_superior;03/2022;24000;24000;24000
4;limite_inferior;04/2022;-inf;-inf;-inf
4;limite_superior;04/2022;24000;24000;24000
4;limite_inferior;05/2022;-inf;-inf;-inf
4;limite_superior;05/2022;24000;24000;24000
4;limite_inferior;06/2022;-inf;-inf;-inf
4;limite_superior;06/2022;24000;24000;24000
4;limite_inferior;07/2022;-inf;-inf;-inf
4;limite_superior;07/2022;24000;24000;24000
4;limite_inferior;08/2022;-inf;-inf;-inf
4;limite_superior;08/2022;24000;24000;24000
4;limite_inferior;09/2022;-inf;-inf;-inf
4;limite_superior;09/2022;24000;24000;24000
4;limite_inferior;10/2022;-inf;-inf;-inf
4;limite_superior;10/2022;24000;24000;24000
4;limite_inferior;11/2022;-inf;-inf;-inf
4;limite_superior;11/2022;24000;24000;24000
4;limite_inferior;12/2022;-inf;-inf;-inf
4;limite_superior;12/2022;24000;24000;24000
4;limite_inferior;01/2023;-inf;-inf;-inf
4;limite_superior;01/2023;24000;24000;24000
4;limite_inferior;02/2023;-inf;-inf;-inf
4;limite_superior;02/2023;24000;24000;24000
4;limite_inferior;03/2023;-inf;-inf;-inf
4;limite_superior;03/2023;24000;24000;24000
4;limite_inferior;04/2023;-inf;-inf;-inf
4;limite_superior;04/2023;24000;24000;24000
4;limite_inferior;05/2023;-inf;-inf;-inf
4;limite_superior;05/2023;24000;24000;24000
4;limite_inferior;06/2023;-inf;-inf;-inf
4;limite_superior;06/2023;24000;24000;24000
4;limite_inferior;07/2023;-inf;-inf;-inf
4;limite_superior;07/2023;24000;24000;24000
4;limite_inferior;08/2023;-inf;-inf;-inf
4;limite_superior;08/2023;24000;24000;24000
4;limite_inferior;09/2023;-inf;-inf;-inf
4;limite_superior;09/2023;24000;24000;24000
4;limite_inferior;10/2023;-inf;-inf;-inf
4;limite_superior;10/2023;24000;24000;24000
4;limite_inferior;11/2023;-inf;-inf;-inf
4;limite_superior;11/2023;24000;24000;24000
4;limite_inferior;12/2023;-inf;-inf;-inf
4;limite_superior;12/2023;24000;24000;24000
4;limite_inferior;01/2024;-inf;-inf;-inf
4;limite_superior;01/2024;24000;24000;24000
4;limite_inferior;02/2024;-inf;-inf;-inf
4;limite_superior;02/2024;24000;24000;24000
4;limite_inferior;03/2024;-inf;-inf;-inf
4;limite_superior;03/2024;24000;24000;24000
4;limite_inferior;04/2024;-inf;-inf;-inf
4;limite_superior;04/2024;24000;24000;24000
4;limite_inferior;05/2024;-inf;-inf;-inf
4;limite_superior;05/2024;24000;24000;24000
4;limite_inferior;06/2024;-inf;-inf;-inf
4;limite_superior;06/2024;24000;24000;24000
4;limite_inferior;07/2024;-inf;-inf;-inf
4;limite_superior;07/2024;24000;24000;24000
4;limite_inferior;08/2024;-inf;-inf;-inf
4;limite_superior;08/2024;24000;24000;24000
4;limite_inferior;09/2024;-inf;-inf;-inf
4;limite_superior;09/2024;24000;24000;24000
4;limite_inferior;10/2024;-inf;-inf;-inf
4;limite_superior;10/2024;24000;24000;24000
4;limite_inferior;11/2024;-inf;-inf;-inf
4;limite_superior;11/2024;24000;24000;24000
4;limite_inferior;12/2024;-inf;-inf;-inf
4;limite_superior;12/2024;24000;24000;24000
5;limite_superior;01/2020;inf;inf;inf
5;limite_inferior;01/2020;623;623;623
5;limite_inferior;02/2020;623;623;623
5;limite_superior;02/2020;inf;inf;inf
5;limite_inferior;03/2020;623;623;623
5;limite_superior;03/2020;inf;inf;inf
5;limite_inferior;04/2020;623;623;623
5;limite_superior;04/2020;inf;inf;inf
5;limite_inferior;05/2020;623;623;623
5;limite_superior;05/2020;inf;inf;inf
5;limite_inferior;06/2020;623;623;623
5;limite_superior;06/2020;inf;inf;inf
5;limite_inferior;07/2020;623;623;623
5;limite_superior;07/2020;inf;inf;inf
5;limite_inferior;08/2020;623;623;623
5;limite_superior;08/2020;inf;inf;inf
5;limite_inferior;09/2020;623;623;623
5;limite_superior;09/2020;inf;inf;inf
5;limite_inferior;10/2020;623;623;623
5;limite_superior;10/2020;inf;inf;inf
5;limite_inferior;11/2020;623;623;623
5;limite_superior;11/2020;inf;inf;inf
5;limite_inferior;12/2020;623;623;623
5;limite_superior;12/2020;inf;inf;inf
5;limite_inferior;01/2021;623;623;623
5;limite_superior;01/2021;inf;inf;inf
5;limite_inferior;02/2021;623;623;623
5;limite_superior;02/2021;inf;inf;inf
5;limite_inferior;03/2021;623;623;623
5;limite_superior;03/2021;inf;inf;inf
5;limite_inferior;04/2021;622.8;622.8;622.8
5;limite_superior;04/2021;inf;inf;inf
5;limite_inferior;05/2021;622.8;622.8;622.8
5;limite_superior;05/2021;inf;inf;inf
5;limite_inferior;06/2021;622.8;622.8;622.8
5;limite_superior;06/2021;inf;inf;inf
5;limite_inferior;07/2021;622.8;622.8;622.8
5;limite_superior;07/2021;inf;inf;inf
5;limite_inferior;08/2021;622.8;622.8;622.8
5;limite_superior;08/2021;inf;inf;inf
5;limite_inferior;09/2021;622.8;622.8;622.8
5;limite_superior;09/2021;inf;inf;inf
5;limite_inferior;10/2021;0;0;0
5;limite_superior;10/2021;inf;inf;inf
5;limite_inferior;11/2021;0;0;0
5;limite_superior;11/2021;inf;inf;inf
5;limite_inferior;12/2021;0;0;0
5;limite_superior;12/2021;inf;inf;inf
5;limite_inferior;01/2022;0;0;0
5;limite_superior;01/2022;inf;inf;inf
5;limite_inferior;02/2022;0;0;0
5;limite_superior;02/2022;inf;inf;inf
5;limite_inferior;03/2022;0;0;0
5;limite_superior;03/2022;inf;inf;inf
5;limite_inferior;04/2022;0;0;0
5;limite_superior;04/2022;inf;inf;inf
5;limite_inferior;05/2022;0;0;0
5;limite_superior;05/2022;inf;inf;inf
5;limite_inferior;06/2022;622.8;622.8;622.8
5;limite_superior;06/2022;inf;inf;inf
5;limite_inferior;07/2022;622.8;622.8;622.8
5;limite_superior;07/2022;inf;inf;inf
5;limite_inferior;08/2022;622.8;622.8;622.8
5;limite_superior;08/2022;inf;inf;inf
5;limite_inferior;09/2022;622.8;622.8;622.8
5;limite_superior;09/2022;inf;inf;inf
5;limite_inferior;10/2022;0;0;0
5;limite_superior;10/2022;inf;inf;inf
5;limite_inferior;11/2022;0;0;0
5;limite_superior;11/2022;inf;inf;inf
5;limite_inferior;12/2022;0;0;0
5;limite_superior;12/2022;inf;inf;inf
5;limite_inferior;01/2023;0;0;0
5;limite_superior;01/2023;inf;inf;inf
5;limite_inferior;02/2023;0;0;0
5;limite_superior;02/2023;inf;inf;inf
5;limite_inferior;03/2023;0;0;0
5;limite_superior;03/2023;inf;inf;inf
5;limite_inferior;04/2023;0;0;0
5;limite_superior;04/2023;inf;inf;inf
5;limite_inferior;05/2023;0;0;0
5;limite_superior;05/2023;inf;inf;inf
5;limite_inferior;06/2023;622.8;622.8;622.8
5;limite_superior;06/2023;inf;inf;inf
5;limite_inferior;07/2023;622.8;622.8;622.8
5;limite_superior;07/2023;inf;inf;inf
5;limite_inferior;08/2023;622.8;622.8;622.8
5;limite_superior;08/2023;inf;inf;inf
5;limite_inferior;09/2023;622.8;622.8;622.8
5;limite_superior;09/2023;inf;inf;inf
5;limite_inferior;10/2023;0;0;0
5;limite_superior;10/2023;inf;inf;inf
5;limite_inferior;11/2023;0;0;0
5;limite_superior;11/2023;inf;inf;inf
5;limite_inferior;12/2023;0;0;0
5;limite_superior;12/2023;inf;inf;inf
5;limite_inferior;01/2024;0;0;0
5;limite_superior;01/2024;inf;inf;inf
5;limite_inferior;02/2024;0;0;0
5;limite_superior;02/2024;inf;inf;inf
5;limite_inferior;03/2024;0;0;0
5;limite_superior;03/2024;inf;inf;inf
5;limite_inferior;04/2024;0;0;0
5;limite_superior;04/2024;inf;inf;inf
5;limite_inferior;05/2024;0;0;0
5;limite_superior;05/2024;inf;inf;inf
5;limite_inferior;06/2024;622.8;622.8;622.8
5;limite_superior;06/2024;inf;inf;inf
5;limite_inferior;07/2024;622.8;622.8;622.8
5;limite_superior;07/2024;inf;inf;inf
5;limite_inferior;08/2024;622.8;622.8;622.8
5;limite_superior;08/2024;inf;inf;inf
5;limite_inferior;09/2024;622.8;622.8;622.8
5;limite_superior;09/2024;inf;inf;inf
5;limite_inferior;10/2024;0;0;0
5;limite_superior;10/2024;inf;inf;inf
5;limite_inferior;11/2024;0;0;0
5;limite_superior;11/2024;inf;inf;inf
5;limite_inferior;12/2024;0;0;0
5;limite_superior;12/2024;inf;inf;inf
6;limite_inferior;01/2020;783.4;783.4;783.4
6;limite_superior;01/2020;inf;inf;inf
6;limite_inferior;02/2020;783.4;783.4;783.4
6;limite_superior;02/2020;inf;inf;inf
6;limite_inferior;03/2020;783.4;783.4;783.4
6;limite_superior;03/2020;inf;inf;inf
6;limite_inferior;04/2020;783.4;783.4;783.4
6;limite_superior;04/2020;inf;inf;inf
6;limite_inferior;05/2020;783.4;783.4;783.4
6;limite_superior;05/2020;inf;inf;inf
6;limite_inferior;06/2020;783.4;783.4;783.4
6;limite_superior;06/2020;inf;inf;inf
6;limite_inferior;07/2020;783.4;783.4;783.4
6;limite_superior;07/2020;inf;inf;inf
6;limite_inferior;08/2020;783.4;783.4;783.4
6;limite_superior;08/2020;inf;inf;inf
6;limite_inferior;09/2020;783.4;783.4;783.4
