AttMatriz;Iteradores;1;2;3
percentual_duracao_patamar_carga;01/2020;0.238095238095;0.273809523810;0.488095238095
percentual_duracao_patamar_carga;02/2020;0.218390804598;0.261494252874;0.520114942529
percentual_duracao_patamar_carga;03/2020;0.226666666667;0.266666666667;0.506666666667
percentual_duracao_patamar_carga;04/2020;0.262345679012;0.219135802469;0.518518518519
percentual_duracao_patamar_carga;05/2020;0.333333333333;0.194444444444;0.472222222222
percentual_duracao_patamar_carga;06/2020;0.320000000000;0.193333333333;0.486666666667
percentual_duracao_patamar_carga;07/2020;0.357142857143;0.196428571429;0.446428571429
percentual_duracao_patamar_carga;08/2020;0.338709677419;0.194892473118;0.466397849462
percentual_duracao_patamar_carga;09/2020;0.272435897436;0.221153846154;0.506410256410
percentual_duracao_patamar_carga;10/2020;0.272988505747;0.221264367816;0.505747126437
percentual_duracao_patamar_carga;11/2020;0.222222222222;0.263888888889;0.513888888889
percentual_duracao_patamar_carga;12/2020;0.222222222222;0.263888888889;0.513888888889
percentual_duracao_patamar_carga;01/2021;0.222222222222;0.263888888889;0.513888888889
percentual_duracao_patamar_carga;02/2021;0.202898550725;0.251811594203;0.545289855072
percentual_duracao_patamar_carga;03/2021;0.230769230769;0.269230769231;0.500000000000
percentual_duracao_patamar_carga;04/2021;0.282738095238;0.223214285714;0.494047619048
percentual_duracao_patamar_carga;05/2021;0.338709677419;0.194892473118;0.466397849462
percentual_duracao_patamar_carga;06/2021;0.346153846154;0.195512820513;0.458333333333
percentual_duracao_patamar_carga;07/2021;0.344827586207;0.195402298851;0.459770114943
percentual_duracao_patamar_carga;08/2021;0.340000000000;0.195000000000;0.465000000000
percentual_duracao_patamar_carga;09/2021;0.277777777778;0.222222222222;0.500000000000
percentual_duracao_patamar_carga;10/2021;0.263888888889;0.219444444444;0.516666666667
percentual_duracao_patamar_carga;11/2021;0.213333333333;0.258333333333;0.528333333333
percentual_duracao_patamar_carga;12/2021;0.238095238095;0.273809523810;0.488095238095
percentual_duracao_patamar_carga;01/2022;0.225806451613;0.266129032258;0.508064516129
percentual_duracao_patamar_carga;02/2022;0.222222222222;0.277777777778;0.500000000000
percentual_duracao_patamar_carga;03/2022;0.234567901235;0.283950617284;0.481481481481
percentual_duracao_patamar_carga;04/2022;0.258620689655;0.218390804598;0.522988505747
percentual_duracao_patamar_carga;05/2022;0.354800000000;0.196200000000;0.449000000000
percentual_duracao_patamar_carga;06/2022;0.350000000000;0.195800000000;0.454200000000
percentual_duracao_patamar_carga;07/2022;0.338700000000;0.194900000000;0.466400000000
percentual_duracao_patamar_carga;08/2022;0.371000000000;0.197600000000;0.431400000000
percentual_duracao_patamar_carga;09/2022;0.291700000000;0.225000000000;0.483300000000
percentual_duracao_patamar_carga;10/2022;0.268800000000;0.220400000000;0.510800000000
percentual_duracao_patamar_carga;11/2022;0.222200000000;0.277800000000;0.500000000000
percentual_duracao_patamar_carga;12/2022;0.236600000000;0.284900000000;0.478500000000
percentual_duracao_patamar_carga;01/2023;0.236600000000;0.284900000000;0.478500000000
percentual_duracao_patamar_carga;02/2023;0.226200000000;0.279800000000;0.494000000000
percentual_duracao_patamar_carga;03/2023;0.247300000000;0.290300000000;0.462400000000
percentual_duracao_patamar_carga;04/2023;0.250000000000;0.216700000000;0.533300000000
percentual_duracao_patamar_carga;05/2023;0.354800000000;0.196200000000;0.449000000000
percentual_duracao_patamar_carga;06/2023;0.350000000000;0.195800000000;0.454200000000
percentual_duracao_patamar_carga;07/2023;0.338700000000;0.194900000000;0.466400000000
percentual_duracao_patamar_carga;08/2023;0.371000000000;0.197600000000;0.431400000000
percentual_duracao_patamar_carga;09/2023;0.277800000000;0.222200000000;0.500000000000
percentual_duracao_patamar_carga;10/2023;0.282300000000;0.223100000000;0.494600000000
percentual_duracao_patamar_carga;11/2023;0.222200000000;0.277800000000;0.500000000000
percentual_duracao_patamar_carga;12/2023;0.215100000000;0.274200000000;0.510700000000
percentual_duracao_patamar_carga;01/2024;0.236600000000;0.284900000000;0.478500000000
percentual_duracao_patamar_carga;02/2024;0.229900000000;0.281600000000;0.488500000000
percentual_duracao_patamar_carga;03/2024;0.215100000000;0.274200000000;0.510700000000
percentual_duracao_patamar_carga;04/2024;0.305600000000;0.227800000000;0.466600000000
percentual_duracao_patamar_carga;05/2024;0.338700000000;0.194900000000;0.466400000000
percentual_duracao_patamar_carga;06/2024;0.333300000000;0.194400000000;0.472300000000
percentual_duracao_patamar_carga;07/2024;0.371000000000;0.197600000000;0.431400000000
percentual_duracao_patamar_carga;08/2024;0.354800000000;0.196200000000;0.449000000000
percentual_duracao_patamar_carga;09/2024;0.291700000000;0.225000000000;0.483300000000
percentual_duracao_patamar_carga;10/2024;0.309100000000;0.228500000000;0.462400000000
percentual_duracao_patamar_carga;11/2024;0.222200000000;0.277800000000;0.500000000000
percentual_duracao_patamar_carga;12/2024;0.225800000000;0.279600000000;0.494600000000
