idRestricaoEletrica;AttMatriz;Iteradores;1;2;3
11;potencia_maxima;09/2023;inf;inf;inf
11;potencia_maxima;10/2023;inf;inf;inf
11;potencia_maxima;11/2023;inf;inf;inf
11;potencia_maxima;12/2023;inf;inf;inf
11;potencia_maxima;01/2024;inf;inf;inf
11;potencia_maxima;02/2024;inf;inf;inf
11;potencia_maxima;03/2024;inf;inf;inf
11;potencia_maxima;04/2024;inf;inf;inf
11;potencia_maxima;05/2024;inf;inf;inf
11;potencia_maxima;06/2024;inf;inf;inf
11;potencia_maxima;07/2024;inf;inf;inf
11;potencia_maxima;08/2024;inf;inf;inf
11;potencia_maxima;09/2024;inf;inf;inf
11;potencia_maxima;10/2024;inf;inf;inf
11;potencia_maxima;11/2024;inf;inf;inf
11;potencia_maxima;12/2024;inf;inf;inf
11;potencia_minima;01/2020;118;118;118
11;potencia_minima;02/2020;118;118;118
11;potencia_minima;03/2020;129;129;129
11;potencia_minima;04/2020;139;139;139
11;potencia_minima;05/2020;140;140;140
11;potencia_minima;06/2020;140;140;140
11;potencia_minima;07/2020;140;140;140
11;potencia_minima;08/2020;140;140;140
11;potencia_minima;09/2020;139;139;139
11;potencia_minima;10/2020;134;134;134
11;potencia_minima;11/2020;126;126;126
11;potencia_minima;12/2020;121;121;121
11;potencia_minima;01/2021;115;115;115
11;potencia_minima;02/2021;118;118;118
11;potencia_minima;03/2021;121;121;121
11;potencia_minima;04/2021;124;124;124
11;potencia_minima;05/2021;126;126;126
11;potencia_minima;06/2021;126;126;126
11;potencia_minima;07/2021;126;126;126
11;potencia_minima;08/2021;121;121;121
11;potencia_minima;09/2021;118;118;118
11;potencia_minima;10/2021;115;115;115
11;potencia_minima;11/2021;115;115;115
11;potencia_minima;12/2021;118;118;118
11;potencia_minima;01/2022;0;0;0
11;potencia_minima;02/2022;0;0;0
11;potencia_minima;03/2022;0;0;0
11;potencia_minima;04/2022;0;0;0
11;potencia_minima;05/2022;0;0;0
11;potencia_minima;06/2022;126;126;126
11;potencia_minima;07/2022;126;126;126
11;potencia_minima;08/2022;121;121;121
11;potencia_minima;09/2022;118;118;118
11;potencia_minima;10/2022;115;115;115
11;potencia_minima;11/2022;115;115;115
11;potencia_minima;12/2022;118;118;118
11;potencia_minima;01/2023;0;0;0
11;potencia_minima;02/2023;0;0;0
11;potencia_minima;03/2023;0;0;0
11;potencia_minima;04/2023;0;0;0
11;potencia_minima;05/2023;0;0;0
11;potencia_minima;06/2023;126;126;126
11;potencia_minima;07/2023;126;126;126
11;potencia_minima;08/2023;121;121;121
11;potencia_minima;09/2023;118;118;118
11;potencia_minima;10/2023;115;115;115
11;potencia_minima;11/2023;115;115;115
11;potencia_minima;12/2023;118;118;118
11;potencia_minima;01/2024;0;0;0
11;potencia_minima;02/2024;0;0;0
11;potencia_minima;03/2024;0;0;0
11;potencia_minima;04/2024;0;0;0
11;potencia_minima;05/2024;0;0;0
11;potencia_minima;06/2024;126;126;126
11;potencia_minima;07/2024;126;126;126
11;potencia_minima;08/2024;121;121;121
11;potencia_minima;09/2024;118;118;118
11;potencia_minima;10/2024;115;115;115
11;potencia_minima;11/2024;115;115;115
11;potencia_minima;12/2024;118;118;118
12;potencia_maxima;01/2020;inf;inf;inf
12;potencia_maxima;02/2020;inf;inf;inf
12;potencia_maxima;03/2020;inf;inf;inf
12;potencia_maxima;04/2020;inf;inf;inf
12;potencia_maxima;05/2020;inf;inf;inf
12;potencia_maxima;06/2020;inf;inf;inf
12;potencia_maxima;07/2020;inf;inf;inf
12;potencia_maxima;08/2020;inf;inf;inf
12;potencia_maxima;09/2020;inf;inf;inf
12;potencia_maxima;10/2020;inf;inf;inf
12;potencia_maxima;11/2020;inf;inf;inf
12;potencia_maxima;12/2020;inf;inf;inf
12;potencia_maxima;01/2021;inf;inf;inf
12;potencia_maxima;02/2021;inf;inf;inf
12;potencia_maxima;03/2021;inf;inf;inf
12;potencia_maxima;04/2021;inf;inf;inf
12;potencia_maxima;05/2021;inf;inf;inf
12;potencia_maxima;06/2021;inf;inf;inf
12;potencia_maxima;07/2021;inf;inf;inf
12;potencia_maxima;08/2021;inf;inf;inf
12;potencia_maxima;09/2021;inf;inf;inf
12;potencia_maxima;10/2021;inf;inf;inf
12;potencia_maxima;11/2021;inf;inf;inf
12;potencia_maxima;12/2021;inf;inf;inf
12;potencia_maxima;01/2022;inf;inf;inf
12;potencia_maxima;02/2022;inf;inf;inf
12;potencia_maxima;03/2022;inf;inf;inf
12;potencia_maxima;04/2022;inf;inf;inf
12;potencia_maxima;05/2022;inf;inf;inf
12;potencia_maxima;06/2022;inf;inf;inf
12;potencia_maxima;07/2022;inf;inf;inf
12;potencia_maxima;08/2022;inf;inf;inf
12;potencia_maxima;09/2022;inf;inf;inf
12;potencia_maxima;10/2022;inf;inf;inf
12;potencia_maxima;11/2022;inf;inf;inf
12;potencia_maxima;12/2022;inf;inf;inf
12;potencia_maxima;01/2023;inf;inf;inf
12;potencia_maxima;02/2023;inf;inf;inf
12;potencia_maxima;03/2023;inf;inf;inf
12;potencia_maxima;04/2023;inf;inf;inf
12;potencia_maxima;05/2023;inf;inf;inf
12;potencia_maxima;06/2023;inf;inf;inf
12;potencia_maxima;07/2023;inf;inf;inf
12;potencia_maxima;08/2023;inf;inf;inf
12;potencia_maxima;09/2023;inf;inf;inf
12;potencia_maxima;10/2023;inf;inf;inf
12;potencia_maxima;11/2023;inf;inf;inf
12;potencia_maxima;12/2023;inf;inf;inf
12;potencia_maxima;01/2024;inf;inf;inf
12;potencia_maxima;02/2024;inf;inf;inf
12;potencia_maxima;03/2024;inf;inf;inf
12;potencia_maxima;04/2024;inf;inf;inf
12;potencia_maxima;05/2024;inf;inf;inf
12;potencia_maxima;06/2024;inf;inf;inf
12;potencia_maxima;07/2024;inf;inf;inf
12;potencia_maxima;08/2024;inf;inf;inf
12;potencia_maxima;09/2024;inf;inf;inf
12;potencia_maxima;10/2024;inf;inf;inf
12;potencia_maxima;11/2024;inf;inf;inf
12;potencia_maxima;12/2024;inf;inf;inf
12;potencia_minima;01/2020;115;115;115
12;potencia_minima;02/2020;115;115;115
12;potencia_minima;03/2020;115;115;115
12;potencia_minima;04/2020;120;120;120
12;potencia_minima;05/2020;120;120;120
12;potencia_minima;06/2020;120;120;120
12;potencia_minima;07/2020;120;120;120
12;potencia_minima;08/2020;120;120;120
12;potencia_minima;09/2020;120;120;120
12;potencia_minima;10/2020;120;120;120
12;potencia_minima;11/2020;115;115;115
12;potencia_minima;12/2020;115;115;115
12;potencia_minima;01/2021;90;90;90
12;potencia_minima;02/2021;90;90;90
12;potencia_minima;03/2021;115;115;115
12;potencia_minima;04/2021;115;115;115
12;potencia_minima;05/2021;115;115;115
12;potencia_minima;06/2021;115;115;115
12;potencia_minima;07/2021;115;115;115
12;potencia_minima;08/2021;115;115;115
12;potencia_minima;09/2021;90;90;90
12;potencia_minima;10/2021;90;90;90
12;potencia_minima;11/2021;90;90;90
12;potencia_minima;12/2021;90;90;90
12;potencia_minima;01/2022;0;0;0
12;potencia_minima;02/2022;0;0;0
12;potencia_minima;03/2022;0;0;0
12;potencia_minima;04/2022;0;0;0
12;potencia_minima;05/2022;0;0;0
12;potencia_minima;06/2022;115;115;115
12;potencia_minima;07/2022;115;115;115
12;potencia_minima;08/2022;115;115;115
12;potencia_minima;09/2022;90;90;90
12;potencia_minima;10/2022;90;90;90
12;potencia_minima;11/2022;90;90;90
12;potencia_minima;12/2022;90;90;90
12;potencia_minima;01/2023;0;0;0
12;potencia_minima;02/2023;0;0;0
12;potencia_minima;03/2023;0;0;0
12;potencia_minima;04/2023;0;0;0
12;potencia_minima;05/2023;0;0;0
12;potencia_minima;06/2023;115;115;115
12;potencia_minima;07/2023;115;115;115
12;potencia_minima;08/2023;115;115;115
12;potencia_minima;09/2023;90;90;90
12;potencia_minima;10/2023;90;90;90
12;potencia_minima;11/2023;90;90;90
12;potencia_minima;12/2023;90;90;90
12;potencia_minima;01/2024;0;0;0
12;potencia_minima;02/2024;0;0;0
12;potencia_minima;03/2024;0;0;0
12;potencia_minima;04/2024;0;0;0
12;potencia_minima;05/2024;0;0;0
12;potencia_minima;06/2024;115;115;115
12;potencia_minima;07/2024;115;115;115
12;potencia_minima;08/2024;115;115;115
12;potencia_minima;09/2024;90;90;90
12;potencia_minima;10/2024;90;90;90
12;potencia_minima;11/2024;90;90;90
12;potencia_minima;12/2024;90;90;90
13;potencia_maxima;01/2020;inf;inf;inf
13;potencia_maxima;02/2020;inf;inf;inf
13;potencia_maxima;03/2020;inf;inf;inf
13;potencia_maxima;04/2020;inf;inf;inf
13;potencia_maxima;05/2020;inf;inf;inf
13;potencia_maxima;06/2020;inf;inf;inf
13;potencia_maxima;07/2020;inf;inf;inf
13;potencia_maxima;08/2020;inf;inf;inf
13;potencia_maxima;09/2020;inf;inf;inf
13;potencia_maxima;10/2020;inf;inf;inf
13;potencia_maxima;11/2020;inf;inf;inf
13;potencia_maxima;12/2020;inf;inf;inf
13;potencia_maxima;01/2021;inf;inf;inf
13;potencia_maxima;02/2021;inf;inf;inf
13;potencia_maxima;03/2021;inf;inf;inf
13;potencia_maxima;04/2021;inf;inf;inf
13;potencia_maxima;05/2021;inf;inf;inf
13;potencia_maxima;06/2021;inf;inf;inf
13;potencia_maxima;07/2021;inf;inf;inf
13;potencia_maxima;08/2021;inf;inf;inf
13;potencia_maxima;09/2021;inf;inf;inf
13;potencia_maxima;10/2021;inf;inf;inf
13;potencia_maxima;11/2021;inf;inf;inf
13;potencia_maxima;12/2021;inf;inf;inf
13;potencia_maxima;01/2022;inf;inf;inf
13;potencia_maxima;02/2022;inf;inf;inf
13;potencia_maxima;03/2022;inf;inf;inf
13;potencia_maxima;04/2022;inf;inf;inf
13;potencia_maxima;05/2022;inf;inf;inf
13;potencia_maxima;06/2022;inf;inf;inf
13;potencia_maxima;07/2022;inf;inf;inf
13;potencia_maxima;08/2022;inf;inf;inf
13;potencia_maxima;09/2022;inf;inf;inf
13;potencia_maxima;10/2022;inf;inf;inf
13;potencia_maxima;11/2022;inf;inf;inf
13;potencia_maxima;12/2022;inf;inf;inf
13;potencia_maxima;01/2023;inf;inf;inf
13;potencia_maxima;02/2023;inf;inf;inf
13;potencia_maxima;03/2023;inf;inf;inf
13;potencia_maxima;04/2023;inf;inf;inf
13;potencia_maxima;05/2023;inf;inf;inf
13;potencia_maxima;06/2023;inf;inf;inf
13;potencia_maxima;07/2023;inf;inf;inf
13;potencia_maxima;08/2023;inf;inf;inf
13;potencia_maxima;09/2023;inf;inf;inf
13;potencia_maxima;10/2023;inf;inf;inf
13;potencia_maxima;11/2023;inf;inf;inf
13;potencia_maxima;12/2023;inf;inf;inf
13;potencia_maxima;01/2024;inf;inf;inf
13;potencia_maxima;02/2024;inf;inf;inf
13;potencia_maxima;03/2024;inf;inf;inf
13;potencia_maxima;04/2024;inf;inf;inf
13;potencia_maxima;05/2024;inf;inf;inf
13;potencia_maxima;06/2024;inf;inf;inf
13;potencia_maxima;07/2024;inf;inf;inf
13;potencia_maxima;08/2024;inf;inf;inf
13;potencia_maxima;09/2024;inf;inf;inf
13;potencia_maxima;10/2024;inf;inf;inf
13;potencia_maxima;11/2024;inf;inf;inf
13;potencia_maxima;12/2024;inf;inf;inf
13;potencia_minima;01/2020;563;563;563
13;potencia_minima;02/2020;563;563;563
13;potencia_minima;03/2020;563;563;563
13;potencia_minima;04/2020;0;0;0
13;potencia_minima;05/2020;0;0;0
13;potencia_minima;06/2020;0;0;0
13;potencia_minima;07/2020;0;0;0
13;potencia_minima;08/2020;0;0;0
13;potencia_minima;09/2020;0;0;0
13;potencia_minima;10/2020;0;0;0
13;potencia_minima;11/2020;0;0;0
13;potencia_minima;12/2020;0;0;0
13;potencia_minima;01/2021;0;0;0
13;potencia_minima;02/2021;0;0;0
13;potencia_minima;03/2021;0;0;0
13;potencia_minima;04/2021;0;0;0
13;potencia_minima;05/2021;0;0;0
13;potencia_minima;06/2021;0;0;0
13;potencia_minima;07/2021;0;0;0
13;potencia_minima;08/2021;0;0;0
13;potencia_minima;09/2021;0;0;0
13;potencia_minima;10/2021;0;0;0
13;potencia_minima;11/2021;0;0;0
13;potencia_minima;12/2021;0;0;0
13;potencia_minima;01/2022;0;0;0
13;potencia_minima;02/2022;0;0;0
13;potencia_minima;03/2022;0;0;0
13;potencia_minima;04/2022;0;0;0
13;potencia_minima;05/2022;0;0;0
13;potencia_minima;06/2022;0;0;0
13;potencia_minima;07/2022;0;0;0
13;potencia_minima;08/2022;0;0;0
13;potencia_minima;09/2022;0;0;0
13;potencia_minima;10/2022;0;0;0
13;potencia_minima;11/2022;0;0;0
13;potencia_minima;12/2022;0;0;0
13;potencia_minima;01/2023;0;0;0
13;potencia_minima;02/2023;0;0;0
13;potencia_minima;03/2023;0;0;0
13;potencia_minima;04/2023;0;0;0
13;potencia_minima;05/2023;0;0;0
13;potencia_minima;06/2023;0;0;0
13;potencia_minima;07/2023;0;0;0
13;potencia_minima;08/2023;0;0;0
13;potencia_minima;09/2023;0;0;0
13;potencia_minima;10/2023;0;0;0
13;potencia_minima;11/2023;0;0;0
13;potencia_minima;12/2023;0;0;0
13;potencia_minima;01/2024;0;0;0
13;potencia_minima;02/2024;0;0;0
13;potencia_minima;03/2024;0;0;0
13;potencia_minima;04/2024;0;0;0
13;potencia_minima;05/2024;0;0;0
13;potencia_minima;06/2024;0;0;0
13;potencia_minima;07/2024;0;0;0
13;potencia_minima;08/2024;0;0;0
13;potencia_minima;09/2024;0;0;0
13;potencia_minima;10/2024;0;0;0
13;potencia_minima;11/2024;0;0;0
13;potencia_minima;12/2024;0;0;0
14;potencia_maxima;01/2020;212;212;212
14;potencia_maxima;02/2020;212;212;212
14;potencia_maxima;03/2020;212;212;212
14;potencia_maxima;04/2020;212;212;212
14;potencia_maxima;05/2020;212;212;212
14;potencia_maxima;06/2020;212;212;212
14;potencia_maxima;07/2020;212;212;212
14;potencia_maxima;08/2020;212;212;212
14;potencia_maxima;09/2020;212;212;212
14;potencia_maxima;10/2020;212;212;212
14;potencia_maxima;11/2020;212;212;212
14;potencia_maxima;12/2020;212;212;212
14;potencia_maxima;01/2021;212;212;212
14;potencia_maxima;02/2021;212;212;212
14;potencia_maxima;03/2021;212;212;212
14;potencia_maxima;04/2021;212;212;212
14;potencia_maxima;05/2021;212;212;212
14;potencia_maxima;06/2021;212;212;212
14;potencia_maxima;07/2021;212;212;212
14;potencia_maxima;08/2021;212;212;212
14;potencia_maxima;09/2021;212;212;212
14;potencia_maxima;10/2021;212;212;212
14;potencia_maxima;11/2021;212;212;212
14;potencia_maxima;12/2021;212;212;212
14;potencia_maxima;01/2022;212;212;212
14;potencia_maxima;02/2022;212;212;212
14;potencia_maxima;03/2022;212;212;212
14;potencia_maxima;04/2022;212;212;212
14;potencia_maxima;05/2022;212;212;212
14;potencia_maxima;06/2022;212;212;212
14;potencia_maxima;07/2022;212;212;212
14;potencia_maxima;08/2022;212;212;212
14;potencia_maxima;09/2022;212;212;212
14;potencia_maxima;10/2022;212;212;212
14;potencia_maxima;11/2022;212;212;212
14;potencia_maxima;12/2022;212;212;212
14;potencia_maxima;01/2023;212;212;212
14;potencia_maxima;02/2023;212;212;212
14;potencia_maxima;03/2023;212;212;212
14;potencia_maxima;04/2023;212;212;212
14;potencia_maxima;05/2023;212;212;212
14;potencia_maxima;06/2023;212;212;212
14;potencia_maxima;07/2023;212;212;212
14;potencia_maxima;08/2023;212;212;212
14;potencia_maxima;09/2023;212;212;212
14;potencia_maxima;10/2023;212;212;212
14;potencia_maxima;11/2023;212;212;212
14;potencia_maxima;12/2023;212;212;212
14;potencia_maxima;01/2024;212;212;212
14;potencia_maxima;02/2024;212;212;212
14;potencia_maxima;03/2024;212;212;212
14;potencia_maxima;04/2024;212;212;212
14;potencia_maxima;05/2024;212;212;212
14;potencia_maxima;06/2024;212;212;212
14;potencia_maxima;07/2024;212;212;212
14;potencia_maxima;08/2024;212;212;212
14;potencia_maxima;09/2024;212;212;212
14;potencia_maxima;10/2024;212;212;212
14;potencia_maxima;11/2024;212;212;212
14;potencia_maxima;12/2024;212;212;212
14;potencia_minima;01/2020;50;50;50
14;potencia_minima;02/2020;45;45;45
14;potencia_minima;03/2020;45;45;45
14;potencia_minima;04/2020;50;50;50
14;potencia_minima;05/2020;54;54;54
14;potencia_minima;06/2020;57;57;57
14;potencia_minima;07/2020;57;57;57
14;potencia_minima;08/2020;57;57;57
14;potencia_minima;09/2020;57;57;57
14;potencia_minima;10/2020;55;55;55
14;potencia_minima;11/2020;55;55;55
14;potencia_minima;12/2020;55;55;55
14;potencia_minima;01/2021;48;48;48
14;potencia_minima;02/2021;48;48;48
14;potencia_minima;03/2021;48;48;48
14;potencia_minima;04/2021;48;48;48
14;potencia_minima;05/2021;48;48;48
14;potencia_minima;06/2021;48;48;48
14;potencia_minima;07/2021;50;50;50
14;potencia_minima;08/2021;50;50;50
14;potencia_minima;09/2021;50;50;50
14;potencia_minima;10/2021;50;50;50
14;potencia_minima;11/2021;50;50;50
14;potencia_minima;12/2021;50;50;50
14;potencia_minima;01/2022;50;50;50
14;potencia_minima;02/2022;50;50;50
14;potencia_minima;03/2022;50;50;50
14;potencia_minima;04/2022;50;50;50
14;potencia_minima;05/2022;50;50;50
14;potencia_minima;06/2022;48;48;48
14;potencia_minima;07/2022;50;50;50
14;potencia_minima;08/2022;50;50;50
14;potencia_minima;09/2022;50;50;50
14;potencia_minima;10/2022;50;50;50
14;potencia_minima;11/2022;50;50;50
14;potencia_minima;12/2022;50;50;50
14;potencia_minima;01/2023;50;50;50
14;potencia_minima;02/2023;50;50;50
14;potencia_minima;03/2023;50;50;50
14;potencia_minima;04/2023;50;50;50
14;potencia_minima;05/2023;50;50;50
14;potencia_minima;06/2023;48;48;48
14;potencia_minima;07/2023;50;50;50
14;potencia_minima;08/2023;50;50;50
14;potencia_minima;09/2023;50;50;50
14;potencia_minima;10/2023;50;50;50
14;potencia_minima;11/2023;50;50;50
14;potencia_minima;12/2023;50;50;50
14;potencia_minima;01/2024;50;50;50
14;potencia_minima;02/2024;50;50;50
14;potencia_minima;03/2024;50;50;50
14;potencia_minima;04/2024;50;50;50
14;potencia_minima;05/2024;50;50;50
14;potencia_minima;06/2024;48;48;48
14;potencia_minima;07/2024;50;50;50
14;potencia_minima;08/2024;50;50;50
14;potencia_minima;09/2024;50;50;50
14;potencia_minima;10/2024;50;50;50
14;potencia_minima;11/2024;50;50;50
14;potencia_minima;12/2024;50;50;50
15;potencia_maxima;01/2020;inf;inf;inf
15;potencia_maxima;02/2020;inf;inf;inf
15;potencia_maxima;03/2020;inf;inf;inf
15;potencia_maxima;04/2020;inf;inf;inf
15;potencia_maxima;05/2020;inf;inf;inf
15;potencia_maxima;06/2020;inf;inf;inf
15;potencia_maxima;07/2020;inf;inf;inf
15;potencia_maxima;08/2020;inf;inf;inf
15;potencia_maxima;09/2020;inf;inf;inf
15;potencia_maxima;10/2020;inf;inf;inf
15;potencia_maxima;11/2020;inf;inf;inf
15;potencia_maxima;12/2020;inf;inf;inf
15;potencia_maxima;01/2021;inf;inf;inf
15;potencia_maxima;02/2021;inf;inf;inf
15;potencia_maxima;03/2021;inf;inf;inf
15;potencia_maxima;04/2021;inf;inf;inf
15;potencia_maxima;05/2021;inf;inf;inf
15;potencia_maxima;06/2021;inf;inf;inf
15;potencia_maxima;07/2021;inf;inf;inf
15;potencia_maxima;08/2021;inf;inf;inf
15;potencia_maxima;09/2021;inf;inf;inf
15;potencia_maxima;10/2021;inf;inf;inf
15;potencia_maxima;11/2021;inf;inf;inf
15;potencia_maxima;12/2021;inf;inf;inf
15;potencia_maxima;01/2022;inf;inf;inf
15;potencia_maxima;02/2022;inf;inf;inf
15;potencia_maxima;03/2022;inf;inf;inf
15;potencia_maxima;04/2022;inf;inf;inf
15;potencia_maxima;05/2022;inf;inf;inf
15;potencia_maxima;06/2022;inf;inf;inf
15;potencia_maxima;07/2022;inf;inf;inf
15;potencia_maxima;08/2022;inf;inf;inf
15;potencia_maxima;09/2022;inf;inf;inf
15;potencia_maxima;10/2022;inf;inf;inf
15;potencia_maxima;11/2022;inf;inf;inf
15;potencia_maxima;12/2022;inf;inf;inf
15;potencia_maxima;01/2023;inf;inf;inf
15;potencia_maxima;02/2023;inf;inf;inf
15;potencia_maxima;03/2023;inf;inf;inf
15;potencia_maxima;04/2023;inf;inf;inf
15;potencia_maxima;05/2023;inf;inf;inf
15;potencia_maxima;06/2023;inf;inf;inf
15;potencia_maxima;07/2023;inf;inf;inf
15;potencia_maxima;08/2023;inf;inf;inf
15;potencia_maxima;09/2023;inf;inf;inf
15;potencia_maxima;10/2023;inf;inf;inf
15;potencia_maxima;11/2023;inf;inf;inf
15;potencia_maxima;12/2023;inf;inf;inf
15;potencia_maxima;01/2024;inf;inf;inf
15;potencia_maxima;02/2024;inf;inf;inf
15;potencia_maxima;03/2024;inf;inf;inf
15;potencia_maxima;04/2024;inf;inf;inf
15;potencia_maxima;05/2024;inf;inf;inf
15;potencia_maxima;06/2024;inf;inf;inf
15;potencia_maxima;07/2024;inf;inf;inf
15;potencia_maxima;08/2024;inf;inf;inf
15;potencia_maxima;09/2024;inf;inf;inf
15;potencia_maxima;10/2024;inf;inf;inf
15;potencia_maxima;11/2024;inf;inf;inf
15;potencia_maxima;12/2024;inf;inf;inf
15;potencia_minima;01/2020;102;102;102
15;potencia_minima;02/2020;50;50;50
15;potencia_minima;03/2020;50;50;50
15;potencia_minima;04/2020;50;50;50
15;potencia_minima;05/2020;50;50;50
15;potencia_minima;06/2020;50;50;50
15;potencia_minima;07/2020;50;50;50
15;potencia_minima;08/2020;50;50;50
15;potencia_minima;09/2020;50;50;50
15;potencia_minima;10/2020;50;50;50
15;potencia_minima;11/2020;50;50;50
15;potencia_minima;12/2020;50;50;50
15;potencia_minima;01/2021;50;50;50
15;potencia_minima;02/2021;50;50;50
15;potencia_minima;03/2021;42;42;42
15;potencia_minima;04/2021;42;42;42
15;potencia_minima;05/2021;42;42;42
15;potencia_minima;06/2021;42;42;42
15;potencia_minima;07/2021;42;42;42
15;potencia_minima;08/2021;42;42;42
15;potencia_minima;09/2021;42;42;42
15;potencia_minima;10/2021;42;42;42
15;potencia_minima;11/2021;42;42;42
15;potencia_minima;12/2021;42;42;42
15;potencia_minima;01/2022;42;42;42
15;potencia_minima;02/2022;42;42;42
15;potencia_minima;03/2022;42;42;42
15;potencia_minima;04/2022;42;42;42
15;potencia_minima;05/2022;42;42;42
15;potencia_minima;06/2022;42;42;42
15;potencia_minima;07/2022;42;42;42
15;potencia_minima;08/2022;42;42;42
15;potencia_minima;09/2022;42;42;42
15;potencia_minima;10/2022;42;42;42
15;potencia_minima;11/2022;42;42;42
15;potencia_minima;12/2022;42;42;42
15;potencia_minima;01/2023;42;42;42
15;potencia_minima;02/2023;42;42;42
15;potencia_minima;03/2023;42;42;42
15;potencia_minima;04/2023;42;42;42
15;potencia_minima;05/2023;42;42;42
15;potencia_minima;06/2023;42;42;42
15;potencia_minima;07/2023;42;42;42
15;potencia_minima;08/2023;42;42;42
15;potencia_minima;09/2023;42;42;42
15;potencia_minima;10/2023;42;42;42
15;potencia_minima;11/2023;42;42;42
15;potencia_minima;12/2023;42;42;42
15;potencia_minima;01/2024;42;42;42
15;potencia_minima;02/2024;42;42;42
15;potencia_minima;03/2024;42;42;42
15;potencia_minima;04/2024;42;42;42
15;potencia_minima;05/2024;42;42;42
15;potencia_minima;06/2024;42;42;42
15;potencia_minima;07/2024;42;42;42
15;potencia_minima;08/2024;42;42;42
15;potencia_minima;09/2024;42;42;42
15;potencia_minima;10/2024;42;42;42
15;potencia_minima;11/2024;42;42;42
15;potencia_minima;12/2024;42;42;42
16;potencia_maxima;01/2020;inf;inf;inf
16;potencia_maxima;02/2020;inf;inf;inf
16;potencia_maxima;03/2020;inf;inf;inf
16;potencia_maxima;04/2020;inf;inf;inf
16;potencia_maxima;05/2020;inf;inf;inf
16;potencia_maxima;06/2020;inf;inf;inf
16;potencia_maxima;07/2020;inf;inf;inf
16;potencia_maxima;08/2020;inf;inf;inf
16;potencia_maxima;09/2020;inf;inf;inf
16;potencia_maxima;10/2020;inf;inf;inf
16;potencia_maxima;11/2020;inf;inf;inf
16;potencia_maxima;12/2020;inf;inf;inf
16;potencia_maxima;01/2021;inf;inf;inf
16;potencia_maxima;02/2021;inf;inf;inf
16;potencia_maxima;03/2021;inf;inf;inf
16;potencia_maxima;04/2021;inf;inf;inf
16;potencia_maxima;05/2021;inf;inf;inf
16;potencia_maxima;06/2021;inf;inf;inf
16;potencia_maxima;07/2021;inf;inf;inf
16;potencia_maxima;08/2021;inf;inf;inf
16;potencia_maxima;09/2021;inf;inf;inf
16;potencia_maxima;10/2021;inf;inf;inf
16;potencia_maxima;11/2021;inf;inf;inf
16;potencia_maxima;12/2021;inf;inf;inf
16;potencia_maxima;01/2022;inf;inf;inf
16;potencia_maxima;02/2022;inf;inf;inf
16;potencia_maxima;03/2022;inf;inf;inf
16;potencia_maxima;04/2022;inf;inf;inf
16;potencia_maxima;05/2022;inf;inf;inf
16;potencia_maxima;06/2022;inf;inf;inf
16;potencia_maxima;07/2022;inf;inf;inf
16;potencia_maxima;08/2022;inf;inf;inf
16;potencia_maxima;09/2022;inf;inf;inf
16;potencia_maxima;10/2022;inf;inf;inf
16;potencia_maxima;11/2022;inf;inf;inf
16;potencia_maxima;12/2022;inf;inf;inf
16;potencia_maxima;01/2023;inf;inf;inf
16;potencia_maxima;02/2023;inf;inf;inf
16;potencia_maxima;03/2023;inf;inf;inf
16;potencia_maxima;04/2023;inf;inf;inf
16;potencia_maxima;05/2023;inf;inf;inf
16;potencia_maxima;06/2023;inf;inf;inf
16;potencia_maxima;07/2023;inf;inf;inf
16;potencia_maxima;08/2023;inf;inf;inf
16;potencia_maxima;09/2023;inf;inf;inf
16;potencia_maxima;10/2023;inf;inf;inf
16;potencia_maxima;11/2023;inf;inf;inf
16;potencia_maxima;12/2023;inf;inf;inf
16;potencia_maxima;01/2024;inf;inf;inf
16;potencia_maxima;02/2024;inf;inf;inf
16;potencia_maxima;03/2024;inf;inf;inf
16;potencia_maxima;04/2024;inf;inf;inf
16;potencia_maxima;05/2024;inf;inf;inf
16;potencia_maxima;06/2024;inf;inf;inf
16;potencia_maxima;07/2024;inf;inf;inf
16;potencia_maxima;08/2024;inf;inf;inf
16;potencia_maxima;09/2024;inf;inf;inf
16;potencia_maxima;10/2024;inf;inf;inf
16;potencia_maxima;11/2024;inf;inf;inf
16;potencia_maxima;12/2024;inf;inf;inf
16;potencia_minima;01/2020;21;21;21
16;potencia_minima;02/2020;21;21;21
16;potencia_minima;03/2020;21;21;21
16;potencia_minima;04/2020;21;21;21
16;potencia_minima;05/2020;21;21;21
16;potencia_minima;06/2020;21;21;21
16;potencia_minima;07/2020;21;21;21
16;potencia_minima;08/2020;21;21;21
16;potencia_minima;09/2020;21;21;21
16;potencia_minima;10/2020;21;21;21
16;potencia_minima;11/2020;21;21;21
16;potencia_minima;12/2020;21;21;21
16;potencia_minima;01/2021;21;21;21
16;potencia_minima;02/2021;21;21;21
16;potencia_minima;03/2021;16;16;16
16;potencia_minima;04/2021;16;16;16
16;potencia_minima;05/2021;16;16;16
16;potencia_minima;06/2021;16;16;16
16;potencia_minima;07/2021;16;16;16
16;potencia_minima;08/2021;16;16;16
16;potencia_minima;09/2021;16;16;16
16;potencia_minima;10/2021;16;16;16
16;potencia_minima;11/2021;16;16;16
16;potencia_minima;12/2021;16;16;16
16;potencia_minima;01/2022;16;16;16
16;potencia_minima;02/2022;16;16;16
16;potencia_minima;03/2022;16;16;16
16;potencia_minima;04/2022;16;16;16
