idHidreletrica;AttVetor;01/2020;02/2020;03/2020;04/2020;05/2020;06/2020;07/2020;08/2020;09/2020;10/2020;11/2020;12/2020;01/2021;02/2021;03/2021;04/2021;05/2021;06/2021;07/2021;08/2021;09/2021;10/2021;11/2021;12/2021;01/2022;02/2022;03/2022;04/2022;05/2022;06/2022;07/2022;08/2022;09/2022;10/2022;11/2022;12/2022;01/2023;02/2023;03/2023;04/2023;05/2023;06/2023;07/2023;08/2023;09/2023;10/2023;11/2023;12/2023;01/2024;02/2024;03/2024;04/2024;05/2024;06/2024;07/2024;08/2024;09/2024;10/2024;11/2024;12/2024
2;vazao_retirada;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2;disponibilidade;0.931000000000;0.931000000000;0.931000000000;0.931000000000;0.931000000000;0.927000000000;0.926000000000;0.926000000000;0.926000000000;0.926000000000;0.926000000000;0.926000000000;0.926000000000;0.926000000000;0.926000000000;0.926000000000;0.926000000000;0.918000000000;0.918000000000;0.918000000000;0.918000000000;0.918000000000;0.918000000000;0.918000000000;0.918000000000;0.918000000000;0.918000000000;0.918000000000;0.918000000000;0.918000000000;0.918000000000;0.918000000000;0.918000000000;0.918000000000;0.918000000000;0.918000000000;0.918000000000;0.918000000000;0.918000000000;0.918000000000;0.918000000000;0.918000000000;0.918000000000;0.918000000000;0.918000000000;0.918000000000;0.918000000000;0.918000000000;0.918000000000;0.918000000000;0.918000000000;0.918000000000;0.918000000000;0.918000000000;0.918000000000;0.918000000000;0.918000000000;0.918000000000;0.918000000000;0.918000000000
3;tipo_detalhamento_producao;por_usina;por_usina;por_usina;por_usina;por_usina;por_usina;por_usina;por_usina;por_usina;por_usina;por_usina;por_usina;por_usina;por_usina;por_usina;por_usina;por_usina;por_usina;por_usina;por_usina;por_usina;por_usina;por_usina;por_usina;por_usina;por_usina;por_usina;por_usina;por_usina;por_usina;por_usina;por_usina;por_usina;por_usina;por_usina;por_usina;por_usina;por_usina;por_usina;por_usina;por_usina;por_usina;por_usina;por_usina;por_usina;por_usina;por_usina;por_usina;por_usina;por_usina;por_usina;por_usina;por_usina;por_usina;por_usina;por_usina;por_usina;por_usina;por_usina;por_usina
3;regularizacao;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3;vazao_turbinada_minima;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3;vazao_turbinada_maxima;520.616927625484;514.135194884640;514.135194884640;514.135194884640;514.135194884640;514.135194884640;514.135194884640;514.135194884640;514.135194884640;514.135194884640;514.135194884640;514.135194884640;514.135194884640;514.135194884640;514.135194884640;514.135194884640;514.135194884640;514.135194884640;514.135194884640;514.135194884640;514.135194884640;514.135194884640;514.135194884640;514.135194884640;514.135194884640;507.156365961517;507.156365961517;507.156365961517;507.156365961517;514.135194884640;514.135194884640;514.135194884640;514.135194884640;514.135194884640;514.135194884640;514.135194884640;514.135194884640;507.156365961517;507.156365961517;507.156365961517;507.156365961517;514.135194884640;514.135194884640;514.135194884640;514.135194884640;514.135194884640;514.135194884640;514.135194884640;514.135194884640;507.156365961517;507.156365961517;507.156365961517;507.156365961517;514.135194884640;514.135194884640;514.135194884640;514.135194884640;514.135194884640;514.135194884640;514.135194884640
3;vazao_retirada;0.600000000000;0.600000000000;1.700000000000;3.300000000000;1.100000000000;3.100000000000;3;1.800000000000;3.500000000000;0.600000000000;0.600000000000;0.600000000000;0.600000000000;0.600000000000;1.700000000000;3.400000000000;1.100000000000;3.100000000000;3;1.900000000000;3.600000000000;0.600000000000;0.600000000000;0.600000000000;0.600000000000;0.600000000000;1.800000000000;3.500000000000;1.100000000000;3.100000000000;3;1.900000000000;3.600000000000;0.600000000000;0.600000000000;0.600000000000;0.600000000000;0.600000000000;1.800000000000;3.500000000000;1.100000000000;3.100000000000;3;1.900000000000;3.600000000000;0.600000000000;0.600000000000;0.600000000000;0.600000000000;0.600000000000;1.800000000000;3.500000000000;1.100000000000;3.100000000000;3;1.900000000000;3.600000000000;0.600000000000;0.600000000000;0.600000000000
3;disponibilidade;0.932000000000;0.932000000000;0.932000000000;0.932000000000;0.932000000000;0.942000000000;0.942000000000;0.942000000000;0.942000000000;0.942000000000;0.942000000000;0.942000000000;0.942000000000;0.942000000000;0.942000000000;0.942000000000;0.942000000000;0.952000000000;0.952000000000;0.952000000000;0.952000000000;0.952000000000;0.952000000000;0.952000000000;0.952000000000;0.952000000000;0.952000000000;0.952000000000;0.952000000000;0.952000000000;0.952000000000;0.952000000000;0.952000000000;0.952000000000;0.952000000000;0.952000000000;0.952000000000;0.952000000000;0.952000000000;0.952000000000;0.952000000000;0.952000000000;0.952000000000;0.952000000000;0.952000000000;0.952000000000;0.952000000000;0.952000000000;0.952000000000;0.952000000000;0.952000000000;0.952000000000;0.952000000000;0.952000000000;0.952000000000;0.952000000000;0.952000000000;0.952000000000;0.952000000000;0.952000000000
4;tipo_detalhamento_producao;por_usina;por_usina;por_usina;por_usina;por_usina;por_usina;por_usina;por_usina;por_usina;por_usina;por_usina;por_usina;por_usina;por_usina;por_usina;por_usina;por_usina;por_usina;por_usina;por_usina;por_usina;por_usina;por_usina;por_usina;por_usina;por_usina;por_usina;por_usina;por_usina;por_usina;por_usina;por_usina;por_usina;por_usina;por_usina;por_usina;por_usina;por_usina;por_usina;por_usina;por_usina;por_usina;por_usina;por_usina;por_usina;por_usina;por_usina;por_usina;por_usina;por_usina;por_usina;por_usina;por_usina;por_usina;por_usina;por_usina;por_usina;por_usina;por_usina;por_usina
4;regularizacao;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
4;vazao_turbinada_minima;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
4;vazao_turbinada_maxima;1593.819266285421;1597.954705915289;1644.244069470258;1672.923542538726;1673.103561875725;1673.103561875725;1673.103561875725;1673.103561875725;1666.567979679140;1652.515101844799;1630.357039984242;1614.392264252660;1595.186985695030;1621.614737939348;1631.823937199782;1646.870260657629;1647.770434829797;1645.071747462856;1636.732481877637;1623.806003107976;1609.209205210732;1530.916409670271;1535.379835883587;1544.346885403241;1557.799472710079;1605.569863196534;1635.940940568381;1641.311973595704;1648.524392675632;1645.071747462856;1636.732481877637;1623.806003107976;1609.209205210732;1530.916409670271;1535.379835883587;1544.346885403241;1557.799472710079;1605.569863196534;1635.940940568381;1641.311973595704;1648.524392675632;1645.071747462856;1636.732481877637;1623.806003107976;1609.209205210732;1530.916409670271;1535.379835883587;1544.346885403241;1557.799472710079;1605.569863196534;1635.940940568381;1641.311973595704;1648.524392675632;1645.071747462856;1636.732481877637;1623.806003107976;1609.209205210732;1530.916409670271;1535.379835883587;1544.346885403241
4;vazao_retirada;3;2.900000000000;6.300000000000;9.700000000000;3.800000000000;11.600000000000;12;10.200000000000;10.200000000000;3;7.900000000000;2.900000000000;3.100000000000;2.900000000000;6.400000000000;9.900000000000;3.900000000000;11.900000000000;12.200000000000;10.400000000000;10.500000000000;3.100000000000;8.100000000000;2.900000000000;3.100000000000;3;6.500000000000;10.100000000000;4;11.900000000000;12.200000000000;10.400000000000;10.500000000000;3.100000000000;8.100000000000;2.900000000000;3.100000000000;3;6.500000000000;10.100000000000;4;11.900000000000;12.200000000000;10.400000000000;10.500000000000;3.100000000000;8.100000000000;2.900000000000;3.100000000000;3;6.500000000000;10.100000000000;4;11.900000000000;12.200000000000;10.400000000000;10.500000000000;3.100000000000;8.100000000000;2.900000000000
4;disponibilidade;0.837000000000;0.837000000000;0.837000000000;0.837000000000;0.837000000000;0.920000000000;0.899000000000;0.899000000000;0.899000000000;0.899000000000;0.899000000000;0.899000000000;0.899000000000;0.899000000000;0.899000000000;0.899000000000;0.899000000000;0.965000000000;0.965000000000;0.965000000000;0.965000000000;0.965000000000;0.965000000000;0.965000000000;0.965000000000;0.965000000000;0.965000000000;0.965000000000;0.965000000000;0.965000000000;0.965000000000;0.965000000000;0.965000000000;0.965000000000;0.965000000000;0.965000000000;0.965000000000;0.965000000000;0.965000000000;0.965000000000;0.965000000000;0.965000000000;0.965000000000;0.965000000000;0.965000000000;0.965000000000;0.965000000000;0.965000000000;0.965000000000;0.965000000000;0.965000000000;0.965000000000;0.965000000000;0.965000000000;0.965000000000;0.965000000000;0.965000000000;0.965000000000;0.965000000000;0.965000000000
5;tipo_detalhamento_producao;por_usina;por_usina;por_usina;por_usina;por_usina;por_usina;por_usina;por_usina;por_usina;por_usina;por_usina;por_usina;por_usina;por_usina;por_usina;por_usina;por_usina;por_usina;por_usina;por_usina;por_usina;por_usina;por_usina;por_usina;por_usina;por_usina;por_usina;por_usina;por_usina;por_usina;por_usina;por_usina;por_usina;por_usina;por_usina;por_usina;por_usina;por_usina;por_usina;por_usina;por_usina;por_usina;por_usina;por_usina;por_usina;por_usina;por_usina;por_usina;por_usina;por_usina;por_usina;por_usina;por_usina;por_usina;por_usina;por_usina;por_usina;por_usina;por_usina;por_usina
5;regularizacao;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
5;vazao_turbinada_minima;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5;vazao_turbinada_maxima;1226.143818881335;1250.905298265843;1289.261033337810;1305.924971302403;1301.304366845404;1318.017701180065;1317.500932546388;1283.217612082666;1261.318723530163;1256.943786789120;1240.259415466183;1216.539191271987;1224.032559126199;1216.140184465715;1222.215129531712;1249.742540831098;1263.998289947218;1273.503236801403;1262.458447397904;1237.540950825707;1199.644772671835;1090.922332077005;1092.241126816469;1091.500227732837;1124.009417211732;1210.076514529179;1254.978499578908;1252.385429206502;1265.144712441960;1273.503236801403;1262.458447397904;1237.540950825707;1199.644772671835;1090.922332077005;1092.241126816469;1091.500227732837;1124.009417211732;1210.076514529179;1254.978499578908;1252.385429206502;1265.144712441960;1273.503236801403;1262.458447397904;1237.540950825707;1199.644772671835;1090.922332077005;1092.241126816469;1091.500227732837;1124.009417211732;1210.076514529179;1254.978499578908;1252.385429206502;1265.144712441960;1273.503236801403;1262.458447397904;1237.540950825707;1199.644772671835;1090.922332077005;1092.241126816469;1091.500227732837
5;vazao_retirada;0.600000000000;0.600000000000;1.100000000000;1;0.700000000000;1.300000000000;1.300000000000;1.100000000000;1.400000000000;0.600000000000;0.700000000000;0.600000000000;0.600000000000;0.600000000000;1.100000000000;1;0.800000000000;1.300000000000;1.400000000000;1.200000000000;1.500000000000;0.600000000000;0.700000000000;0.600000000000;0.600000000000;0.600000000000;1.100000000000;1;0.800000000000;1.300000000000;1.400000000000;1.200000000000;1.500000000000;0.600000000000;0.700000000000;0.600000000000;0.600000000000;0.600000000000;1.100000000000;1;0.800000000000;1.300000000000;1.400000000000;1.200000000000;1.500000000000;0.600000000000;0.700000000000;0.600000000000;0.600000000000;0.600000000000;1.100000000000;1;0.800000000000;1.300000000000;1.400000000000;1.200000000000;1.500000000000;0.600000000000;0.700000000000;0.600000000000
5;disponibilidade;0.872000000000;0.872000000000;0.872000000000;0.872000000000;0.872000000000;0.893000000000;0.882000000000;0.882000000000;0.882000000000;0.882000000000;0.882000000000;0.882000000000;0.882000000000;0.882000000000;0.882000000000;0.882000000000;0.882000000000;0.940000000000;0.940000000000;0.940000000000;0.940000000000;0.940000000000;0.940000000000;0.940000000000;0.940000000000;0.940000000000;0.940000000000;0.940000000000;0.940000000000;0.940000000000;0.940000000000;0.940000000000;0.940000000000;0.940000000000;0.940000000000;0.940000000000;0.940000000000;0.940000000000;0.940000000000;0.940000000000;0.940000000000;0.940000000000;0.940000000000;0.940000000000;0.940000000000;0.940000000000;0.940000000000;0.940000000000;0.940000000000;0.940000000000;0.940000000000;0.940000000000;0.940000000000;0.940000000000;0.940000000000;0.940000000000;0.940000000000;0.940000000000;0.940000000000;0.940000000000
6;tipo_detalhamento_producao;por_usina;por_usina;por_usina;por_usina;por_usina;por_usina;por_usina;por_usina;por_usina;por_usina;por_usina;por_usina;por_usina;por_usina;por_usina;por_usina;por_usina;por_usina;por_usina;por_usina;por_usina;por_usina;por_usina;por_usina;por_usina;por_usina;por_usina;por_usina;por_usina;por_usina;por_usina;por_usina;por_usina;por_usina;por_usina;por_usina;por_usina;por_usina;por_usina;por_usina;por_usina;por_usina;por_usina;por_usina;por_usina;por_usina;por_usina;por_usina;por_usina;por_usina;por_usina;por_usina;por_usina;por_usina;por_usina;por_usina;por_usina;por_usina;por_usina;por_usina
6;regularizacao;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6;vazao_turbinada_minima;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6;vazao_turbinada_maxima;1961.858997374228;2003.767315557923;2003.767315557923;2003.767315557923;2003.767315557923;2003.767315557923;2003.767315557923;2003.767315557923;2003.767315557923;2003.767315557923;2003.767315557923;2003.767315557923;2003.767315557923;2003.767315557923;2003.767315557923;2003.767315557923;2003.767315557923;2003.767315557923;2003.767315557923;2003.767315557923;2003.767315557923;1974.542521964630;1974.618022906156;1974.618022906156;1974.618022906156;2030.636154704169;2030.636154704169;2030.636154704169;2030.636154704169;2003.767315557923;2003.767315557923;2003.767315557923;2003.767315557923;1974.542521964630;1974.618022906156;1974.618022906156;1974.618022906156;2030.636154704169;2030.636154704169;2030.636154704169;2030.636154704169;2003.767315557923;2003.767315557923;2003.767315557923;2003.767315557923;1974.542521964630;1974.618022906156;1974.618022906156;1974.618022906156;2030.636154704169;2030.636154704169;2030.636154704169;2030.636154704169;2003.767315557923;2003.767315557923;2003.767315557923;2003.767315557923;1974.542521964630;1974.618022906156;1974.618022906156
6;vazao_retirada;0.100000000000;0.100000000000;0.200000000000;0.100000000000;0.200000000000;0.400000000000;0.400000000000;0.300000000000;0.400000000000;0.100000000000;0.100000000000;0.100000000000;0.100000000000;0.100000000000;0.200000000000;0.200000000000;0.200000000000;0.400000000000;0.400000000000;0.300000000000;0.400000000000;0.100000000000;0.100000000000;0.100000000000;0.100000000000;0.100000000000;0.200000000000;0.200000000000;0.200000000000;0.400000000000;0.400000000000;0.300000000000;0.400000000000;0.100000000000;0.100000000000;0.100000000000;0.100000000000;0.100000000000;0.200000000000;0.200000000000;0.200000000000;0.400000000000;0.400000000000;0.300000000000;0.400000000000;0.100000000000;0.100000000000;0.100000000000;0.100000000000;0.100000000000;0.200000000000;0.200000000000;0.200000000000;0.400000000000;0.400000000000;0.300000000000;0.400000000000;0.100000000000;0.100000000000;0.100000000000
6;disponibilidade;0.924000000000;0.924000000000;0.924000000000;0.924000000000;0.924000000000;0.945000000000;0.945000000000;0.945000000000;0.945000000000;0.945000000000;0.945000000000;0.945000000000;0.945000000000;0.945000000000;0.945000000000;0.945000000000;0.945000000000;0.962000000000;0.962000000000;0.962000000000;0.962000000000;0.962000000000;0.962000000000;0.962000000000;0.962000000000;0.962000000000;0.962000000000;0.962000000000;0.962000000000;0.962000000000;0.962000000000;0.962000000000;0.962000000000;0.962000000000;0.962000000000;0.962000000000;0.962000000000;0.962000000000;0.962000000000;0.962000000000;0.962000000000;0.962000000000;0.962000000000;0.962000000000;0.962000000000;0.962000000000;0.962000000000;0.962000000000;0.962000000000;0.962000000000;0.962000000000;0.962000000000;0.962000000000;0.962000000000;0.962000000000;0.962000000000;0.962000000000;0.962000000000;0.962000000000;0.962000000000
7;tipo_detalhamento_producao;por_usina;por_usina;por_usina;por_usina;por_usina;por_usina;por_usina;por_usina;por_usina;por_usina;por_usina;por_usina;por_usina;por_usina;por_usina;por_usina;por_usina;por_usina;por_usina;por_usina;por_usina;por_usina;por_usina;por_usina;por_usina;por_usina;por_usina;por_usina;por_usina;por_usina;por_usina;por_usina;por_usina;por_usina;por_usina;por_usina;por_usina;por_usina;por_usina;por_usina;por_usina;por_usina;por_usina;por_usina;por_usina;por_usina;por_usina;por_usina;por_usina;por_usina;por_usina;por_usina;por_usina;por_usina;por_usina;por_usina;por_usina;por_usina;por_usina;por_usina
7;regularizacao;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
7;vazao_turbinada_minima;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
7;vazao_turbinada_maxima;1048.832910534511;1071.315701329869;1071.315701329869;1071.315701329869;1071.315701329869;1071.315701329869;1071.315701329869;1071.315701329869;1071.315701329869;1071.315701329869;1071.315701329869;1071.315701329869;1071.315701329869;1071.315701329869;1071.315701329869;1071.315701329869;1071.315701329869;1071.315701329869;1071.315701329869;1071.315701329869;1071.315701329869;1071.315701329869;1071.315701329869;1071.315701329869;1071.315701329869;1071.994018956715;1071.994018956715;1071.994018956715;1071.994018956715;1071.315701329869;1071.315701329869;1071.315701329869;1071.315701329869;1071.315701329869;1071.315701329869;1071.315701329869;1071.315701329869;1071.994018956715;1071.994018956715;1071.994018956715;1071.994018956715;1071.315701329869;1071.315701329869;1071.315701329869;1071.315701329869;1071.315701329869;1071.315701329869;1071.315701329869;1071.315701329869;1071.994018956715;1071.994018956715;1071.994018956715;1071.994018956715;1071.315701329869;1071.315701329869;1071.315701329869;1071.315701329869;1071.315701329869;1071.315701329869;1071.315701329869
7;vazao_retirada;0;0;0.200000000000;0.200000000000;0.200000000000;0.400000000000;0.400000000000;0.300000000000;0.300000000000;0;0;0;0;0;0.200000000000;0.200000000000;0.200000000000;0.400000000000;0.400000000000;0.300000000000;0.300000000000;0;0;0;0;0;0.200000000000;0.200000000000;0.200000000000;0.400000000000;0.400000000000;0.300000000000;0.300000000000;0;0;0;0;0;0.200000000000;0.200000000000;0.200000000000;0.400000000000;0.400000000000;0.300000000000;0.300000000000;0;0;0;0;0;0.200000000000;0.200000000000;0.200000000000;0.400000000000;0.400000000000;0.300000000000;0.300000000000;0;0;0
7;disponibilidade;0.922000000000;0.922000000000;0.922000000000;0.922000000000;0.922000000000;0.878000000000;0.899000000000;0.899000000000;0.899000000000;0.899000000000;0.899000000000;0.899000000000;0.899000000000;0.899000000000;0.899000000000;0.899000000000;0.899000000000;0.831000000000;0.831000000000;0.831000000000;0.831000000000;0.831000000000;0.831000000000;0.831000000000;0.831000000000;0.831000000000;0.831000000000;0.831000000000;0.831000000000;0.831000000000;0.831000000000;0.831000000000;0.831000000000;0.831000000000;0.831000000000;0.831000000000;0.831000000000;0.831000000000;0.831000000000;0.831000000000;0.831000000000;0.831000000000;0.831000000000;0.831000000000;0.831000000000;0.831000000000;0.831000000000;0.831000000000;0.831000000000;0.831000000000;0.831000000000;0.831000000000;0.831000000000;0.831000000000;0.831000000000;0.831000000000;0.831000000000;0.831000000000;0.831000000000;0.831000000000
8;tipo_detalhamento_producao;por_usina;por_usina;por_usina;por_usina;por_usina;por_usina;por_usina;por_usina;por_usina;por_usina;por_usina;por_usina;por_usina;por_usina;por_usina;por_usina;por_usina;por_usina;por_usina;por_usina;por_usina;por_usina;por_usina;por_usina;por_usina;por_usina;por_usina;por_usina;por_usina;por_usina;por_usina;por_usina;por_usina;por_usina;por_usina;por_usina;por_usina;por_usina;por_usina;por_usina;por_usina;por_usina;por_usina;por_usina;por_usina;por_usina;por_usina;por_usina;por_usina;por_usina;por_usina;por_usina;por_usina;por_usina;por_usina;por_usina;por_usina;por_usina;por_usina;por_usina
8;regularizacao;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
