idTermeletrica;AttMatriz;Iteradores;1;2;3
7;potencia_minima;01/2021;200;200;200
7;potencia_util;01/2021;0;0;0
7;custo_de_operacao;01/2021;181.360000000000;181.360000000000;181.360000000000
7;potencia_disponivel_maxima;01/2021;200;200;200
7;potencia_disponivel_minima;01/2021;200;200;200
8;potencia_util;01/2021;0;0;0
8;custo_de_operacao;01/2021;193.730000000000;193.730000000000;193.730000000000
8;potencia_disponivel_minima;01/2021;218.700000000000;218.700000000000;218.700000000000
8;potencia_disponivel_maxima;01/2021;218.700000000000;218.700000000000;218.700000000000
8;potencia_minima;01/2021;218.700000000000;218.700000000000;218.700000000000
11;potencia_util;01/2021;84.800000000000;84.800000000000;84.800000000000
11;potencia_minima;01/2021;0;0;0
11;potencia_disponivel_minima;01/2021;0;0;0
11;custo_de_operacao;01/2021;283.740000000000;283.740000000000;283.740000000000
11;potencia_disponivel_maxima;01/2021;84.800000000000;84.800000000000;84.800000000000
12;potencia_disponivel_minima;01/2021;0;0;0
12;potencia_disponivel_maxima;01/2021;0;0;0
12;potencia_minima;01/2021;0;0;0
12;potencia_util;01/2021;0;0;0
12;custo_de_operacao;01/2021;310.410000000000;310.410000000000;310.410000000000
14;potencia_minima;01/2021;0;0;0
14;custo_de_operacao;01/2021;346.370000000000;346.370000000000;346.370000000000
14;potencia_util;01/2021;0;0;0
14;potencia_disponivel_minima;01/2021;0;0;0
14;potencia_disponivel_maxima;01/2021;0;0;0
20;potencia_disponivel_maxima;01/2021;126;126;126
20;potencia_disponivel_minima;01/2021;0;0;0
20;custo_de_operacao;01/2021;401.520000000000;401.520000000000;401.520000000000
20;potencia_util;01/2021;126;126;126
20;potencia_minima;01/2021;0;0;0
21;potencia_disponivel_maxima;01/2021;0;0;0
21;potencia_minima;01/2021;0;0;0
21;potencia_disponivel_minima;01/2021;0;0;0
21;custo_de_operacao;01/2021;470.340000000000;470.340000000000;470.340000000000
21;potencia_util;01/2021;0;0;0
22;potencia_disponivel_minima;01/2021;0;0;0
22;potencia_minima;01/2021;0;0;0
22;potencia_util;01/2021;490;490;490
22;custo_de_operacao;01/2021;471.480000000000;471.480000000000;471.480000000000
22;potencia_disponivel_maxima;01/2021;490;490;490
23;custo_de_operacao;01/2021;548.040000000000;548.040000000000;548.040000000000
23;potencia_minima;01/2021;0;0;0
23;potencia_util;01/2021;345;345;345
23;potencia_disponivel_minima;01/2021;0;0;0
23;potencia_disponivel_maxima;01/2021;345;345;345
24;potencia_disponivel_minima;01/2021;0;0;0
24;potencia_minima;01/2021;0;0;0
24;potencia_util;01/2021;880;880;880
24;custo_de_operacao;01/2021;612.360000000000;612.360000000000;612.360000000000
24;potencia_disponivel_maxima;01/2021;880;880;880
25;custo_de_operacao;01/2021;680.780000000000;680.780000000000;680.780000000000
25;potencia_minima;01/2021;0;0;0
25;potencia_disponivel_maxima;01/2021;175;175;175
25;potencia_disponivel_minima;01/2021;0;0;0
25;potencia_util;01/2021;175;175;175
26;custo_de_operacao;01/2021;910.860000000000;910.860000000000;910.860000000000
26;potencia_util;01/2021;0;0;0
26;potencia_minima;01/2021;0;0;0
26;potencia_disponivel_minima;01/2021;0;0;0
26;potencia_disponivel_maxima;01/2021;0;0;0
27;potencia_disponivel_minima;01/2021;0;0;0
27;custo_de_operacao;01/2021;761.060000000000;761.060000000000;761.060000000000
27;potencia_util;01/2021;0;0;0
27;potencia_minima;01/2021;0;0;0
27;potencia_disponivel_maxima;01/2021;0;0;0
29;potencia_disponivel_minima;01/2021;0;0;0
29;potencia_minima;01/2021;0;0;0
29;potencia_util;01/2021;0;0;0
29;potencia_disponivel_maxima;01/2021;0;0;0
29;custo_de_operacao;01/2021;978.100000000000;978.100000000000;978.100000000000
30;custo_de_operacao;01/2021;1178.850000000000;1178.850000000000;1178.850000000000
30;potencia_util;01/2021;0;0;0
30;potencia_minima;01/2021;0;0;0
30;potencia_disponivel_minima;01/2021;0;0;0
30;potencia_disponivel_maxima;01/2021;0;0;0
31;potencia_util;01/2021;135.800000000000;135.800000000000;135.800000000000
31;potencia_disponivel_minima;01/2021;0;0;0
31;potencia_minima;01/2021;0;0;0
31;custo_de_operacao;01/2021;1236.040000000000;1236.040000000000;1236.040000000000
31;potencia_disponivel_maxima;01/2021;135.800000000000;135.800000000000;135.800000000000
32;custo_de_operacao;01/2021;1695.490000000000;1695.490000000000;1695.490000000000
32;potencia_util;01/2021;53.500000000000;53.500000000000;53.500000000000
32;potencia_minima;01/2021;0;0;0
32;potencia_disponivel_maxima;01/2021;53.500000000000;53.500000000000;53.500000000000
32;potencia_disponivel_minima;01/2021;0;0;0
33;potencia_disponivel_maxima;01/2021;345;345;345
33;potencia_disponivel_minima;01/2021;170;170;170
33;potencia_minima;01/2021;170;170;170
33;potencia_util;01/2021;175;175;175
33;custo_de_operacao;01/2021;69.750000000000;69.750000000000;69.750000000000
34;potencia_minima;01/2021;7.500000000000;7.500000000000;7.500000000000
34;potencia_disponivel_minima;01/2021;7.500000000000;7.500000000000;7.500000000000
34;potencia_disponivel_maxima;01/2021;7.500000000000;7.500000000000;7.500000000000
34;custo_de_operacao;01/2021;87.750000000000;87.750000000000;87.750000000000
34;potencia_util;01/2021;0;0;0
35;custo_de_operacao;01/2021;87.050000000000;87.050000000000;87.050000000000
35;potencia_util;01/2021;0;0;0
35;potencia_disponivel_maxima;01/2021;350;350;350
35;potencia_disponivel_minima;01/2021;350;350;350
35;potencia_minima;01/2021;350;350;350
36;potencia_disponivel_maxima;01/2021;363;363;363
36;potencia_disponivel_minima;01/2021;0;0;0
36;potencia_minima;01/2021;0;0;0
36;potencia_util;01/2021;363;363;363
36;custo_de_operacao;01/2021;206.840000000000;206.840000000000;206.840000000000
37;potencia_disponivel_maxima;01/2021;262;262;262
37;potencia_disponivel_minima;01/2021;0;0;0
37;potencia_minima;01/2021;0;0;0
37;potencia_util;01/2021;262;262;262
37;custo_de_operacao;01/2021;244.140000000000;244.140000000000;244.140000000000
38;potencia_disponivel_maxima;01/2021;132;132;132
38;potencia_disponivel_minima;01/2021;0;0;0
38;potencia_minima;01/2021;0;0;0
38;custo_de_operacao;01/2021;245.210000000000;245.210000000000;245.210000000000
38;potencia_util;01/2021;132;132;132
39;potencia_disponivel_maxima;01/2021;100;100;100
39;potencia_disponivel_minima;01/2021;0;0;0
39;potencia_minima;01/2021;0;0;0
39;potencia_util;01/2021;100;100;100
39;custo_de_operacao;01/2021;270.480000000000;270.480000000000;270.480000000000
40;potencia_disponivel_minima;01/2021;2;2;2
40;potencia_minima;01/2021;2;2;2
40;potencia_util;01/2021;1;1;1
40;custo_de_operacao;01/2021;311.660000000000;311.660000000000;311.660000000000
40;potencia_disponivel_maxima;01/2021;3;3;3
41;potencia_disponivel_minima;01/2021;0;0;0
41;potencia_minima;01/2021;0;0;0
41;potencia_util;01/2021;0;0;0
41;custo_de_operacao;01/2021;475.680000000000;475.680000000000;475.680000000000
41;potencia_disponivel_maxima;01/2021;0;0;0
42;potencia_util;01/2021;0;0;0
42;potencia_minima;01/2021;0;0;0
42;potencia_disponivel_minima;01/2021;0;0;0
42;potencia_disponivel_maxima;01/2021;0;0;0
42;custo_de_operacao;01/2021;606.280000000000;606.280000000000;606.280000000000
43;custo_de_operacao;01/2021;461.580000000000;461.580000000000;461.580000000000
43;potencia_minima;01/2021;0;0;0
43;potencia_disponivel_minima;01/2021;0;0;0
43;potencia_util;01/2021;0;0;0
43;potencia_disponivel_maxima;01/2021;0;0;0
44;potencia_util;01/2021;243.100000000000;243.100000000000;243.100000000000
44;potencia_minima;01/2021;0;0;0
44;potencia_disponivel_minima;01/2021;0;0;0
44;potencia_disponivel_maxima;01/2021;243.100000000000;243.100000000000;243.100000000000
44;custo_de_operacao;01/2021;698.140000000000;698.140000000000;698.140000000000
45;custo_de_operacao;01/2021;153.270000000000;153.270000000000;153.270000000000
45;potencia_minima;01/2021;372;372;372
45;potencia_disponivel_maxima;01/2021;532.700000000000;532.700000000000;532.700000000000
45;potencia_util;01/2021;160.700000000000;160.700000000000;160.700000000000
45;potencia_disponivel_minima;01/2021;372;372;372
46;potencia_disponivel_minima;01/2021;0;0;0
46;potencia_minima;01/2021;0;0;0
46;potencia_util;01/2021;720;720;720
46;custo_de_operacao;01/2021;173.150000000000;173.150000000000;173.150000000000
46;potencia_disponivel_maxima;01/2021;720;720;720
47;potencia_minima;01/2021;0;0;0
47;potencia_disponivel_maxima;01/2021;365;365;365
47;potencia_disponivel_minima;01/2021;0;0;0
47;custo_de_operacao;01/2021;183.980000000000;183.980000000000;183.980000000000
47;potencia_util;01/2021;365;365;365
48;potencia_disponivel_minima;01/2021;0;0;0
48;potencia_minima;01/2021;0;0;0
48;potencia_util;01/2021;28;28;28
48;custo_de_operacao;01/2021;165.610000000000;165.610000000000;165.610000000000
48;potencia_disponivel_maxima;01/2021;28;28;28
49;potencia_disponivel_maxima;01/2021;326.600000000000;326.600000000000;326.600000000000
49;potencia_disponivel_minima;01/2021;0;0;0
49;potencia_minima;01/2021;0;0;0
49;potencia_util;01/2021;326.600000000000;326.600000000000;326.600000000000
49;custo_de_operacao;01/2021;223.720000000000;223.720000000000;223.720000000000
52;potencia_disponivel_minima;01/2021;0;0;0
52;potencia_minima;01/2021;0;0;0
52;potencia_util;01/2021;20;20;20
52;custo_de_operacao;01/2021;345.020000000000;345.020000000000;345.020000000000
52;potencia_disponivel_maxima;01/2021;20;20;20
53;potencia_disponivel_minima;01/2021;0;0;0
53;potencia_disponivel_maxima;01/2021;200;200;200
53;potencia_minima;01/2021;0;0;0
53;potencia_util;01/2021;200;200;200
53;custo_de_operacao;01/2021;371.440000000000;371.440000000000;371.440000000000
54;custo_de_operacao;01/2021;452.010000000000;452.010000000000;452.010000000000
54;potencia_util;01/2021;0;0;0
54;potencia_minima;01/2021;0;0;0
54;potencia_disponivel_minima;01/2021;0;0;0
54;potencia_disponivel_maxima;01/2021;0;0;0
55;potencia_util;01/2021;310;310;310
55;custo_de_operacao;01/2021;445.290000000000;445.290000000000;445.290000000000
55;potencia_disponivel_maxima;01/2021;310;310;310
55;potencia_disponivel_minima;01/2021;0;0;0
55;potencia_minima;01/2021;0;0;0
56;potencia_minima;01/2021;0;0;0
56;potencia_disponivel_minima;01/2021;0;0;0
56;potencia_util;01/2021;0;0;0
56;potencia_disponivel_maxima;01/2021;0;0;0
56;custo_de_operacao;01/2021;510.120000000000;510.120000000000;510.120000000000
57;custo_de_operacao;01/2021;580.410000000000;580.410000000000;580.410000000000
57;potencia_util;01/2021;150.200000000000;150.200000000000;150.200000000000
57;potencia_minima;01/2021;0;0;0
57;potencia_disponivel_minima;01/2021;0;0;0
57;potencia_disponivel_maxima;01/2021;150.200000000000;150.200000000000;150.200000000000
58;potencia_disponivel_maxima;01/2021;162.900000000000;162.900000000000;162.900000000000
58;custo_de_operacao;01/2021;658.160000000000;658.160000000000;658.160000000000
58;potencia_util;01/2021;162.900000000000;162.900000000000;162.900000000000
58;potencia_minima;01/2021;0;0;0
58;potencia_disponivel_minima;01/2021;0;0;0
59;potencia_disponivel_minima;01/2021;0;0;0
59;potencia_minima;01/2021;0;0;0
59;potencia_util;01/2021;49.700000000000;49.700000000000;49.700000000000
59;custo_de_operacao;01/2021;672.610000000000;672.610000000000;672.610000000000
59;potencia_disponivel_maxima;01/2021;49.700000000000;49.700000000000;49.700000000000
60;custo_de_operacao;01/2021;677.880000000000;677.880000000000;677.880000000000
60;potencia_util;01/2021;162.300000000000;162.300000000000;162.300000000000
60;potencia_minima;01/2021;0;0;0
60;potencia_disponivel_minima;01/2021;0;0;0
60;potencia_disponivel_maxima;01/2021;162.300000000000;162.300000000000;162.300000000000
61;potencia_minima;01/2021;0;0;0
61;potencia_disponivel_maxima;01/2021;162.300000000000;162.300000000000;162.300000000000
61;potencia_disponivel_minima;01/2021;0;0;0
61;custo_de_operacao;01/2021;677.880000000000;677.880000000000;677.880000000000
61;potencia_util;01/2021;162.300000000000;162.300000000000;162.300000000000
62;potencia_disponivel_minima;01/2021;0;0;0
62;potencia_disponivel_maxima;01/2021;169;169;169
62;potencia_util;01/2021;169;169;169
62;custo_de_operacao;01/2021;680.800000000000;680.800000000000;680.800000000000
62;potencia_minima;01/2021;0;0;0
63;custo_de_operacao;01/2021;815.270000000000;815.270000000000;815.270000000000
63;potencia_util;01/2021;23.800000000000;23.800000000000;23.800000000000
63;potencia_minima;01/2021;0;0;0
63;potencia_disponivel_minima;01/2021;0;0;0
63;potencia_disponivel_maxima;01/2021;23.800000000000;23.800000000000;23.800000000000
64;custo_de_operacao;01/2021;686.330000000000;686.330000000000;686.330000000000
64;potencia_disponivel_minima;01/2021;0;0;0
64;potencia_util;01/2021;380.800000000000;380.800000000000;380.800000000000
64;potencia_minima;01/2021;0;0;0
64;potencia_disponivel_maxima;01/2021;380.800000000000;380.800000000000;380.800000000000
65;potencia_minima;01/2021;0;0;0
65;potencia_util;01/2021;135;135;135
65;potencia_disponivel_maxima;01/2021;135;135;135
65;custo_de_operacao;01/2021;772.370000000000;772.370000000000;772.370000000000
65;potencia_disponivel_minima;01/2021;0;0;0
66;potencia_disponivel_maxima;01/2021;135;135;135
66;custo_de_operacao;01/2021;772.370000000000;772.370000000000;772.370000000000
66;potencia_util;01/2021;135;135;135
66;potencia_minima;01/2021;0;0;0
66;potencia_disponivel_minima;01/2021;0;0;0
67;potencia_disponivel_maxima;01/2021;0;0;0
67;potencia_disponivel_minima;01/2021;0;0;0
67;potencia_minima;01/2021;0;0;0
67;potencia_util;01/2021;0;0;0
67;custo_de_operacao;01/2021;1024.390000000000;1024.390000000000;1024.390000000000
68;potencia_disponivel_maxima;01/2021;0;0;0
68;potencia_minima;01/2021;0;0;0
68;potencia_disponivel_minima;01/2021;0;0;0
68;custo_de_operacao;01/2021;1024.390000000000;1024.390000000000;1024.390000000000
68;potencia_util;01/2021;0;0;0
69;potencia_disponivel_maxima;01/2021;0;0;0
69;custo_de_operacao;01/2021;1024.390000000000;1024.390000000000;1024.390000000000
69;potencia_util;01/2021;0;0;0
69;potencia_minima;01/2021;0;0;0
69;potencia_disponivel_minima;01/2021;0;0;0
70;potencia_disponivel_maxima;01/2021;0;0;0
70;potencia_minima;01/2021;0;0;0
70;potencia_util;01/2021;0;0;0
70;custo_de_operacao;01/2021;1024.390000000000;1024.390000000000;1024.390000000000
70;potencia_disponivel_minima;01/2021;0;0;0
71;potencia_disponivel_maxima;01/2021;0;0;0
71;custo_de_operacao;01/2021;1024.390000000000;1024.390000000000;1024.390000000000
71;potencia_util;01/2021;0;0;0
71;potencia_minima;01/2021;0;0;0
71;potencia_disponivel_minima;01/2021;0;0;0
72;potencia_disponivel_maxima;01/2021;0;0;0
72;potencia_disponivel_minima;01/2021;0;0;0
72;potencia_minima;01/2021;0;0;0
72;custo_de_operacao;01/2021;1024.390000000000;1024.390000000000;1024.390000000000
72;potencia_util;01/2021;0;0;0
73;potencia_util;01/2021;0;0;0
73;custo_de_operacao;01/2021;1024.390000000000;1024.390000000000;1024.390000000000
73;potencia_disponivel_minima;01/2021;0;0;0
73;potencia_minima;01/2021;0;0;0
73;potencia_disponivel_maxima;01/2021;0;0;0
74;potencia_disponivel_maxima;01/2021;0;0;0
74;potencia_disponivel_minima;01/2021;0;0;0
74;potencia_minima;01/2021;0;0;0
74;custo_de_operacao;01/2021;1024.390000000000;1024.390000000000;1024.390000000000
74;potencia_util;01/2021;0;0;0
75;custo_de_operacao;01/2021;1024.390000000000;1024.390000000000;1024.390000000000
75;potencia_util;01/2021;0;0;0
75;potencia_minima;01/2021;0;0;0
75;potencia_disponivel_minima;01/2021;0;0;0
75;potencia_disponivel_maxima;01/2021;0;0;0
76;custo_de_operacao;01/2021;1024.390000000000;1024.390000000000;1024.390000000000
76;potencia_util;01/2021;0;0;0
76;potencia_minima;01/2021;0;0;0
76;potencia_disponivel_minima;01/2021;0;0;0
76;potencia_disponivel_maxima;01/2021;0;0;0
77;potencia_minima;01/2021;0;0;0
77;potencia_disponivel_maxima;01/2021;0;0;0
77;potencia_disponivel_minima;01/2021;0;0;0
77;potencia_util;01/2021;0;0;0
77;custo_de_operacao;01/2021;1024.390000000000;1024.390000000000;1024.390000000000
78;custo_de_operacao;01/2021;1019.010000000000;1019.010000000000;1019.010000000000
78;potencia_disponivel_maxima;01/2021;140;140;140
78;potencia_util;01/2021;140;140;140
78;potencia_minima;01/2021;0;0;0
78;potencia_disponivel_minima;01/2021;0;0;0
79;custo_de_operacao;01/2021;1019.010000000000;1019.010000000000;1019.010000000000
79;potencia_util;01/2021;129.500000000000;129.500000000000;129.500000000000
79;potencia_minima;01/2021;0;0;0
79;potencia_disponivel_minima;01/2021;0;0;0
79;potencia_disponivel_maxima;01/2021;129.500000000000;129.500000000000;129.500000000000
80;custo_de_operacao;01/2021;1000.820000000000;1000.820000000000;1000.820000000000
80;potencia_util;01/2021;54.800000000000;54.800000000000;54.800000000000
80;potencia_disponivel_maxima;01/2021;54.800000000000;54.800000000000;54.800000000000
80;potencia_disponivel_minima;01/2021;0;0;0
80;potencia_minima;01/2021;0;0;0
81;potencia_disponivel_minima;01/2021;0;0;0
81;custo_de_operacao;01/2021;1000.830000000000;1000.830000000000;1000.830000000000
81;potencia_util;01/2021;53.100000000000;53.100000000000;53.100000000000
81;potencia_minima;01/2021;0;0;0
81;potencia_disponivel_maxima;01/2021;53.100000000000;53.100000000000;53.100000000000
82;potencia_disponivel_minima;01/2021;0;0;0
82;potencia_minima;01/2021;0;0;0
82;potencia_util;01/2021;132;132;132
82;custo_de_operacao;01/2021;1118;1118;1118
82;potencia_disponivel_maxima;01/2021;132;132;132
83;custo_de_operacao;01/2021;1133.070000000000;1133.070000000000;1133.070000000000
83;potencia_util;01/2021;143;143;143
83;potencia_minima;01/2021;0;0;0
83;potencia_disponivel_minima;01/2021;0;0;0
83;potencia_disponivel_maxima;01/2021;143;143;143
84;potencia_disponivel_maxima;01/2021;94;94;94
84;potencia_disponivel_minima;01/2021;0;0;0
84;potencia_minima;01/2021;0;0;0
84;potencia_util;01/2021;94;94;94
84;custo_de_operacao;01/2021;1133.070000000000;1133.070000000000;1133.070000000000
85;potencia_disponivel_maxima;01/2021;65;65;65
85;potencia_disponivel_minima;01/2021;65;65;65
85;potencia_minima;01/2021;65;65;65
85;potencia_util;01/2021;0;0;0
85;custo_de_operacao;01/2021;0;0;0
86;potencia_disponivel_maxima;01/2021;63;63;63
86;potencia_disponivel_minima;01/2021;63;63;63
86;potencia_util;01/2021;0;0;0
86;custo_de_operacao;01/2021;0;0;0
86;potencia_minima;01/2021;63;63;63
87;potencia_disponivel_minima;01/2021;64.500000000000;64.500000000000;64.500000000000
87;custo_de_operacao;01/2021;0;0;0
87;potencia_util;01/2021;0;0;0
87;potencia_minima;01/2021;64.500000000000;64.500000000000;64.500000000000
87;potencia_disponivel_maxima;01/2021;64.500000000000;64.500000000000;64.500000000000
88;potencia_disponivel_maxima;01/2021;64;64;64
88;potencia_disponivel_minima;01/2021;64;64;64
88;potencia_minima;01/2021;64;64;64
88;potencia_util;01/2021;0;0;0
88;custo_de_operacao;01/2021;0;0;0
89;potencia_minima;01/2021;63;63;63
89;potencia_util;01/2021;0;0;0
89;custo_de_operacao;01/2021;0;0;0
89;potencia_disponivel_maxima;01/2021;63;63;63
89;potencia_disponivel_minima;01/2021;63;63;63
90;potencia_disponivel_maxima;01/2021;590.800000000000;590.800000000000;590.800000000000
90;potencia_disponivel_minima;01/2021;264;264;264
90;potencia_minima;01/2021;264;264;264
90;potencia_util;01/2021;326.800000000000;326.800000000000;326.800000000000
90;custo_de_operacao;01/2021;95.660000000000;95.660000000000;95.660000000000
91;custo_de_operacao;01/2021;95.660000000000;95.660000000000;95.660000000000
91;potencia_disponivel_maxima;01/2021;157;157;157
91;potencia_disponivel_minima;01/2021;75;75;75
91;potencia_minima;01/2021;75;75;75
91;potencia_util;01/2021;82;82;82
92;custo_de_operacao;01/2021;85.720000000000;85.720000000000;85.720000000000
92;potencia_minima;01/2021;0;0;0
92;potencia_util;01/2021;506.700000000000;506.700000000000;506.700000000000
92;potencia_disponivel_minima;01/2021;0;0;0
92;potencia_disponivel_maxima;01/2021;506.700000000000;506.700000000000;506.700000000000
93;custo_de_operacao;01/2021;182.900000000000;182.900000000000;182.900000000000
93;potencia_util;01/2021;0;0;0
93;potencia_minima;01/2021;0;0;0
93;potencia_disponivel_minima;01/2021;0;0;0
93;potencia_disponivel_maxima;01/2021;0;0;0
94;potencia_disponivel_minima;01/2021;0;0;0
94;potencia_minima;01/2021;0;0;0
94;custo_de_operacao;01/2021;182.900000000000;182.900000000000;182.900000000000
94;potencia_disponivel_maxima;01/2021;0;0;0
94;potencia_util;01/2021;0;0;0
95;potencia_disponivel_minima;01/2021;0;0;0
95;custo_de_operacao;01/2021;178.250000000000;178.250000000000;178.250000000000
95;potencia_minima;01/2021;0;0;0
95;potencia_util;01/2021;360.100000000000;360.100000000000;360.100000000000
95;potencia_disponivel_maxima;01/2021;360.100000000000;360.100000000000;360.100000000000
96;potencia_disponivel_minima;01/2021;0;0;0
96;potencia_util;01/2021;56.300000000000;56.300000000000;56.300000000000
96;potencia_minima;01/2021;0;0;0
96;custo_de_operacao;01/2021;151.690000000000;151.690000000000;151.690000000000
96;potencia_disponivel_maxima;01/2021;56.300000000000;56.300000000000;56.300000000000
97;custo_de_operacao;01/2021;232.270000000000;232.270000000000;232.270000000000
97;potencia_util;01/2021;0;0;0
97;potencia_minima;01/2021;0;0;0
97;potencia_disponivel_minima;01/2021;0;0;0
97;potencia_disponivel_maxima;01/2021;0;0;0
101;potencia_disponivel_maxima;01/2021;159.200000000000;159.200000000000;159.200000000000
101;potencia_minima;01/2021;0;0;0
101;potencia_util;01/2021;159.200000000000;159.200000000000;159.200000000000
101;custo_de_operacao;01/2021;680.770000000000;680.770000000000;680.770000000000
101;potencia_disponivel_minima;01/2021;0;0;0
102;custo_de_operacao;01/2021;680.770000000000;680.770000000000;680.770000000000
102;potencia_util;01/2021;159.200000000000;159.200000000000;159.200000000000
102;potencia_minima;01/2021;0;0;0
102;potencia_disponivel_minima;01/2021;0;0;0
102;potencia_disponivel_maxima;01/2021;159.200000000000;159.200000000000;159.200000000000
109;potencia_disponivel_maxima;01/2021;350;350;350
109;potencia_disponivel_minima;01/2021;0;0;0
109;potencia_util;01/2021;350;350;350
109;custo_de_operacao;01/2021;198.080000000000;198.080000000000;198.080000000000
109;potencia_minima;01/2021;0;0;0
110;custo_de_operacao;01/2021;301.280000000000;301.280000000000;301.280000000000
110;potencia_minima;01/2021;0;0;0
110;potencia_disponivel_minima;01/2021;0;0;0
110;potencia_disponivel_maxima;01/2021;204;204;204
110;potencia_util;01/2021;204;204;204
111;potencia_disponivel_maxima;01/2021;740;740;740
111;potencia_disponivel_minima;01/2021;0;0;0
111;custo_de_operacao;01/2021;267.930000000000;267.930000000000;267.930000000000
111;potencia_util;01/2021;740;740;740
111;potencia_minima;01/2021;0;0;0
112;potencia_minima;01/2021;0;0;0
112;custo_de_operacao;01/2021;343.770000000000;343.770000000000;343.770000000000
112;potencia_disponivel_maxima;01/2021;355;355;355
112;potencia_disponivel_minima;01/2021;0;0;0
112;potencia_util;01/2021;355;355;355
113;potencia_disponivel_maxima;01/2021;349.700000000000;349.700000000000;349.700000000000
113;potencia_util;01/2021;349.700000000000;349.700000000000;349.700000000000
113;potencia_minima;01/2021;0;0;0
113;potencia_disponivel_minima;01/2021;0;0;0
113;custo_de_operacao;01/2021;224.550000000000;224.550000000000;224.550000000000
114;custo_de_operacao;01/2021;335.940000000000;335.940000000000;335.940000000000
114;potencia_util;01/2021;209;209;209
114;potencia_minima;01/2021;0;0;0
114;potencia_disponivel_minima;01/2021;0;0;0
114;potencia_disponivel_maxima;01/2021;209;209;209
115;potencia_util;01/2021;998.200000000000;998.200000000000;998.200000000000
115;custo_de_operacao;01/2021;206.080000000000;206.080000000000;206.080000000000
115;potencia_minima;01/2021;0;0;0
115;potencia_disponivel_maxima;01/2021;998.200000000000;998.200000000000;998.200000000000
115;potencia_disponivel_minima;01/2021;0;0;0
116;potencia_disponivel_maxima;01/2021;36;36;36
116;potencia_disponivel_minima;01/2021;0;0;0
116;potencia_minima;01/2021;0;0;0
116;potencia_util;01/2021;36;36;36
116;custo_de_operacao;01/2021;121.490000000000;121.490000000000;121.490000000000
117;potencia_disponivel_maxima;01/2021;222;222;222
117;custo_de_operacao;01/2021;402.810000000000;402.810000000000;402.810000000000
117;potencia_util;01/2021;222;222;222
117;potencia_minima;01/2021;0;0;0
117;potencia_disponivel_minima;01/2021;0;0;0
118;potencia_disponivel_maxima;01/2021;5;5;5
118;potencia_disponivel_minima;01/2021;1;1;1
118;custo_de_operacao;01/2021;158.950000000000;158.950000000000;158.950000000000
118;potencia_util;01/2021;4;4;4
118;potencia_minima;01/2021;1;1;1
119;custo_de_operacao;01/2021;182.900000000000;182.900000000000;182.900000000000
119;potencia_util;01/2021;1.100000000000;1.100000000000;1.100000000000
119;potencia_minima;01/2021;0;0;0
119;potencia_disponivel_minima;01/2021;0;0;0
119;potencia_disponivel_maxima;01/2021;1.100000000000;1.100000000000;1.100000000000
120;custo_de_operacao;01/2021;182.900000000000;182.900000000000;182.900000000000
120;potencia_util;01/2021;323.900000000000;333.900000000000;333.100000000000
120;potencia_minima;01/2021;0;0;0
120;potencia_disponivel_minima;01/2021;0;0;0
120;potencia_disponivel_maxima;01/2021;323.900000000000;333.900000000000;333.100000000000
121;custo_de_operacao;01/2021;182.900000000000;182.900000000000;182.900000000000
121;potencia_util;01/2021;1.120000000000;1.120000000000;1.120000000000
121;potencia_minima;01/2021;0;0;0
121;potencia_disponivel_minima;01/2021;0;0;0
121;potencia_disponivel_maxima;01/2021;1.120000000000;1.120000000000;1.120000000000
122;potencia_disponivel_maxima;01/2021;323.900000000000;333.800000000000;333.100000000000
122;potencia_minima;01/2021;0;0;0
122;potencia_disponivel_minima;01/2021;0;0;0
122;custo_de_operacao;01/2021;182.900000000000;182.900000000000;182.900000000000
122;potencia_util;01/2021;323.900000000000;333.800000000000;333.100000000000
123;custo_de_operacao;01/2021;232.010000000000;232.010000000000;232.010000000000
123;potencia_util;01/2021;26.960000000000;26.960000000000;26.960000000000
123;potencia_minima;01/2021;0;0;0
123;potencia_disponivel_minima;01/2021;0;0;0
123;potencia_disponivel_maxima;01/2021;26.960000000000;26.960000000000;26.960000000000
124;potencia_disponivel_maxima;01/2021;143;149.500000000000;149
124;custo_de_operacao;01/2021;232.270000000000;232.270000000000;232.270000000000
124;potencia_util;01/2021;143;149.500000000000;149
124;potencia_minima;01/2021;0;0;0
124;potencia_disponivel_minima;01/2021;0;0;0
9;custo_de_operacao;01/2021;0;0;0
9;potencia_util;01/2021;0;0;0
9;potencia_minima;01/2021;0;0;0
9;potencia_disponivel_minima;01/2021;0;0;0
9;potencia_disponivel_maxima;01/2021;0;0;0
10;custo_de_operacao;01/2021;0;0;0
10;potencia_util;01/2021;0;0;0
10;potencia_minima;01/2021;0;0;0
10;potencia_disponivel_minima;01/2021;0;0;0
10;potencia_disponivel_maxima;01/2021;0;0;0
13;custo_de_operacao;01/2021;0;0;0
13;potencia_util;01/2021;0;0;0
13;potencia_minima;01/2021;0;0;0
13;potencia_disponivel_minima;01/2021;0;0;0
13;potencia_disponivel_maxima;01/2021;0;0;0
15;custo_de_operacao;01/2021;0;0;0
15;potencia_util;01/2021;0;0;0
15;potencia_minima;01/2021;0;0;0
15;potencia_disponivel_minima;01/2021;0;0;0
15;potencia_disponivel_maxima;01/2021;0;0;0
16;custo_de_operacao;01/2021;0;0;0
16;potencia_util;01/2021;0;0;0
16;potencia_minima;01/2021;0;0;0
16;potencia_disponivel_minima;01/2021;0;0;0
