idRestricaoOperativaUHE;AttVetor;01/2020;02/2020;03/2020;04/2020;05/2020;06/2020;07/2020;08/2020;09/2020;10/2020;11/2020;12/2020;01/2021;02/2021;03/2021;04/2021;05/2021;06/2021;07/2021;08/2021;09/2021;10/2021;11/2021;12/2021;01/2022;02/2022;03/2022;04/2022;05/2022;06/2022;07/2022;08/2022;09/2022;10/2022;11/2022;12/2022;01/2023;02/2023;03/2023;04/2023;05/2023;06/2023;07/2023;08/2023;09/2023;10/2023;11/2023;12/2023;01/2024;02/2024;03/2024;04/2024;05/2024;06/2024;07/2024;08/2024;09/2024;10/2024;11/2024;12/2024;
54;limite_superior_media;1200;1200.000000001200;1200.000000001200;1200;1199.999999998800;1200;1200.000000001200;1199.999999998800;1200;1200;600;600;600;600;600;593.733035714287;511.999999999488;512;512.000000000512;512;518.494444444445;600;599.999999999400;600;715;1200;600;600;1200;512;512;512;518.579350000000;600;600;600;715;1200;600;600;1200;512;512;512;518.494500000000;600;600;600;715;1200;600;600;1200;512;512;512;518.579350000000;600;600;600;
55;limite_inferior_media;60;101.613505747228;147.000000000147;147;146.999999999853;100;120.000000000120;119.999999999880;120;100;141.161111111110;100;147;147;60;147;146.999999999853;100;100.000000000100;90;90;90;131.070333333203;90;90;60;60;60;60;100;100;90;90;90;131.000020000000;90;90;60;60;60;60;100;100;90;90;90;131.000020000000;90;90;60;60;60;60;100;100;90;90;90;131.000020000000;90;
55;limite_superior_media;inf;9999.000000010001;9999.000000009999;99999;inf;100;120.000000000120;119.999999999880;120;100;99999;300;99999;99999;65;99999;99998.999999899999;175;105.000000000105;95;95;95;inf;inf;inf;inf;inf;inf;inf;175;105;95;95;95;inf;inf;inf;inf;inf;inf;inf;175;105;95;95;95;inf;inf;inf;inf;inf;inf;inf;175;105;95;95;95;inf;inf;
56;limite_inferior_media;85;99.479597701249;85.000000000085;85;84.999999999915;100;150.000000000150;149.999999999850;150;100;98.122222222224;190;85;85;85;85;84.999999999915;96;96.000000000096;96;96;96;95.999999999904;96;96;96;96;96;96;96;96;96;96;96;96;96;96;96;96;96;96;96;96;96;96;96;96;96;96;96;96;96;96;96;96;96;96;96;96;96;
56;limite_superior_media;inf;9999.000000010001;9999.000000009999;99999;9998.999999990001;120;160.000000000160;159.999999999840;160;110;99999;600;inf;inf;inf;99999;99998.999999899999;120;110.000000000110;125;125;125;inf;inf;inf;inf;inf;inf;inf;120;110;125;125;125;inf;inf;inf;inf;inf;inf;inf;120;110;125;125;125;inf;inf;inf;inf;inf;inf;inf;120;110;125;125;125.000000000000;inf;inf;
57;limite_inferior_media;440;127.000000000127;127.000000000127;127;126.999999999873;127;127.000000000127;126.999999999873;127;127;127;127;127;127;127;127;126.999999999873;127;127.000000000127;127;127;127.000000000000;126.999999999873;127;127.000000000000;127;127;127;127;127;127;127;127;127;127;127;127;127;127;127;127;127;127;127;127;127;127;127;127;127;127;127;127;127;127;127;127;127;127;127;
57;limite_superior_media;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;
58;limite_inferior_media;130;130.000000000130;130.000000000130;130;129.999999999870;130;130.000000000130;129.999999999870;130;130;130;130;130;130;130;130;129.999999999870;130;130.000000000130;130;130;130;129.999999999870;130;130;130;130;130;130;130;130;130;130;130;130;130;130;130;130;130;130;130;130;130;130;130;130;130;130;130;130;130;130;130;130;130;130;130;130;130;
58;limite_superior_media;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;
59;limite_inferior_media;137;137.000000000137;137.000000000137;137;136.999999999863;137;137.000000000137;136.999999999863;137;137;137;137;137;137;137;137;136.999999999863;137;137.000000000137;137;137;137;136.999999999863;137;137;137;137;137;137;137;137;137;137;137;137;137;137;137;137;137;137;137;137;137;137;137;137;137;137;137;137;137;137;137;137;137;137;137;137;137;
59;limite_superior_media;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;
60;limite_inferior_media;276;328.152298850904;276.000000000276;276;275.999999999724;276;276.000000000276;275.999999999724;276;276;276;276;276;276;276;276;275.999999999724;276;276.000000000276;276;276;276;275.999999999724;276;276;276;276;276;276;276;276;276;276;276;276;276;276;276;276;276;276;276;276;276;276;276;276;276;276;276;276;276;276;276;276;276;276;276;276;276;
60;limite_superior_media;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;
61;limite_inferior_media;290;290.000000000290;290.000000000290;290;289.999999999710;290;290.000000000290;289.999999999710;290;290;290;290;290;290;290;290;289.999999999710;290;290.000000000290;290;290;290;289.999999999710;290;290;290;290;290;290;290;290;290;290;290;290;290;290;290;290;290;290;290;290;290;290;290;290;290;290;290;290;290;290;290;290;290;290;290;290;290;
61;limite_superior_media;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;
62;limite_inferior_media;326;326.000000000326;326.000000000326;326;325.999999999674;326;326.000000000326;325.999999999674;326;326;326;326;326;326;326;326;325.999999999674;326;326.000000000326;326;326;326;325.999999999674;326;326;326;326;326;326;326;326;326;326;326;326;326;326;326;326;326;326;326;326;326;326;326;326;326;326;326;326;326;326;326;326;326;326;326;326;326;
62;limite_superior_media;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;
63;limite_inferior_media;30;30.000000000030;30.000000000030;30;29.999999999970;30;30.000000000030;29.999999999970;30;30;30;30;30;30;30;30;29.999999999970;30;30.000000000030;30;30;30;29.999999999970;30;30;30;30;30;30;30;30;30;30;30;30;30;30;30;30;30;30;30;30;30;30;30;30;30;30;30;30;30;30;30;30;30;30;30;30;30;
63;limite_superior_media;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;
64;limite_inferior_media;30;30.000000000030;30.000000000030;30;29.999999999970;30;30.000000000030;29.999999999970;30;30;30;30;30;30;30;30;29.999999999970;30;30.000000000030;30;30;30;29.999999999970;30;30;30;30;30;30;30;30;30;30;30;30;30;30;30;30;30;30;30;30;30;30;30;30;30;30;30;30;30;30;30;30;30;30;30;30;30;
64;limite_superior_media;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;
65;limite_inferior_media;-inf;-inf;-inf;-inf;-inf;-inf;-inf;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
65;limite_superior_media;51920;51920.000000051921;51920.000000051921;51920;51919.999999948079;51920;51920.000000051921;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;
66;limite_inferior_media;4600;4600.000000004600;4600.000000004600;4600;4599.999999995400;4600;4600.000000004600;4599.999999995400;4600;4600;4595;4600;4600;4600;4600;4600;4299.999999995700;4600;4300.000000004300;3900;2900;2900;4599.999999995400;4600;3900;3900;4600;2900;2900;4600;4300;3900;2900;2900;4600;4600;3900;3900;4600;2900;2900;4600;4300;3900;2900;2900;4600;4600;3900;3900;4600;2900;2900;4600;4300;3900;2900;2900;4600;4600;
66;limite_superior_media;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;
67;limite_inferior_media;4;4.000000000004;4.000000000004;4;3.999999999996;4;4.000000000004;3.999999999996;4;4;4;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
67;limite_superior_media;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;
68;limite_inferior_media;10;10.000000000010;10.000000000010;5.575000000000;9.999999999990;10;10.000000000010;9.999999999990;10;10;10;10;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
68;limite_superior_media;inf;inf;inf;66.675925925923;119.999999999880;120;120.000000000120;119.999999999880;120;120;120;120;120;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;
69;limite_inferior_media;4000;4000.000000004000;4000.000000004000;4000;3999.999999996000;4000;4000.000000004000;3999.999999996000;4000;4000;4000;4000;4000;4000;4000;4000;3699.999999996300;4000.000000000000;3700.000000003700;3300;2300;2300;3999.999999996000;4000;3600;3600;4000;2300;2300;4000;3700;3300;2300;2300;4000;4000;3600;3600;4000;2300;2300;4000;3700;3300;2300;2300;4000;4000;3600;3600;4000;2300;2300;4000;3700;3300;2300;2300;4000;4000;
69;limite_superior_media;16000;16000.000000016002;16000.000000016000;16000;15999.999999984000;16000;16000.000000016000;15999.999999984000;16000;16000;16000;16000;16000;16000;16000;16000;15999.999999984000;16000.000000000002;16000.000000016000;16000;16000;16000;15999.999999984002;16000;16000;3740;16000;16000;16000;16000;15999.999999999998;16000;16000;16000;16000;16000;16000;3740;16000;16000;16000;16000;15999.999999999998;16000;16000;16000;16000;16000;16000;3740;16000;16000;15999.999999999998;16000;16000;16000;16000;15999.999999999998;16000;16000;
70;limite_inferior_media;1450;1450.000000001450;1450.000000001450;1450;1449.999999998550;1450;1450.000000001450;1449.999999998550;1450;1450;1450;1450;1450;1450;1450;1450;1449.999999998550;1450;1450.000000001450;1450;1450;1450;1449.999999998550;1450;1450;1450;1450;1450;1450;1450;1450;1450;1450;1450;1450;1450;1450;1450;1450;1450;1450;1450;1450;1450;1450;1450;1450;1450;1450;1450;1450;1450;1450;1450;1450;1450;1450;1450;1450;1450;
70;limite_superior_media;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;
71;limite_inferior_media;131;131.000000000131;131.000000000131;131;130.999999999869;131;131.000000000131;130.999999999869;131;131;131;131;131;131;131;131;130.999999999869;131;131.000000000131;131;131;131;130.999999999869;131;131;131;131;131;131;131;131;131;131;131;131;131;131;131;131;131;131;131;131;131;131;131;131;131;131;131;131;131;131;131;131;131;131;131;131;131;
71;limite_superior_media;4000;4000.000000004000;4000.000000004000;4000;3999.999999996000;4000;4000.000000004000;3999.999999996000;4000;4000;4000;1560;1160;500;4000;4000;399.999999999600;4000.000000000000;4000.000000004000;4000;4000;4000;3999.999999996000;4000;4000;300;4000;4000;4000;4000;4000.000000000000;4000;4000;4000;4000;4000;4000;300;4000;4000;4000;4000;4000.000000000000;4000;4000;4000;4000;4000;4000;300;4000;4000;4000.000000000000;4000;4000;4000;4000;4000.000000000000;4000;4000;
72;limite_inferior_media;149;149.000000000149;149.000000000149;149;148.999999999851;149;149.000000000149;148.999999999851;149;149;149;149;149;149;149;149;148.999999999851;149;149.000000000149;149;149;149;148.999999999851;149;149;149;149;149;149;149;149;149;149;149;149;149;149;149;149;149;149;149;149;149;149;149;149;149;149;149;149;149;149;149;149;149;149;149;149;149;
72;limite_superior_media;4400;4400.000000004400;4400.000000004400;4400;4399.999999995600;4400;4400.000000004400;4399.999999995600;4400;4400;4400;4400;4400;4400;4400;4400;369.999999999630;4400;4400.000000004400;4400;4400;4400;4399.999999995600;4400;4400;300;4400;4400;4400;4400;4400;4400;4400;4400;4400;4400;4400;300;4400;4400;4400;4400;4400;4400;4400;4400;4400;4400;4400;300;4400;4400;4400;4400;4400;4400;4400;4400;4400;4400;
73;limite_inferior_media;153;153.000000000153;153.000000000153;153;152.999999999847;153;153.000000000153;152.999999999847;153;153;153;153;153;153;153;153;152.999999999847;153;153.000000000153;153;153;153;152.999999999847;153;153;153;153;153;153;153;153;153;153;153;153;153;153;153;153;153;153;153;153;153;153;153;153;153;153;153;153;153;153;153;153;153;153;153;153;153;
73;limite_superior_media;4500;4500.000000004500;4500.000000004500;4500;4499.999999995500;4500;4500.000000004500;4499.999999995500;4500;4500;4500;4500;4500;4500;4500;4500;4499.999999995500;4500;4500.000000004500;4500;4500;4500;4499.999999995500;4500;4500;4500;4500;4500;4500;4500;4500;4500;4500;4500;4500;4500;4500;4500;4500;4500;4500;4500;4500;4500;4500;4500;4500;4500;4500;4500;4500;4500;4500;4500;4500;4500;4500;4500;4500;4500;
74;limite_inferior_media;189;189.000000000189;189.000000000189;189;188.999999999811;189;189.000000000189;188.999999999811;189;189;189;189;189;189;189;189;188.999999999811;189;189.000000000189;189;189;189;188.999999999811;189;189;189;189;189;189;189;189;189;189;189;189;189;189;189;189;189;189;189;189;189;189;189;189;189;189;189;189;189;189;189;189;189;189;189;189;189;
74;limite_superior_media;7000;7000.000000006999;7000.000000006999;7000;6999.999999993001;7000;7000.000000006999;6999.999999993001;7000;7000.000000000001;7000;7000;7000;7000;7000;7000;6999.999999993001;7000;7000.000000006999;7000;7000;7000;6999.999999993001;7000;7000;7000;7000;7000;7000;7000;7000;7000;7000;7000;7000;7000;7000;7000;7000;7000;7000;7000;7000;7000;7000;7000;7000;7000;7000;7000;7000;7000;7000;7000;7000;7000;7000;7000;7000;7000;
75;limite_inferior_media;312;312.000000000312;312.000000000312;312;311.999999999688;312;312.000000000312;311.999999999688;312;312;312;312;312;312;312;312;311.999999999688;312;317.114942529053;312;312;312;311.999999999688;312;312;312;312;312;312;312;317.127700000000;312;312;312;312;312;312;312;312;312;312;312;317.127700000000;312;312;312;312;312;312;312;312;312;312;312;317.060400000000;312;312;312;312;312;
75;limite_superior_media;8000;8000.000000008001;8000.000000008000;8000;7999.999999992000;8000;8000.000000008000;7999.999999992000;8000;8000;8000;8000;8000;8000;8000;8000;7999.999999992000;8000.000000000001;8000.000000008000;8000;8000;8000;7999.999999992001;8000;8000;8000;8000;8000;8000;8000;7999.999999999999;8000;8000;8000;8000;8000;8000;8000;8000;8000;8000;8000;7999.999999999999;8000;8000;8000;8000;8000;8000;8000;8000;8000;7999.999999999999;8000;8000;8000;8000;7999.999999999999;8000;8000;
76;limite_inferior_media;70;70.000000000070;70.000000000070;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
76;limite_superior_media;7000;7000.000000006999;7000.000000006999;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;
77;limite_inferior_media;70;70.000000000070;70.000000000070;70;69.999999999930;70;70.000000000070;69.999999999930;70;70;70;70;70;70;70;70;69.999999999930;70;70.000000000070;70;70;70;69.999999999930;70;70;70;70;70;70;70;70;70;70;70;70;70;70;70;70;70;70;70;70;70;70;70;70;70;70;70;70;70;70;70;70;70;70;70;70;70;
77;limite_superior_media;700;700.000000000700;700.000000000700;700;699.999999999300;700;700.000000000700;699.999999999300;700;700;700;700;700;700;700;700;699.999999999300;700;700.000000000700;700;700;700;699.999999999300;700;700;700;700;700;700;700;700;700;700;700;700;700;700;700;700;700;700;700;700;700;700;700;700;700;700;700;700;700;700;700;700;700;700;700;700;700;
78;limite_inferior_media;300;300.000000000300;100.000000000100;100;299.999999999700;300;300.000000000300;299.999999999700;300;300;300;300;300;300;300;300;299.999999999700;300;600.000000000600;468.008500000000;300;300;299.999999999700;300;100;100;100;100;100;300;600;468.500240000000;300;300;300;300;100;100;100;100;100;300;600;468.500240000000;300;300;300;300;100;100;100.000000000000;100;100;300;600;468.242940000000;300;300;300;300;
78;limite_superior_media;inf;inf;inf;inf;inf;inf;300.000000000300;99998.999999899999;99999;inf;inf;inf;inf;inf;inf;inf;inf;inf;600.000000000600;99999;inf;inf;inf;inf;inf;100;100;100;99999;inf;600;99999;inf;inf;inf;inf;inf;100;100;100;99999;inf;600;99999;inf;inf;inf;inf;inf;100;100.000000000000;100;99999;inf;600;99999;inf;inf;inf;inf;
79;limite_inferior_media;95;95.000000000095;95.000000000095;95;94.999999999905;95;95.000000000095;94.999999999905;95;95;95;95;95;95;95;95;94.999999999905;95;95.000000000095;95;95;75;74.999999999925;75;75.000000000000;75;75;75;75;95;95;95;95;75;75;75;75;75;75;75;75;95;95;95;95;75;75;75;75;75;75;75;75;95;95;95;95;75;75;75;
79;limite_superior_media;1550;1550.000000001550;1550.000000001550;1550;214.499999999786;214.500000000000;214.500000000214;164.999999999835;165;165;1550;1550;1550;1550;1550;1550;164.999999999835;165;165.000000000165;165;165;165;1549.999999998450;1550;1550;1550;1550;1550;165;165;165;165;165;165;1550;1550;1550;1550;1550;1550;165;165;165;165;165;165;1550;1550;1550;1550;1550;1550;165;165;165;165;165;165;1550;1550;
80;limite_inferior_media;120;120.000000000120;120.000000000120;120;119.999999999880;120;120.000000000120;119.999999999880;120;120;120;115;120;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
80;limite_superior_media;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;
81;limite_inferior_media;30.100000000000;30.100000000030;23.000000000023;23;22.999999999977;23;23.000000000023;22.999999999977;23;23;30.100000000000;30.100000000000;30.100000000000;30.100000000000;30.100000000000;30.100000000000;22.999999999977;23;23.000000000023;23;23;23;30.099999999970;30.100000000000;30.100000000000;30.100000000000;30.100000000000;30.100000000000;23;23;23;23;23;23;30.100000000000;30.100000000000;30.100000000000;30.100000000000;30.100000000000;30.100000000000;23;23;23;23;23;23;30.100000000000;30.100000000000;30.100000000000;30.100000000000;30.100000000000;30.100000000000;23;23;23;23;23;23;30.100000000000;30.100000000000;
81;limite_superior_media;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;
82;limite_inferior_media;360;360.000000000360;360.000000000360;360;359.999999999640;360;500.000000000500;450.340860214603;360;360;360;360;360;360;360;360;359.999999999640;360;750.000000000750;578.406500000000;360;360;359.999999999640;360;360;360;360;360;360;360;750;579.043980000000;360;360;360;360;360;360;360;360;360;360;750;579.043980000000;360;360;360;360;360;360;360;360;360;360;750;578.710420000000;360;360;360;360;
82;limite_superior_media;inf;inf;inf;inf;inf;inf;600.000000000600;99998.999999899999;99999;inf;inf;inf;inf;inf;inf;inf;inf;inf;850.000000000850;99999;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;850;99999;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;850;99999;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;850;99999;inf;inf;inf;inf;
83;limite_inferior_media;71;71.000000000071;90.000000000090;90;89.999999999910;90;71.000000000071;70.999999999929;71;71;90;90;90;90;90;90;70.999999999929;71;71.000000000071;71;71;71;70.999999999929;71;71;90;90;71;71;71;71;71;71;71;71;71;71;90;90;71;71;71;71;71;71;71;71;71;71;90;90;71;71;71;71;71;71;71;71;71;
83;limite_superior_media;9999;9999.000000010001;inf;inf;9998.999999990001;9999;71.000000000071;70.999999999929;71;71;99999;99999;99999;inf;inf;inf;70.999999999929;71;71.000000000071;71;71;99999;99998.999999899999;99999;99999;99999;99999;99999;99999;71;71;71;71;99999;99999;99999;99999;99999;99999;99999;99999;71;71;71;71;99999;99999;99999;99999;99999;99999;99999;99999;71;71;71;71;99999;99999;99999;
84;limite_inferior_media;-inf;-inf;-inf;-inf;-inf;-inf;-inf;-inf;-inf;-inf;-inf;-inf;-inf;-inf;-inf;-inf;-inf;-inf;-inf;-inf;-inf;-inf;-inf;-inf;-inf;-inf;-inf;-inf;-inf;-inf;-inf;-inf;-inf;-inf;-inf;-inf;-inf;-inf;-inf;-inf;-inf;-inf;-inf;-inf;-inf;-inf;-inf;-inf;-inf;-inf;-inf;-inf;-inf;-inf;-inf;-inf;-inf;-inf;-inf;-inf;
84;limite_superior_media;10;10.000000000010;10.000000000010;10;9.999999999990;10;10.000000000010;9.999999999990;10;10;10;10;10;10;10;10;9.999999999990;10;10.000000000010;10;10;10;9.999999999990;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;
85;limite_inferior_media;30;30.000000000030;30.000000000030;30;29.999999999970;30;30.000000000030;29.999999999970;30;30;30;30;30;30;30;30;29.999999999970;30;30.000000000030;30;30;30;29.999999999970;30;30;30;30;30;30;30;30;30;30;30;30;30;30;30;30;30;30;30;30;30;30;30;30;30;30;30;30;30;30;30;30;30;30;30;30;30;
85;limite_superior_media;300;300.000000000300;300.000000000300;300;299.999999999700;300;300.000000000300;299.999999999700;300;300;300;300;300;300;300;300;299.999999999700;300;300.000000000300;300;300;300;299.999999999700;300;300.000000000000;300;300;300;300;300;300;300;300;300;300;300;300;300;300;300;300;300;300;300;300;300;300;300;300;300;300;300;300;300;300;300;300;300;300;300;
86;limite_inferior_media;5.500000000000;5.500000000006;5.500000000005;5.500000000000;5.499999999995;5.500000000000;5.500000000005;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
86;limite_superior_media;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;
87;limite_inferior_media;5.500000000000;5.500000000006;5.500000000005;5.500000000000;5.499999999995;5.500000000000;5.500000000005;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
87;limite_superior_media;20;20.000000000020;20.000000000020;20;19.999999999980;20;20.000000000020;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;
88;limite_inferior_media;-inf;-inf;-inf;-inf;-inf;-inf;-inf;-inf;-inf;-inf;-inf;-inf;-inf;-inf;-inf;-inf;-inf;-inf;-inf;-inf;-inf;-inf;-inf;-inf;-inf;-inf;-inf;-inf;-inf;-inf;-inf;-inf;-inf;-inf;-inf;-inf;-inf;-inf;-inf;-inf;-inf;-inf;-inf;-inf;-inf;-inf;-inf;-inf;-inf;-inf;-inf;-inf;-inf;-inf;-inf;-inf;-inf;-inf;-inf;-inf;
88;limite_superior_media;160;160.000000000160;160.000000000160;160;159.999999999840;130;130.000000000130;129.999999999870;130;130;130;160;160;160;160;160;159.999999999840;160;160.000000000160;160;160;130;129.999999999870;130;130;130;160;160;160;160;160;160;160;130;130;130;130;130;160;160;160;160;160;160;160;130;130;130;130;130;160;160;160;160;160;160;160;130;130;130;
89;limite_inferior_media;-inf;-inf;-inf;-inf;-inf;-inf;-inf;-inf;-inf;-inf;-inf;-inf;-inf;-inf;-inf;-inf;-inf;-inf;-inf;-inf;-inf;-inf;-inf;-inf;-inf;-inf;-inf;-inf;-inf;-inf;-inf;-inf;-inf;-inf;-inf;-inf;-inf;-inf;-inf;-inf;-inf;-inf;-inf;-inf;-inf;-inf;-inf;-inf;-inf;-inf;-inf;-inf;-inf;-inf;-inf;-inf;-inf;-inf;-inf;-inf;
