idTermeletrica;AttVetor;01/2020;02/2020;03/2020;04/2020;05/2020;06/2020;07/2020;08/2020;09/2020;10/2020;11/2020;12/2020;01/2021;02/2021;03/2021;04/2021;05/2021;06/2021;07/2021;08/2021;09/2021;10/2021;11/2021;12/2021;01/2022;02/2022;03/2022;04/2022;05/2022;06/2022;07/2022;08/2022;09/2022;10/2022;11/2022;12/2022;01/2023;02/2023;03/2023;04/2023;05/2023;06/2023;07/2023;08/2023;09/2023;10/2023;11/2023;12/2023;01/2024;02/2024;03/2024;04/2024;05/2024;06/2024;07/2024;08/2024;09/2024;10/2024;11/2024;12/2024;
3;custo_de_operacao_media;31.170000000000;31.170000000031;31.170000000031;31.170000000000;31.169999999969;31.170000000000;31.170000000031;31.169999999969;31.170000000000;31.170000000000;31.170000000000;31.170000000000;31.170000000000;31.170000000000;31.170000000000;31.170000000000;31.169999999969;31.170000000000;31.170000000031;31.170000000000;31.170000000000;31.170000000000;31.169999999969;31.170000000000;31.170000000000;31.170000000000;31.170000000000;31.170000000000;31.170000000000;31.170000000000;31.170000000000;31.170000000000;31.170000000000;31.170000000000;31.170000000000;31.170000000000;31.170000000000;31.170000000000;31.170000000000;31.170000000000;31.170000000000;31.170000000000;31.170000000000;31.170000000000;31.170000000000;31.170000000000;31.170000000000;31.170000000000;31.170000000000;31.170000000000;31.170000000000;31.170000000000;31.170000000000;31.170000000000;31.170000000000;31.170000000000;31.170000000000;31.170000000000;31.170000000000;31.170000000000;
3;potencia_util_media;37.666666666665;49.741379310395;120.000000000120;120;119.999999999880;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
3;potencia_minima_media;165.797619047615;216.140804597919;520.000000000520;520;519.999999999480;640;640.000000000640;639.999999999360;640;640;640;640;640;640;640;341.321428571424;206.486559139581;640;640.000000000640;640;640;640;639.999999999360;640;640;640;640;640;640;640;640;640;640;640;640;640;640;640;640;640;640;640;640;640;640;640;640;640;640;640;640;640;640;640;640;640;640;640;640;640;
3;potencia_disponivel_minima_media;165.797619047615;216.140804597919;520.000000000520;520;519.999999999480;640;640.000000000640;639.999999999360;640;640;640;640;640;640;640;341.321428571424;206.486559139581;640;640.000000000640;640;640;640;639.999999999360;640;640;640;640;640;640;640;640;640;640;640;640;640;640;640;640;640;640;640;640;640;640;640;640;640;640;640;640;640;640;640;640;640;640;640;640;640;
3;potencia_disponivel_maxima_media;203.464285714280;265.882183908314;640.000000000640;640;639.999999999360;640;640.000000000640;639.999999999360;640;640;640;640;640;640;640;341.321428571424;206.486559139581;640;640.000000000640;640;640;640;639.999999999360;640;640;640;640;640;640;640;640;640;640;640;640;640;640;640;640;640;640;640;640;640;640;640;640;640;640;640;640;640;640;640;640;640;640;640;640;640;
4;custo_de_operacao_media;65.280000000000;66.850000000067;67.380000000067;67.380000000000;77.169999999923;80.850000000000;80.850000000081;83.149999999917;83.150000000000;82.250000000000;82.250000000000;84.460000000000;83.800000000000;81.960000000000;83.960000000000;83.960000000000;85.229999999915;86.910000000000;84.730000000085;82.940000000000;80.110000000000;80.690000000000;84.569999999915;86.660000000000;102.680000000000;102.680000000000;102.380000000000;100.100000000000;97.340000000000;86.910000000000;84.730000000000;82.940000000000;80.110000000000;80.690000000000;84.570000000000;86.660000000000;102.680000000000;102.680000000000;102.380000000000;100.100000000000;97.340000000000;86.910000000000;84.730000000000;82.940000000000;80.110000000000;80.690000000000;84.570000000000;86.660000000000;102.680000000000;102.680000000000;102.380000000000;100.100000000000;97.340000000000;86.910000000000;84.730000000000;82.940000000000;80.110000000000;80.690000000000;84.570000000000;86.660000000000;
4;potencia_util_media;0;0;0;0;399.999999999600;400;400.000000000400;399.999999999600;400;400;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
4;potencia_minima_media;400;400.000000000400;400.000000000400;400;0;0;0;0;0;0;400;400;400;400;400;400;399.999999999600;400;400.000000000400;236.000000000000;400;400;399.999999999600;400;400;400;400;400;400;400;400;236;400;400;400;400;400;400;400;400;400;400;400;236;400;400;400;400.000000000000;400;400;400.000000000000;400;400;400;400;236;400;400;400;400;
4;potencia_disponivel_minima_media;400;400.000000000400;400.000000000400;400;0;0;0;0;0;0;400;400;400;400;400;400;399.999999999600;400;400.000000000400;236.000000000000;400;400;399.999999999600;400;400;400;400;400;400;400;400;236;400;400;400;400;400;400;400;400;400;400;400;236;400;400;400;400.000000000000;400;400;400.000000000000;400;400;400;400;236;400;400;400;400;
4;potencia_disponivel_maxima_media;400;400.000000000400;400.000000000400;400;399.999999999600;400;400.000000000400;399.999999999600;400;400;400;400;400;400;400;400;399.999999999600;400;400.000000000400;236.000000000000;400;400;399.999999999600;400;400;400;400;400;400;400;400;236;400;400;400;400;400;400;400;400;400;400;400;236;400;400;400;400.000000000000;400;400;400.000000000000;400;400;400;400;236;400;400;400;400;
5;custo_de_operacao_media;75.910000000000;77.480000000077;78.440000000078;78.440000000000;88.239999999912;91.910000000000;91.910000000092;94.209999999906;94.210000000000;93.320000000000;93.320000000000;95.520000000000;94.870000000000;93.020000000000;97.730000000000;97.730000000000;98.989999999901;95.840000000000;96.230000000096;95.160000000000;92.320000000000;92.910000000000;97.539999999902;99.630000000000;116.460000000000;116.460000000000;116.160000000000;113.890000000000;111.130000000000;95.840000000000;96.230000000000;95.160000000000;92.320000000000;92.910000000000;97.540000000000;99.630000000000;116.460000000000;116.460000000000;116.160000000000;113.890000000000;111.130000000000;95.840000000000;96.230000000000;95.160000000000;92.320000000000;92.910000000000;97.540000000000;99.630000000000;116.460000000000;116.460000000000;116.160000000000;113.890000000000;111.130000000000;95.840000000000;96.230000000000;95.160000000000;92.320000000000;92.910000000000;97.540000000000;99.630000000000;
5;potencia_util_media;0;0;0;0;99.999999999900;100;100.000000000100;99.999999999900;100;100;100;0;0;0;0;0;0;0;100.000000000100;0;0;0;0;0;0;0;0;0;100;0;100;0;0;0;0;0;0;0;0;0;100;0;100;0;0;0;0;0;0;0;0;0;100;0;100;0;0;0;0;0;
5;potencia_minima_media;100;100.000000000100;100.000000000100;100;0;0;0;0;0;0;0;100;100;100;100;100;99.999999999900;100;0;0;100;100;99.999999999900;100;100;100;100;100;0;100;0;0;100;100;100;100;100;100;100;100;0;100;0;0;100;100;100;100.000000000000;100;100;100.000000000000;100;0;100;0;0;100;100;100;100;
5;potencia_disponivel_minima_media;100;100.000000000100;100.000000000100;100;0;0;0;0;0;0;0;100;100;100;100;100;99.999999999900;100;0;0;100;100;99.999999999900;100;100;100;100;100;0;100;0;0;100;100;100;100;100;100;100;100;0;100;0;0;100;100;100;100.000000000000;100;100;100.000000000000;100;0;100;0;0;100;100;100;100;
5;potencia_disponivel_maxima_media;100;100.000000000100;100.000000000100;100;99.999999999900;100;100.000000000100;99.999999999900;100;100;100;100;100;100;100;100;99.999999999900;100;100.000000000100;0;100;100;99.999999999900;100;100;100;100;100;100;100;100;0;100;100;100;100;100;100;100;100;100;100;100;0;100;100;100;100.000000000000;100;100;100.000000000000;100;100;100;100;0;100;100;100;100;
6;custo_de_operacao_media;117.820000000000;103.140000000103;91.770000000092;93;93.789999999906;110.350000000000;112.080000000112;91.569999999908;112.830000000000;158.040000000000;129.200000000000;187.490000000000;195.030000000000;159.730000000000;184.340000000000;192.300000000000;182.199999999818;201.850000000000;196.190000000196;224.600000000000;255.860000000000;280.550000000000;373.479999999627;415.910000000000;367.840000000000;279.170000000000;419.710000000000;290.920000000000;323.590000000000;201.850000000000;196.190000000000;224.600000000000;255.860000000000;280.550000000000;373.480000000000;415.910000000000;367.840000000000;279.170000000000;419.710000000000;290.920000000000;323.590000000000;201.850000000000;196.190000000000;224.600000000000;255.860000000000;280.550000000000;373.480000000000;415.910000000000;367.840000000000;279.170000000000;419.710000000000;290.920000000000;323.590000000000;201.850000000000;196.190000000000;224.600000000000;255.860000000000;280.550000000000;373.480000000000;415.910000000000;
6;potencia_util_media;376.800000000000;530.000000000530;530.000000000530;530;529.999999999470;530;530.000000000530;519.999999999480;520;291.600000000000;226.500000000000;124.700000000000;94.800000000000;433.900000000000;520;520;519.999999999480;530;530.000000000530;530;530;530;519.999999999480;530;444.000000000000;419.600000000000;461.300000000000;530;530;530;530;530;530;530;520;530;444;419.600000000000;461.300000000000;530;530;530;530;530;530;530;520;530;444;419.600000000000;461.300000000000;530;530;530;530;530;530;530;520;530;
6;potencia_minima_media;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
6;potencia_disponivel_minima_media;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
6;potencia_disponivel_maxima_media;376.800000000000;530.000000000530;530.000000000530;530;529.999999999470;530;530.000000000530;519.999999999480;520;291.600000000000;226.500000000000;124.700000000000;94.800000000000;433.900000000000;520;520;519.999999999480;530;530.000000000530;530;530;530;519.999999999480;530;444.000000000000;419.600000000000;461.300000000000;530;530;530;530;530;530;530;520;530;444;419.600000000000;461.300000000000;530;530;530;530;530;530;530;520;530;444;419.600000000000;461.300000000000;530;530;530;530;530;530;530;520;530;
7;custo_de_operacao_media;144.310000000000;147.950000000148;149.470000000149;149.470000000000;170.709999999829;177.200000000000;177.200000000177;180.109999999820;180.110000000000;179.160000000000;179.160000000000;183.450000000000;181.360000000000;177.880000000000;185.970000000000;185.970000000000;187.929999999812;186.810000000000;183.630000000184;180.480000000000;174.850000000000;176.880000000000;185.379999999815;189.940000000000;225.830000000000;225.830000000000;224.950000000000;219.420000000000;213.550000000000;186.810000000000;183.630000000000;180.480000000000;174.850000000000;176.880000000000;185.380000000000;189.940000000000;225.830000000000;225.830000000000;224.950000000000;219.420000000000;213.550000000000;186.810000000000;183.630000000000;180.480000000000;174.850000000000;176.880000000000;185.380000000000;189.940000000000;225.830000000000;225.830000000000;224.950000000000;219.420000000000;213.550000000000;186.810000000000;183.630000000000;180.480000000000;174.850000000000;176.880000000000;185.380000000000;189.940000000000;
7;potencia_util_media;0;0;0;0;199.999999999800;200;200.000000000200;199.999999999800;200;200;200;0;0;200;200;0;0;200;200.000000000200;0;0;0;0;200;0;200;200;92;200;200;200;0;0;0;0;200;0;200;200;92;200;200;200;0;0;0;0;200.000000000000;0;200;200.000000000000;92;200;200;200;0;0;0;0;200;
7;potencia_minima_media;200;200.000000000200;200.000000000200;200;0;0;0;0;0;0;0;200;200;0;0;200;199.999999999800;0;0;0;31;200;199.999999999800;0;200;0;0;0;0;0;0;0;31;200;200;0;200;0;0;0;0;0;0;0;31;200;200;0;200;0;0;0;0;0;0;0;31;200;200;0;
7;potencia_disponivel_minima_media;200;200.000000000200;200.000000000200;200;0;0;0;0;0;0;0;200;200;0;0;200;199.999999999800;0;0;0;31;200;199.999999999800;0;200;0;0;0;0;0;0;0;31;200;200;0;200;0;0;0;0;0;0;0;31;200;200;0;200;0;0;0;0;0;0;0;31;200;200;0;
7;potencia_disponivel_maxima_media;200;200.000000000200;200.000000000200;200;199.999999999800;200;200.000000000200;199.999999999800;200;200;200;200;200;200;200;200;199.999999999800;200;200.000000000200;0;31;200;199.999999999800;200;200;200;200;92;200;200;200;0;31;200;200;200;200;200;200;92;200;200;200;0;31;200;200;200.000000000000;200;200;200.000000000000;92;200;200;200;0;31;200;200;200;
8;custo_de_operacao_media;188.360000000000;188.160000000188;188.170000000188;188.620000000000;189.519999999810;190.500000000000;190.990000000191;191.729999999808;192.230000000000;192.700000000000;192.780000000000;193.110000000000;193.730000000000;193.820000000000;193.840000000000;194.370000000000;195.799999999804;198.250000000000;199.080000000199;202.370000000000;204.310000000000;206.080000000000;206.419999999794;207.470000000000;208.580000000000;208.690000000000;208.730000000000;209.960000000000;212.790000000000;198.250000000000;199.080000000000;202.370000000000;204.310000000000;206.080000000000;206.420000000000;207.470000000000;208.580000000000;208.690000000000;208.730000000000;209.960000000000;212.790000000000;198.250000000000;199.080000000000;202.370000000000;204.310000000000;206.080000000000;206.420000000000;207.470000000000;208.580000000000;208.690000000000;208.730000000000;209.960000000000;212.790000000000;198.250000000000;199.080000000000;202.370000000000;204.310000000000;206.080000000000;206.420000000000;207.470000000000;
8;potencia_util_media;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
8;potencia_minima_media;218.700000000000;218.700000000219;218.700000000219;218.700000000000;218.699999999781;218.700000000000;218.700000000219;218.699999999781;218.700000000000;218.700000000000;218.700000000000;218.700000000000;218.700000000000;218.700000000000;218.700000000000;218.700000000000;190.199999999810;218.700000000000;218.700000000219;218.700000000000;218.700000000000;218.700000000000;218.699999999781;218.700000000000;218.700000000000;218.700000000000;195.300000000000;218.700000000000;218.700000000000;218.700000000000;218.700000000000;218.700000000000;218.700000000000;218.700000000000;218.700000000000;218.700000000000;218.700000000000;218.700000000000;195.300000000000;218.700000000000;218.700000000000;218.700000000000;218.700000000000;218.700000000000;218.700000000000;218.700000000000;218.700000000000;218.700000000000;218.700000000000;218.700000000000;195.300000000000;218.700000000000;218.700000000000;218.700000000000;218.700000000000;218.700000000000;218.700000000000;218.700000000000;218.700000000000;218.700000000000;
8;potencia_disponivel_minima_media;218.700000000000;218.700000000219;218.700000000219;218.700000000000;218.699999999781;218.700000000000;218.700000000219;218.699999999781;218.700000000000;218.700000000000;218.700000000000;218.700000000000;218.700000000000;218.700000000000;218.700000000000;218.700000000000;190.199999999810;218.700000000000;218.700000000219;218.700000000000;218.700000000000;218.700000000000;218.699999999781;218.700000000000;218.700000000000;218.700000000000;195.300000000000;218.700000000000;218.700000000000;218.700000000000;218.700000000000;218.700000000000;218.700000000000;218.700000000000;218.700000000000;218.700000000000;218.700000000000;218.700000000000;195.300000000000;218.700000000000;218.700000000000;218.700000000000;218.700000000000;218.700000000000;218.700000000000;218.700000000000;218.700000000000;218.700000000000;218.700000000000;218.700000000000;195.300000000000;218.700000000000;218.700000000000;218.700000000000;218.700000000000;218.700000000000;218.700000000000;218.700000000000;218.700000000000;218.700000000000;
8;potencia_disponivel_maxima_media;218.700000000000;218.700000000219;218.700000000219;218.700000000000;218.699999999781;218.700000000000;218.700000000219;218.699999999781;218.700000000000;218.700000000000;218.700000000000;218.700000000000;218.700000000000;218.700000000000;218.700000000000;218.700000000000;190.199999999810;218.700000000000;218.700000000219;218.700000000000;218.700000000000;218.700000000000;218.699999999781;218.700000000000;218.700000000000;218.700000000000;195.300000000000;218.700000000000;218.700000000000;218.700000000000;218.700000000000;218.700000000000;218.700000000000;218.700000000000;218.700000000000;218.700000000000;218.700000000000;218.700000000000;195.300000000000;218.700000000000;218.700000000000;218.700000000000;218.700000000000;218.700000000000;218.700000000000;218.700000000000;218.700000000000;218.700000000000;218.700000000000;218.700000000000;195.300000000000;218.700000000000;218.700000000000;218.700000000000;218.700000000000;218.700000000000;218.700000000000;218.700000000000;218.700000000000;218.700000000000;
9;custo_de_operacao_media;216.450000000000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
9;potencia_util_media;263.500000000000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
9;potencia_minima_media;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
9;potencia_disponivel_minima_media;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
9;potencia_disponivel_maxima_media;263.500000000000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
10;custo_de_operacao_media;256.990000000000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
10;potencia_util_media;876.600000000000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
10;potencia_minima_media;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
10;potencia_disponivel_minima_media;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
10;potencia_disponivel_maxima_media;876.600000000000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
11;custo_de_operacao_media;283.740000000000;283.740000000284;283.740000000284;283.740000000000;283.739999999716;283.740000000000;283.740000000284;283.739999999716;283.740000000000;283.740000000000;283.740000000000;283.740000000000;283.740000000000;283.740000000000;283.740000000000;283.740000000000;283.739999999716;283.740000000000;283.740000000284;283.740000000000;283.740000000000;283.740000000000;522.959999999477;522.960000000000;522.960000000000;522.960000000000;522.960000000000;522.960000000000;522.960000000000;283.740000000000;283.740000000000;283.740000000000;283.740000000000;283.740000000000;522.960000000000;522.960000000000;522.960000000000;522.960000000000;522.960000000000;522.960000000000;522.960000000000;283.740000000000;283.740000000000;283.740000000000;283.740000000000;283.740000000000;522.960000000000;522.960000000000;522.960000000000;522.960000000000;522.960000000000;522.960000000000;522.960000000000;283.740000000000;283.740000000000;283.740000000000;283.740000000000;283.740000000000;522.960000000000;522.960000000000;
11;potencia_util_media;84.800000000000;71.900000000072;84.800000000085;84.800000000000;84.799999999915;84.800000000000;84.800000000085;84.799999999915;84.800000000000;84.800000000000;84.800000000000;84.800000000000;84.800000000000;84.800000000000;80;82;83.999999999916;84;84.800000000085;84.800000000000;84.800000000000;82;79.999999999920;80;84;82;81;81;82;84;84.800000000000;84.800000000000;84.800000000000;82;80;80;84;82;81;81;82;84;84.800000000000;84.800000000000;84.800000000000;82;80;80;84;82;81;81;82;84;84.800000000000;84.800000000000;84.800000000000;82;80;80;
11;potencia_minima_media;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
11;potencia_disponivel_minima_media;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
11;potencia_disponivel_maxima_media;84.800000000000;71.900000000072;84.800000000085;84.800000000000;84.799999999915;84.800000000000;84.800000000085;84.799999999915;84.800000000000;84.800000000000;84.800000000000;84.800000000000;84.800000000000;84.800000000000;80;82;83.999999999916;84;84.800000000085;84.800000000000;84.800000000000;82;79.999999999920;80;84;82;81;81;82;84;84.800000000000;84.800000000000;84.800000000000;82;80;80;84;82;81;81;82;84;84.800000000000;84.800000000000;84.800000000000;82;80;80;84;82;81;81;82;84;84.800000000000;84.800000000000;84.800000000000;82;80;80;
12;custo_de_operacao_media;310.410000000000;310.410000000310;310.410000000310;310.410000000000;310.409999999690;310.410000000000;310.410000000310;310.409999999690;310.410000000000;310.410000000000;310.410000000000;310.410000000000;310.410000000000;310.410000000000;310.410000000000;310.410000000000;310.409999999690;310.410000000000;310.410000000310;310.410000000000;310.410000000000;310.410000000000;310.409999999690;310.410000000000;310.410000000000;310.410000000000;310.410000000000;310.410000000000;310.410000000000;310.410000000000;310.410000000000;310.410000000000;310.410000000000;310.410000000000;310.410000000000;310.410000000000;310.410000000000;310.410000000000;310.410000000000;310.410000000000;310.410000000000;310.410000000000;310.410000000000;310.410000000000;310.410000000000;310.410000000000;310.410000000000;310.410000000000;310.410000000000;310.410000000000;310.410000000000;310.410000000000;310.410000000000;310.410000000000;310.410000000000;310.410000000000;310.410000000000;310.410000000000;310.410000000000;310.410000000000;
12;potencia_util_media;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
